Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean,Population,City 2,Company_harmonizer_cleaned,Company_harmonizer_score,Company_harmonizer_id,Company_harmonizer_standardized
03/19/2020,03/20/2020,04/01/2020,Lace House Linen,Petaluma,Sonoma County,35.0,Layoff Permanent,Sonoma County,2020,layoff permanent,494336.0,petaluma,LACE HOUSE LINEN,35.32394366192208,2454,Lace House Linen
04/17/2020,04/19/2020,04/30/2020,"Lacoste USA, Inc.",Camarillo,Ventura County,11.0,Layoff Temporary,Ventura County,2020,layoff temporary,846006.0,camarillo,LACOSTE,41.17647058818685,2455,"Lacoste USA, Inc."
03/27/2020,03/19/2020,04/11/2020,Lacquered Nail Salon,Sacramento,Sacramento County,14.0,Layoff Temporary,Sacramento County,2020,layoff temporary,1552058.0,sacramento,LACQUERED NAIL SALON,32.307692307642604,2456,Lacquered Nail Salon
09/03/2020,11/02/2020,09/17/2020,"Lags Spine and Sportscare Medical Centers, Inc. DBA Lags Medical Centers",Ventura,Ventura County,13.0,Closure Permanent,Ventura County,2020,closure permanent,846006.0,ventura,LAGS SPINE SPORTSCARE MEDICAL CENTERS LAGS MEDICAL CENTERS,34.92957746473954,2457,"Lags Spine and Sportscare Medical Centers, Inc. DBA Lags Medical Centers"
04/01/2020,04/06/2020,04/21/2020,Laguna Clay Company,La Puente,Los Angeles County,80.0,Layoff Permanent,Los Angeles County,2020,layoff permanent,10039107.0,la puente,LAGUNA CLAY,32.1176470587763,2458,Laguna Clay Company
03/29/2020,03/29/2020,04/16/2020,Lahorian Capital Group Inc. dba IHOPRestaurant #827,Chula Vista,San Diego County,30.0,Layoff Permanent,San Diego County,2020,layoff permanent,3338330.0,chula vista,LAHORIAN CAPITAL IHOPRESTAURANT 827,36.62337662332906,2459,Lahorian Capital Group Inc. dba IHOPRestaurant #827
03/29/2020,03/29/2020,04/16/2020,Lahorian Capital Group Inc. dba IHOPRestaurant #833,El Centro,Imperial County,27.0,Layoff Permanent,Imperial County,2020,layoff permanent,181215.0,el centro,LAHORIAN CAPITAL IHOPRESTAURANT 833,94.98947368416054,2459,Lahorian Capital Group Inc. dba IHOPRestaurant #827
06/23/2020,07/15/2020,06/30/2020,Lake Avenue Congregational Church ofPasadena,Pasadena,Los Angeles County,28.0,Closure Permanent,Los Angeles County,2020,closure permanent,10039107.0,pasadena,LAKE AVENUE CONGREGATIONAL CHURCH OFPASADENA,36.891891891842036,2460,Lake Avenue Congregational Church ofPasadena
03/24/2020,03/13/2020,04/16/2020,Lake Tahoe Resort Hotel,South Lake Tahoe,El Dorado County,139.0,Layoff Temporary,El Dorado County,2020,layoff temporary,192843.0,south lake tahoe,LAKE TAHOE RESORT HOTEL,43.03448275857122,2461,Lake Tahoe Resort Hotel
03/25/2020,03/23/2020,04/10/2020,"Lakehouse Hotel, LLC",San Marcos,San Diego County,71.0,Layoff Temporary,San Diego County,2020,layoff temporary,3338330.0,san marcos,LAKEHOUSE HOTEL,60.81300813003186,2462,"Lakehouse Hotel, LLC"
03/31/2020,03/31/2020,04/24/2020,Lakeshore Equipment Company d/b/aLakeshore Learning Materials,Carson,Los Angeles County,251.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,carson,LAKESHORE EQUIPMENT DBALAKESHORE LEARNING MATERIALS,39.75903614453041,2463,Lakeshore Equipment Company d/b/aLakeshore Learning Materials
04/06/2020,04/06/2020,06/04/2020,Lakeside Golf Club,Burbank,Los Angeles County,82.0,Layoff Permanent,Los Angeles County,2020,layoff permanent,10039107.0,burbank,LAKESIDE GOLF CLUB,34.95890410954115,2464,Lakeside Golf Club
03/31/2020,03/31/2020,06/24/2020,"Lakewood Fitness, LLC",Lakewood,Los Angeles County,89.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,lakewood,LAKEWOOD FITNESS,39.97499999995003,2465,"Lakewood Fitness, LLC"
03/27/2020,03/26/2020,05/19/2020,Lamps Plus,Redlands,San Bernardino County,3.0,Layoff Permanent,San Bernardino County,2020,layoff permanent,2180085.0,redlands,LAMPS PLUS,26.037735849007476,2466,Lamps Plus
03/31/2020,03/31/2020,06/24/2020,Lancaster Fitness LLC,Lancaster,Los Angeles County,38.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,lancaster,LANCASTER FITNESS,34.28571428566531,2467,Lancaster Fitness LLC
10/23/2019,12/23/2019,10/25/2019,"Land O'Lakes, Inc.",Orland,Glenn County,58.0,Closure Permanent,Glenn County,2019,closure permanent,28393.0,orland,LAND OLAKES,37.43999999995008,2468,"Land O'Lakes, Inc."
03/06/2019,05/15/2019,03/06/2019,"Land O'Lakes, Inc.",Tulare,Tulare County,79.0,Layoff Unknown at this time,Tulare County,2019,layoff type uncategorized,466195.0,tulare,LAND OLAKES,99.99999999995,2468,"Land O'Lakes, Inc."
03/27/2020,03/27/2020,04/13/2020,"Lapco West, LLC",La Palma,Orange County,32.0,Layoff Temporary,Orange County,2020,layoff temporary,3175692.0,la palma,LAPCO WEST,47.49473684205527,2469,"Lapco West, LLC"
07/28/2020,07/31/2020,08/20/2020,Larry Flynt's Hustler Casino,Gardena,Los Angeles County,608.0,Layoff Permanent,Los Angeles County,2020,layoff permanent,10039107.0,gardena,LARRY FLYNTS HUSTLER CASINO,29.6999999999505,2470,Larry Flynt's Hustler Casino
05/19/2020,05/22/2020,09/25/2020,Larry Flynts Hustler Casino,Gardena,Los Angeles County,257.0,Layoff Permanent,Los Angeles County,2020,layoff permanent,10039107.0,gardena,LARRY FLYNTS HUSTLER CASINO,97.95918367341942,2470,Larry Flynt's Hustler Casino
06/26/2019,07/15/2019,06/27/2019,Larsen & Toubro Infotech Ltd.,Sunnyvale,Santa Clara County,5.0,Closure Permanent,Santa Clara,2019,closure permanent,1927852.0,sunnyvale,LARSEN TOUBRO INFOTECH,38.897435897386025,2471,Larsen & Toubro Infotech Ltd.
03/19/2020,03/20/2020,03/23/2020,Las Alcobas Resort & Spa,Saint Helena,Napa County,143.0,Layoff Temporary,Napa County,2020,layoff temporary,137744.0,saint helena,LAS ALCOBAS RESORT SPA,36.97297297292301,2472,Las Alcobas Resort & Spa
03/26/2020,03/20/2020,07/03/2020,Las Alcobas Resort & Spa,Saint Helena,Napa County,153.0,Layoff Temporary,Napa County,2020,layoff temporary,137744.0,saint helena,LAS ALCOBAS RESORT SPA,99.99999999995,2472,Las Alcobas Resort & Spa
03/20/2020,03/23/2020,04/10/2020,Late Mornings Inc. dba Born & Raised,San Diego,San Diego County,113.0,Layoff Temporary,San Diego County,2020,layoff temporary,3338330.0,san diego,LATE MORNINGS BORN RAISED,43.18181818176911,2473,Late Mornings Inc. dba Born & Raised
04/03/2020,03/16/2020,05/23/2020,Lawry's Restaurants Inc.,Beverly Hills,Los Angeles County,117.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,beverly hills,LAWRYS RESTAURANTS,41.01204819272167,2474,Lawry's Restaurants Inc.
07/15/2020,07/02/2020,10/21/2020,"Lawry's Restaurants, Inc.",Beverly Hills,Los Angeles County,87.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,beverly hills,LAWRYS RESTAURANTS,97.95918367341942,2474,Lawry's Restaurants Inc.
04/06/2020,03/17/2020,04/21/2020,"Lazy Dog Restaurant, LLC",Fresno,Fresno County,116.0,Layoff Temporary,Fresno County,2020,layoff temporary,999101.0,fresno,LAZY DOG RESTAURANT,71.21678321673342,2475,"Lazy Dog Restaurants, LLC"
03/17/2020,03/17/2020,04/21/2020,"Lazy Dog Restaurants, LLC",Oxnard,Ventura County,231.0,Layoff Temporary,Ventura County,2020,layoff temporary,846006.0,oxnard,LAZY DOG RESTAURANTS,96.49740932637488,2475,"Lazy Dog Restaurants, LLC"
12/31/2019,03/03/2020,01/02/2020,"Le Boulanger, Inc.",Sunnyvale,Santa Clara County,143.0,Closure Permanent,Santa Clara County,2019,closure permanent,1927852.0,sunnyvale,LE BOULANGER,34.5428571428078,2476,"Le Boulanger, Inc."
03/25/2020,03/12/2020,04/07/2020,Le Meridien San Francisco,San Francisco,San Francisco County,164.0,Layoff Temporary,San Francisco County,2020,layoff temporary,881549.0,san francisco,LE MERIDIEN SAN FRANCISCO,31.90909090904256,2477,Le Meridien San Francisco
03/19/2020,03/20/2020,04/01/2020,Le Papagayo,Encinitas,San Diego County,87.0,Closure Temporary,San Diego County,2020,closure temporary,3338330.0,encinitas,LE PAPAGAYO,27.31034482753912,2478,Le Papagayo
03/26/2020,03/30/2020,04/09/2020,Leach International Corporation,Buena Park,Orange County,260.0,Layoff Temporary,Orange County,2020,layoff temporary,3175692.0,buena park,LEACH CORPORATION,26.526315789427144,2479,Leach International Corporation
11/06/2020,11/23/2020,11/16/2020,Leach International Corporation,Buena Park,Orange County,224.0,Layoff Temporary,Orange County,2020,layoff temporary,3175692.0,buena park,LEACH CORPORATION,99.99999999995,2479,Leach International Corporation
03/24/2020,03/24/2020,04/03/2020,"Leal Vineyards, Inc.",Hollister,San Benito County,65.0,Layoff Temporary,San Benito County,2020,layoff temporary,62808.0,hollister,LEAL VINEYARDS,35.555555555506174,2480,"Leal Vineyards, Inc."
03/25/2020,03/17/2020,07/14/2020,Learn & Play Montessori Sch,Dublin,Alameda County,111.0,Closure Temporary,Alameda County,2020,closure temporary,1671329.0,dublin,LEARN PLAY MONTESSORI SCH,40.493827160443836,2481,Learn & Play Montessori School
03/25/2020,03/17/2020,07/14/2020,Learn & Play Montessori School,Danville,Contra Costa County,20.0,Layoff Temporary,Contra Costa County,2020,layoff temporary,1153526.0,danville,LEARN PLAY MONTESSORI SCHOOL,96.90721649479542,2481,Learn & Play Montessori School
04/27/2020,04/13/2020,05/04/2020,Learning Solutions Inc.,Sacramento,Sacramento County,81.0,Layoff Permanent,Sacramento County,2020,layoff permanent,1552058.0,sacramento,LEARNING SOLUTIONS,42.99999999995,2482,Learning Solutions Inc.
03/13/2020,03/14/2020,03/24/2020,"Lee&rsquo;s United Gymnastics Academy, LLC",Hanford,Kings County,22.0,Closure Temporary,Kings County,2020,closure temporary,152940.0,hanford,LEERSQUOS UNITED GYMNASTICS ACADEMY,32.307692307642604,2483,"Lee&rsquo;s United Gymnastics Academy, LLC"
04/30/2020,03/17/2020,05/09/2020,"Legends Attractions, LLC at OUE Skyspace,Suite 1500",Los Angeles,Los Angeles County,104.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,los angeles,LEGENDS ATTRACTIONS OUE SKYSPACESUITE 1500,38.769230769181064,2484,"Legends Attractions, LLC at OUE Skyspace,Suite 1500"
10/23/2020,12/28/2020,10/27/2020,Lehigh Southwest Cement Company,Cupertino,Santa Clara County,40.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,cupertino,LEHIGH SOUTHWEST CEMENT,34.31884057966041,2485,Lehigh Southwest Cement Company
08/20/2020,08/28/2020,11/12/2020,Lehigh Southwest Cement Company,Cupertino,Santa Clara County,12.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,cupertino,LEHIGH SOUTHWEST CEMENT,99.99999999995,2485,Lehigh Southwest Cement Company
08/20/2020,10/19/2020,11/12/2020,Lehigh Southwest Cement Company,Cupertino,Santa Clara County,38.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,cupertino,LEHIGH SOUTHWEST CEMENT,99.99999999995,2485,Lehigh Southwest Cement Company
07/20/2020,07/24/2020,11/10/2020,Lehigh Southwest Cement Company dba Lehigh Hanson Services LLC,Cupertino,Santa Clara County,43.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,cupertino,LEHIGH SOUTHWEST CEMENT LEHIGH HANSON SERVICES,80.2395209580358,2486,Lehigh Southwest Cement Company dba Lehigh Hanson Services LLC
04/09/2020,04/09/2020,08/06/2020,Lehigh Southwest Cement Company-Lehigh Hanson ServicesLLC-Cupertino Permanente Plant,Cupertino,Santa Clara County,179.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,cupertino,LEHIGH SOUTHWEST CEMENT COMPANYLEHIGH HANSON SERVICESLLCCUPERTINO PERMANENTE PLANT,74.80519480514624,2487,Lehigh Southwest Cement Company-Lehigh Hanson ServicesLLC-Cupertino Permanente Plant
04/14/2020,04/17/2020,04/27/2020,"Lehigh Southwest Cement Company-LehighHanso Serives, LLC-Redding Plant",Redding,Shasta County,109.0,Layoff Temporary,Shasta County,2020,layoff temporary,180080.0,redding,LEHIGH SOUTHWEST CEMENT COMPANYLEHIGHHANSO SERIVES LLCREDDING PLANT,81.42331288338563,2488,"Lehigh Southwest Cement Company-LehighHanso Serives, LLC-Redding Plant"
04/09/2020,04/09/2020,04/27/2020,Lehigh Southwest Cement Company-LehighHanson ServicesLLC-Cupertino PermanentePlant,Cupertino,Santa Clara County,133.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,cupertino,LEHIGH SOUTHWEST CEMENT COMPANYLEHIGHHANSON SERVICESLLCCUPERTINO PERMANENTEPLANT,81.42331288338563,2489,Lehigh Southwest Cement Company-LehighHanson ServicesLLC-Cupertino PermanentePlant
08/26/2020,10/25/2020,09/08/2020,Leidos,Beale Afb,Yuba County,77.0,Layoff Permanent,Yuba County,2020,layoff permanent,78668.0,beale afb,LEIDOS,19.354838709646202,2490,Leidos
03/20/2020,03/23/2020,04/10/2020,Leisure Society LLC dba El Dorado,San Diego,San Diego County,12.0,Layoff Temporary,San Diego County,2020,layoff temporary,3338330.0,san diego,LEISURE SOCIETY DORADO,40.4791666666245,2491,Leisure Society LLC dba El Dorado
05/04/2020,04/30/2020,05/18/2020,Leisure Sports Hospitality,Aliso Viejo,Orange County,72.0,Closure Temporary,Orange County,2020,closure temporary,3175692.0,aliso viejo,LEISURE SPORTS HOSPITALITY,55.928571428521494,2492,Leisure Sports Hospitality
06/27/2019,09/03/2019,06/28/2019,LendingClub Corporation,San Francisco,San Francisco County,335.0,Layoff Permanent,San Francisco,2019,layoff permanent,881549.0,san francisco,LENDINGCLUB CORPORATION,39.77499999995028,2493,LendingClub Corporation
04/21/2020,05/01/2020,06/06/2020,LendingClub Corporation,San Francisco,San Francisco County,61.0,Layoff Temporary,San Francisco County,2020,layoff temporary,881549.0,san francisco,LENDINGCLUB CORPORATION,99.99999999995,2493,LendingClub Corporation
04/21/2020,05/01/2020,06/06/2020,LendingClub Corporation,San Francisco,San Francisco County,306.0,Layoff Permanent,San Francisco County,2020,layoff permanent,881549.0,san francisco,LENDINGCLUB CORPORATION,99.99999999995,2493,LendingClub Corporation
02/22/2019,04/23/2019,02/25/2019,LendingHome Corporation,San Francisco,San Francisco County,66.0,Layoff Permanent,San Francisco,2019,layoff permanent,881549.0,san francisco,LENDINGHOME CORPORATION,82.99999999995,2494,LendingHome Corporation
04/17/2020,04/25/2020,05/01/2020,LendingHome Corporation,San Francisco,San Francisco County,24.0,Layoff Permanent,San Francisco County,2020,layoff permanent,881549.0,san francisco,LENDINGHOME CORPORATION,99.99999999995,2494,LendingHome Corporation
04/17/2020,04/25/2020,05/01/2020,LendingHome Corporation,San Francisco,San Francisco County,19.0,Layoff Temporary,San Francisco County,2020,layoff temporary,881549.0,san francisco,LENDINGHOME CORPORATION,99.99999999995,2494,LendingHome Corporation
05/29/2019,07/29/2019,05/29/2019,Lenovo,Santa Clara,Santa Clara County,35.0,Layoff Permanent,Santa Clara,2019,layoff permanent,1927852.0,santa clara,LENOVO,35.897435897389876,2495,Lenovo
10/04/2019,12/07/2019,10/09/2019,"Letter Ride, LLC",National City,San Diego County,83.0,Layoff Unknown at thistime,San Diego County,2019,layoff type uncategorized,3338330.0,national city,LETTER RIDE,27.789473684161774,2496,"Letter Ride, LLC"
10/04/2019,12/07/2019,10/09/2019,"Letter Ride, LLC",Carlsbad,San Diego County,81.0,Layoff Unknown at thistime,San Diego County,2019,layoff type uncategorized,3338330.0,carlsbad,LETTER RIDE,99.99999999995,2496,"Letter Ride, LLC"
10/04/2019,12/07/2019,10/09/2019,"Letter Ride, LLC",San Diego,San Diego County,80.0,Layoff Unknown at thistime,San Diego County,2019,layoff type uncategorized,3338330.0,san diego,LETTER RIDE,99.99999999995,2496,"Letter Ride, LLC"
10/12/2020,12/16/2020,10/15/2020,"Lettuce Entertain You Enterprises, Inc.",Santa Monica,Los Angeles County,21.0,Layoff Permanent,Los Angeles County,2020,layoff permanent,10039107.0,santa monica,LETTUCE ENTERTAIN YOU,40.78048780482832,2497,"Lettuce Entertain You Enterprises, Inc."
10/12/2020,12/16/2020,10/15/2020,"Lettuce Entertain You Enterprises, Inc.",Los Angeles,Los Angeles County,29.0,Layoff Permanent,Los Angeles County,2020,layoff permanent,10039107.0,los angeles,LETTUCE ENTERTAIN YOU,99.99999999995,2497,"Lettuce Entertain You Enterprises, Inc."
03/27/2020,03/19/2020,04/10/2020,"Lettuce Entertain You Enterprises, Inc. dbaStella Barra Pizzeria & Wine Bar",Los Angeles,Los Angeles County,48.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,los angeles,LETTUCE ENTERTAIN YOU DBASTELLA BARRA PIZZERIA WINE BAR,70.96774193543808,2498,"Lettuce Entertain You Enterprises, Inc. dbaStella Barra Pizzeria & Wine Bar"
03/27/2020,03/19/2020,04/10/2020,"Lettuce Entertain You Enterprises, Inc. dbaStella Barra Pizziera & Wine Bar",Santa Monica,Los Angeles County,39.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,santa monica,LETTUCE ENTERTAIN YOU DBASTELLA BARRA PIZZIERA WINE BAR,98.49746192888402,2498,"Lettuce Entertain You Enterprises, Inc. dbaStella Barra Pizzeria & Wine Bar"
03/27/2020,03/17/2020,04/11/2020,"Level 10 Construction, LP",Sunnyvale,Santa Clara County,158.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,sunnyvale,LEVEL 10 CONSTRUCTION,34.95890410954115,2499,"Level 10 Construction, LP"
04/08/2020,04/08/2020,04/21/2020,"Lever, Inc.",San Francisco,San Francisco County,10.0,Layoff Temporary,San Francisco County,2020,layoff temporary,881549.0,san francisco,LEVER,36.71052631574117,2500,"Lever, Inc."
03/12/2020,03/13/2020,05/14/2020,"Levity of Brea, LLC dba Brea Improv",Brea,Orange County,79.0,Layoff Temporary,Orange County,2020,layoff temporary,3175692.0,brea,LEVITY BREA BREA IMPROV,26.526315789427144,2501,"Levity of Brea, LLC dba Brea Improv"
06/24/2020,08/01/2020,09/30/2020,Levy Premium Foodservice,San Diego,San Diego County,5.0,Layoff Permanent,San Diego County,2020,layoff permanent,3338330.0,san diego,LEVY PREMIUM FOODSERVICE,37.99999999995,2502,Levy Premium Foodservice
09/28/2020,11/30/2020,10/20/2020,Levy Premium Foodservice Limited Paitnership,Oakland,Alameda County,220.0,Closure Permanent,Alameda County,2020,closure permanent,1671329.0,oakland,LEVY PREMIUM FOODSERVICE LIMITED PAITNERSHIP,83.04093567246606,2503,Levy Premium Foodservice Limited Paitnership
03/19/2020,03/19/2020,08/11/2020,Levy Premium Foodservice Limited Partnership,Santa Clara,Santa Clara County,632.0,Closure Temporary,Santa Clara County,2020,closure temporary,1927852.0,santa clara,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,97.99999999995,2503,Levy Premium Foodservice Limited Paitnership
06/24/2020,08/01/2020,10/05/2020,Levy Premium Foodservice Limited Partnership,Santa Clara,Santa Clara County,25.0,Layoff Permanent,Santa Clara County,2020,layoff permanent,1927852.0,santa clara,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,99.99999999995,2503,Levy Premium Foodservice Limited Paitnership
03/19/2020,03/19/2020,03/27/2020,Levy Premium Foodservice Limited Partnership,Santa Clara,Santa Clara County,613.0,Closure Temporary,Santa Clara County,2020,closure temporary,1927852.0,santa clara,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,99.99999999995,2503,Levy Premium Foodservice Limited Paitnership
06/24/2020,08/01/2020,07/10/2020,Levy Premium Foodservice Limited Partnership (&ldquo;Levy&rdquo;) operation at The Rose Bowl,Pasadena,Los Angeles County,14.0,Layoff Permanent,Los Angeles County,2020,layoff permanent,10039107.0,pasadena,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP LDQUOLEVYRDQUO OPERATION ROSE BOWL,83.72093023250947,2504,Levy Premium Foodservice Limited Partnership (&ldquo;Levy&rdquo;) operation at The Rose Bowl
03/18/2020,03/18/2020,03/19/2020,Levy Premium Foodservice LimitedPartnership and Rank and Rally LLC,Mammoth Lakes,Mono County,548.0,Layoff Temporary,Mono County,2020,layoff temporary,14444.0,mammoth lakes,LEVY PREMIUM FOODSERVICE LIMITEDPARTNERSHIP RANK RALLY,69.46762589923061,2505,Levy Premium Foodservice LimitedPartnership and Rank and Rally LLC
03/18/2020,03/18/2020,03/19/2020,Levy Premium Foodservices LimitedPartnership,Carson,Los Angeles County,97.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,carson,LEVY PREMIUM FOODSERVICES LIMITEDPARTNERSHIP,92.73118279564908,2505,Levy Premium Foodservice LimitedPartnership and Rank and Rally LLC
04/10/2020,03/30/2020,04/22/2020,Lexus of Concord,Concord,Contra Costa County,113.0,Layoff Temporary,Contra Costa County,2020,layoff temporary,1153526.0,concord,LEXUS CONCORD,30.158730158682285,2506,Lexus of Concord
07/14/2020,08/31/2020,07/22/2020,Life Cycle Engineering Inc,San Diego,San Diego County,55.0,Layoff Permanent,San Diego County,2020,layoff permanent,3338330.0,san diego,LIFE CYCLE ENGINEERING,32.430769230719335,2507,Life Cycle Engineering Inc
04/01/2020,03/30/2020,04/15/2020,Lifetime Activities,Cupertino,Santa Clara County,39.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,cupertino,LIFETIME ACTIVITIES,40.44444444439451,2508,Lifetime Activities
04/01/2020,03/30/2020,04/15/2020,"Lifetime Activities, Inc",Santa Clara,Santa Clara County,16.0,Closure Temporary,Santa Clara County,2020,closure temporary,1927852.0,santa clara,LIFETIME ACTIVITIES,99.99999999995,2508,Lifetime Activities
04/01/2020,03/30/2020,04/15/2020,"Lifetime Activities, Inc.",Sunnyvale,Santa Clara County,22.0,Layoff Temporary,Santa Clara County,2020,layoff temporary,1927852.0,sunnyvale,LIFETIME ACTIVITIES,99.99999999995,2508,Lifetime Activities
10/28/2019,12/27/2019,10/29/2019,Lifetouch National School Studios Inc.,Chico,Butte County,320.0,Closure Permanent,Butte County,2019,closure permanent,219186.0,chico,LIFETOUCH SCHOOL,34.95890410954115,2509,Lifetouch National School Studios Inc.
03/22/2019,05/24/2019,03/22/2019,Lifetouch National School Studios Inc.,Chico,Butte County,25.0,Closure Permanent,Butte County,2019,closure permanent,219186.0,chico,LIFETOUCH SCHOOL,99.99999999995,2509,Lifetouch National School Studios Inc.
04/20/2020,03/23/2020,05/04/2020,"Lighting Technologies International, LLC",Baldwin Park,Los Angeles County,162.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,baldwin park,LIGHTING TECHNOLOGIES,42.49411764700883,2510,"Lighting Technologies International, LLC"
03/31/2020,03/27/2020,04/14/2020,"Lindley Foods, LLC",Riverside,Riverside County,45.0,Closure Temporary,Riverside County,2020,closure temporary,2470546.0,riverside,LINDLEY FOODS,34.95890410954115,2511,"Lindley Foods, LLC"
03/31/2020,03/27/2020,04/14/2020,"Lindley Foods, LLC dba Selma's Cookies",Riverside,Riverside County,45.0,Closure Temporary,Riverside County,2020,closure temporary,2470546.0,riverside,LINDLEY FOODS SELMAS COOKIES,77.30061349688509,2512,"Lindley Foods, LLC dba Selma's Cookies"
08/21/2020,08/21/2020,09/03/2020,Linkedin Corporation,Sunnyvale,Santa Clara County,29.0,Layoff Permanent,Santa Clara County,2020,layoff permanent,1927852.0,sunnyvale,LINKEDIN CORPORATION,38.18181818176859,2513,Linkedin Corporation
09/03/2020,11/02/2020,09/28/2020,Liqui-Box Corporation,Sacramento,Sacramento County,22.0,Layoff Permanent,Sacramento County,2020,layoff permanent,1552058.0,sacramento,LIQUIBOX CORPORATION,72.41379310339835,2514,Liqui-Box Corporation
09/04/2019,11/04/2019,09/09/2019,Liqui-Box Corporation,Sacramento,Sacramento County,30.0,Layoff Permanent,Sacramento County,2019,layoff permanent,1552058.0,sacramento,LIQUIBOX CORPORATION,99.99999999995,2514,Liqui-Box Corporation
09/15/2020,11/02/2020,09/24/2020,Liquibox,Sacramento,Sacramento County,22.0,Closure Permanent,Sacramento County,2020,closure permanent,1552058.0,sacramento,LIQUIBOX,64.77272727267821,2515,Liquibox
07/03/2020,07/31/2020,07/14/2020,"Listo, Inc.",Whittier,Los Angeles County,32.0,Closure Permanent,Los Angeles County,2020,closure permanent,10039107.0,whittier,LISTO,41.619047618998074,2516,"Listo, Inc."
04/17/2020,04/17/2020,04/29/2020,Live Nation,Beverly Hills,Los Angeles County,14.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,beverly hills,LIVE NATION,47.368421052581716,2517,Live Nation
09/03/2020,09/05/2020,09/14/2020,Live Nation,Beverly Hills,Los Angeles County,79.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,beverly hills,LIVE NATION,99.99999999995,2517,Live Nation
07/31/2020,07/15/2020,08/03/2020,Live Nation,Los Angeles,Los Angeles County,1.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,los angeles,LIVE NATION,99.99999999995,2517,Live Nation
04/24/2020,04/30/2020,05/23/2020,Live Nation Clubs & Theaters - House of BluesAnaheim,Anaheim,Orange County,325.0,Layoff Temporary,Orange County,2020,layoff temporary,3175692.0,anaheim,LIVE NATION CLUBS THEATERS HOUSE BLUESANAHEIM,56.1151079136287,2518,Live Nation Clubs & Theaters - House of BluesAnaheim
04/24/2020,04/30/2020,05/23/2020,Live Nation Clubs & Theaters - Observatory OC,Santa Ana,Orange County,71.0,Layoff Temporary,Orange County,2020,layoff temporary,3175692.0,santa ana,LIVE NATION CLUBS THEATERS OBSERVATORY OC,67.8260869564726,2519,Live Nation Clubs & Theaters - Observatory OC
04/24/2020,04/30/2020,05/23/2020,Live Nation Clubs & Theaters - Punch LineSacramento,Sacramento,Sacramento County,122.0,Layoff Temporary,Sacramento County,2020,layoff temporary,1552058.0,sacramento,LIVE NATION CLUBS THEATERS PUNCH LINESACRAMENTO,69.48571428566466,2520,Live Nation Clubs & Theaters - Punch LineSacramento
04/24/2020,04/30/2020,05/23/2020,Live Nation Clubs & Theaters - RiversideMunicipal Auditorium,Riverside,Riverside County,106.0,Layoff Temporary,Riverside County,2020,layoff temporary,2470546.0,riverside,LIVE NATION CLUBS THEATERS RIVERSIDEMUNICIPAL AUDITORIUM,63.84496124026059,2521,Live Nation Clubs & Theaters - RiversideMunicipal Auditorium
04/24/2020,04/30/2020,05/27/2020,Live Nation Clubs & Theaters - The FillmoreSan Francisco,San Francisco,San Francisco County,324.0,Layoff Temporary,San Francisco County,2020,layoff temporary,881549.0,san francisco,LIVE NATION CLUBS THEATERS FILLMORESAN FRANCISCO,60.19672131142607,2522,Live Nation Clubs & Theaters - The FillmoreSan Francisco
04/24/2020,04/30/2020,05/23/2020,Live Nation Clubs & Theaters - The Magnolia,El Cajon,San Diego County,232.0,Layoff Temporary,San Diego County,2020,layoff temporary,3338330.0,el cajon,LIVE NATION CLUBS THEATERS MAGNOLIA,77.53846153841184,2523,Live Nation Clubs & Theaters - The Magnolia
04/24/2020,04/30/2020,05/23/2020,Live Nation Clubs & Theaters - The Wiltern,Los Angeles,Los Angeles County,690.0,Layoff Temporary,Los Angeles County,2020,layoff temporary,10039107.0,los angeles,LIVE NATION CLUBS THEATERS WILTERN,80.12422360243471,2524,Live Nation Clubs & Theaters - The Wiltern
