,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig
5329,03/23/2020,03/23/2020,04/02/2020,Hyundai Inland Empire (RUSNAK CORP.),Loma Linda,San Bernardino County,8.0,Layoff Temporary,San Bernardino County
5330,03/23/2020,03/23/2020,04/02/2020,ANTHONY'S FISH GROTTO,La Mesa,San Diego County,61.0,Closure Temporary,San Diego County
5331,03/20/2020,04/20/2020,04/02/2020,KETTNER EXCHANGE,San Diego,San Diego County,121.0,Layoff Temporary,San Diego County
5332,03/18/2020,03/18/2020,04/02/2020,Hotel Nia,Menlo Park,San Mateo County,127.0,Layoff Temporary,San Mateo County
5333,03/23/2020,03/23/2020,04/02/2020,Dinah's Garden Hotel,Palo Alto,Santa Clara County,50.0,Layoff Temporary,Santa Clara County
5334,03/20/2020,03/20/2020,04/02/2020,Four Seasons Hotel Silicon Valley,Palo Alto,Santa Clara County,263.0,Layoff Temporary,Santa Clara County
5335,03/23/2020,03/20/2020,04/02/2020,CHAMINADE RESORT AND SPA,Santa Cruz,Santa Cruz County,173.0,Layoff Temporary,Santa Cruz County
5336,03/23/2020,03/27/2020,04/02/2020,Compass,Sebastopol,Sonoma County,2.0,Layoff Permanent,Sonoma County
5337,03/23/2020,03/23/2020,04/02/2020,Rogers Jewelry Company,Visalia,Tulare County,6.0,Layoff Temporary,Tulare County
5338,03/20/2020,03/20/2020,04/02/2020,The Walking Company,Westlake Village,Ventura County,25.0,Layoff Temporary,Ventura County
5339,03/22/2020,03/27/2020,04/02/2020,BEI San Francisco,San Francisco,San Francisco County,106.0,Layoff Temporary,San Francisco County
5340,03/18/2020,03/17/2020,04/02/2020,Yosemite Ranch Steak House,Fresno,Fresno County,70.0,Layoff Temporary,Fresno County
5341,03/20/2020,03/23/2020,04/02/2020,"Citizens of Humanity, LLC.",Huntington Park,Los Angeles County,186.0,Closure Temporary,Los Angeles County
5342,03/20/2020,03/23/2020,04/02/2020,"CM Laundry, LLC",Gardena,Los Angeles County,130.0,Closure Temporary,Los Angeles County
5343,03/20/2020,03/23/2020,04/02/2020,"Oheck, LLC",Huntington Park,Los Angeles County,211.0,Layoff Temporary,Los Angeles County
5344,03/24/2020,03/23/2020,04/02/2020,"SAINT-GOBAIN, SEKURIT",Garden Grove,Orange County,110.0,Layoff Temporary,Orange County
5345,03/20/2020,03/21/2020,04/02/2020,Sun City Palm Desert Community Association,Palm Desert,Riverside County,92.0,Layoff Temporary,Riverside County
5346,03/20/2020,03/17/2020,04/02/2020,"Feast California Cafe, LLC. dba Corner BakeryCafe",Carlsbad,San Diego County,122.0,Layoff Unknown at thistime,San Diego County
5347,03/24/2020,03/24/2020,04/02/2020,Carte Hotel,San Diego,San Diego County,71.0,Layoff Temporary,San Diego County
5348,03/24/2020,03/19/2020,04/02/2020,"PAG-Daly City, LLC, DBA City Toyota",Daly City,San Mateo County,53.0,Layoff Temporary,San Mateo County
5349,03/20/2020,03/20/2020,04/01/2020,Meyer Sound,Berkeley,Alameda County,233.0,Layoff Temporary,Alameda County
5350,03/23/2020,03/23/2020,04/01/2020,Harold A. Steuber Enterprises dba AssociatedServices,San Leandro,Alameda County,103.0,Layoff Temporary,Alameda County
5351,03/20/2020,03/20/2020,04/01/2020,The Garlic Company,Shafter,Kern County,193.0,Layoff Temporary,Kern County
5352,03/23/2020,03/23/2020,04/01/2020,Tri-Mountain,Irwindale,Los Angeles County,59.0,Layoff Temporary,Los Angeles County
5353,03/23/2020,03/24/2020,04/01/2020,"Meribear Productions, Inc. dba Meredith BaerHome",South Gate,Los Angeles County,118.0,Layoff Unknown at thistime,Los Angeles County
5354,03/20/2020,03/20/2020,04/01/2020,NickCo Hospitality LLC dba Nick&rsquo;sManhattan Beach,Manhattan Beach,Los Angeles County,79.0,Layoff Temporary,Los Angeles County
5355,03/20/2020,03/14/2020,04/01/2020,Metis TPS LLC dba Commerce Casino,Commerce,Los Angeles County,500.0,Closure Permanent,Los Angeles County
5356,03/20/2020,03/14/2020,04/01/2020,MG JV LLC dba Majordomo,Los Angeles,Los Angeles County,83.0,Closure Temporary,Los Angeles County
5357,03/18/2020,03/18/2020,04/01/2020,"Verasa Management, LLC, dba The WestinVerasa Napa",Napa,Napa County,75.0,Layoff Temporary,Napa County
5358,03/18/2020,03/17/2020,04/01/2020,Mozza LLC dba Pizzeria Mozza,Newport Beach,Orange County,46.0,Layoff Unknown at thistime,Orange County
5359,03/20/2020,03/20/2020,04/01/2020,NickCo Hospitality LLC dba South ofNick&rsquo;s,Del Mar,Orange County,71.0,Layoff Temporary,Orange County
5360,03/20/2020,03/20/2020,04/01/2020,NickCo Hospitality LLC dba Nick&rsquo;s SanClemente,San Clemente,Orange County,70.0,Layoff Temporary,Orange County
5361,03/20/2020,03/20/2020,04/01/2020,NH1 LLC dba South Nick&rsquo;s LagunaBeach,Laguna Beach,Orange County,63.0,Layoff Temporary,Orange County
5362,03/20/2020,03/20/2020,04/01/2020,NickCo Hospitality LLC dba Nick&rsquo;sLaguna Beach,Laguna Beach,Orange County,63.0,Layoff Temporary,Orange County
5363,04/01/2020,04/01/2020,04/01/2020,Gerber Collision & Glass,Moreno Valley,Riverside County,7.0,Layoff Temporary,Riverside County
5364,03/23/2020,03/23/2020,04/01/2020,Old Spaghetti Factory (Dariotis GroupRestaurants),Elk Grove,Sacramento County,67.0,Layoff Temporary,Sacramento County
5365,03/23/2020,03/24/2020,04/01/2020,National Funding,San Diego,San Diego County,104.0,Layoff Temporary,San Diego County
5366,03/19/2020,03/20/2020,04/01/2020,Le Papagayo,Encinitas,San Diego County,87.0,Closure Temporary,San Diego County
5367,03/19/2020,03/20/2020,04/01/2020,Beachside Bar and Grill,Encinitas,San Diego County,35.0,Closure Temporary,San Diego County
5368,03/20/2020,03/20/2020,04/01/2020,"Kimball, Tirey & St. John LLP",San Diego,San Diego County,60.0,Layoff Temporary,San Diego County
5369,03/20/2020,03/23/2020,04/01/2020,The Crossings,Carlsbad,San Diego County,134.0,Layoff Temporary,San Diego County
5370,03/20/2020,05/20/2020,04/01/2020,"Lyric Hospitality, Inc.",San Francisco,San Francisco County,125.0,Layoff Permanent,San Francisco County
5371,03/21/2020,03/18/2020,04/01/2020,"Spa Havens, LP dba Cal-a-Vie Health Spa",Vista,San Francisco County,166.0,Layoff Temporary,San Francisco County
5372,03/19/2020,03/16/2020,04/01/2020,"Whitaker Construction Group, Inc.",Paso Robles,San Luis Obispo County,34.0,Layoff Temporary,San Luis Obispo County
5373,03/23/2020,03/23/2020,04/01/2020,Dariotis Group Restaurants dba The OldSpaghetti Factory,Redwood City,San Mateo County,54.0,Layoff Temporary,San Mateo County
5374,03/23/2020,03/16/2020,04/01/2020,Hotel Californian,Santa Barbara,Santa Barbara County,197.0,Layoff Temporary,Santa Barbara County
5375,03/23/2020,03/22/2020,04/01/2020,"BBD West, Inc. dba Black Bear Diner",Gilroy,Santa Clara County,50.0,Closure Temporary,Santa Clara County
5376,03/23/2020,03/23/2020,04/01/2020,The Old Spaghetti Factory (Dariotis GroupRestaurants),San Jose,Santa Clara County,118.0,Layoff Temporary,Santa Clara County
5377,03/19/2020,03/18/2020,04/01/2020,NortonLifeLock Inc.,Mountain View,Santa Clara County,28.0,Layoff Permanent,Santa Clara County
5378,03/18/2020,03/17/2020,04/01/2020,Boudin Bakery,Cupertino,Santa Clara County,40.0,Layoff Temporary,Santa Clara County
5379,03/20/2020,03/23/2020,04/01/2020,AC Hotel San Jose Downtown,San Jose,Santa Clara County,65.0,Layoff Temporary,Santa Clara County
5380,03/20/2020,03/20/2020,04/01/2020,Amici's East Coast Pizzeria,Vacaville,Solano County,80.0,Closure Unknown at thistime,Solano County
5381,03/19/2020,03/16/2020,04/01/2020,"Piazza Hotel Managment, Hotel Healdsburg",Healdsburg,Sonoma County,303.0,Layoff Temporary,Sonoma County
5382,03/19/2020,03/20/2020,04/01/2020,Lace House Linen,Petaluma,Sonoma County,35.0,Layoff Permanent,Sonoma County
5383,03/23/2020,03/20/2020,04/01/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC dba Blackhawk Grille",Danville,Contra Costa County,56.0,Layoff Temporary,Contra Costa County
5384,03/21/2020,03/30/2020,04/01/2020,Academy of Magical Arts,Los Angeles,Los Angeles County,190.0,Layoff Unknown at thistime,Los Angeles County
5385,03/20/2020,03/20/2020,04/01/2020,W Hotel Los Angeles-West Beverly Hills,Los Angeles,Los Angeles County,130.0,Layoff Temporary,Los Angeles County
5386,03/20/2020,03/25/2020,04/01/2020,dnata US Inflight Catering LLC,El Segundo,Los Angeles County,114.0,Layoff Permanent,Los Angeles County
5387,03/21/2020,03/21/2020,04/01/2020,Hyatt Regency Newport Beach,Newport Beach,Orange County,216.0,Closure Temporary,Orange County
5388,03/20/2020,03/16/2020,04/01/2020,Hotel Republic San Diego,San Diego,San Diego County,108.0,Layoff Temporary,San Diego County
5389,03/19/2020,03/20/2020,04/01/2020,Prospect International Airport Services Corp.,San Francisco,San Francisco County,108.0,Layoff Temporary,San Francisco County
5390,03/20/2020,03/13/2020,04/01/2020,TR Mission Management LLC,San Francisco,San Francisco County,159.0,Closure Temporary,San Francisco County
5391,03/20/2020,03/17/2020,04/01/2020,Fairmont San Francisco,San Francisco,San Francisco County,208.0,Layoff Temporary,San Francisco County
5392,03/23/2020,03/23/2020,04/01/2020,American Conservatory Theatre Foundation,San Francisco,San Francisco County,34.0,Layoff Temporary,San Francisco County
5393,03/23/2020,03/23/2020,04/01/2020,"Highgate Hotels, L.P. dba Hotel Whitcomb",San Francisco,San Francisco County,31.0,Layoff Temporary,San Francisco County
5394,03/20/2020,03/15/2020,04/01/2020,Pullman San Francisco Bay,Redwood City,San Mateo County,145.0,Layoff Temporary,San Mateo County
5395,03/23/2020,03/22/2020,04/01/2020,Hyatt Regency San Francisco Airport,Burlingame,San Mateo County,352.0,Layoff Temporary,San Mateo County
5396,03/20/2020,03/20/2020,04/01/2020,Desert Recreation District,Indio,Riverside County,278.0,Layoff Temporary,Riverside County
5397,03/20/2020,04/03/2020,04/01/2020,"Huhtamaki, Inc.",Sacramento,Sacramento County,84.0,Layoff Temporary,Sacramento County
5398,03/20/2020,03/20/2020,04/01/2020,"Rumble Fitness, LLC",San Francisco,San Francisco County,20.0,Layoff Temporary,San Francisco County
5399,03/20/2020,03/20/2020,04/01/2020,"Rumble Fitness, LLC.",Palo Alto,Santa Clara County,15.0,Layoff Temporary,Santa Clara County
5400,03/23/2020,03/23/2020,04/01/2020,Finney's Crafthouse,Ventura,Ventura County,82.0,Layoff Unknown at thistime,Ventura County
5401,03/23/2020,03/23/2020,04/01/2020,Finney's Crafthouse,Westlake Village,Ventura County,46.0,Layoff Unknown at thistime,Ventura County
5402,03/19/2020,03/19/2020,03/30/2020,Pyramid Pleasanton Management LP,Pleasanton,Alameda County,41.0,Layoff Temporary,Alameda County
5403,03/20/2020,03/20/2020,03/30/2020,California Grand Casino,Pacheco,Contra Costa County,190.0,Layoff Unknown at thistime,Contra Costa County
5404,03/23/2020,04/30/2020,03/30/2020,Taft Correctional Institution,Taft,Kern County,322.0,Closure Unknown at thistime,Kern County
5405,03/30/2020,03/30/2020,03/30/2020,"La Costa Mariscos, INC",Bakersfield,Kern County,130.0,Closure Temporary,Kern County
5406,03/23/2020,03/21/2020,03/30/2020,K & M Foodservice,Los Angeles,Los Angeles County,160.0,Layoff Unknown at thistime,Los Angeles County
5407,03/23/2020,03/23/2020,03/30/2020,"Forty-Niner Shops, Inc.",Long Beach,Los Angeles County,562.0,Closure Temporary,Los Angeles County
5408,03/30/2020,04/01/2020,03/30/2020,"1661, Inc. dba GOAT",Los Angeles,Los Angeles County,96.0,Layoff Permanent,Los Angeles County
5409,03/19/2020,03/20/2020,03/30/2020,Napa Valley Marriott hotel and spa,Napa,Napa County,149.0,Layoff Temporary,Napa County
5410,03/19/2020,03/20/2020,03/30/2020,Auberge du Soleil,Rutherford,Napa County,220.0,Layoff Temporary,Napa County
5411,03/17/2020,03/17/2020,03/30/2020,24 Carrots,Costa Mesa,Orange County,112.0,Layoff Temporary,Orange County
5412,03/20/2020,03/20/2020,03/30/2020,YMCA of Orange County Association,Tustin,Orange County,56.0,Layoff Temporary,Orange County
5413,03/23/2020,03/19/2020,03/30/2020,"Fullerton Spaghetti Restaurant, Inc. dba TheOld Spaghetti Factory",Fullerton,Orange County,109.0,Layoff Temporary,Orange County
5414,03/23/2020,03/20/2020,03/30/2020,Sungevity,Temecula,Riverside County,218.0,Layoff Temporary,Riverside County
5415,03/20/2020,03/21/2020,03/30/2020,Hyatt Regency Indian Wells Resort & Spa,Indian Wells,San Benito County,402.0,Closure Temporary,San Benito County
5416,03/23/2020,03/23/2020,03/30/2020,"Redlands LLC, dba The Old Spaghetti Factory",Redlands,San Bernardino County,84.0,Layoff Unknown at thistime,San Bernardino County
5417,03/23/2020,03/23/2020,03/30/2020,"The Winsford Company, LLC DBA ForbesIndustries",Ontario,San Bernardino County,146.0,Layoff Temporary,San Bernardino County
5418,03/26/2020,03/26/2020,03/30/2020,"Eye-Fi Holdings, LLC",Solana Beach,San Diego County,4.0,Layoff Unknown at thistime,San Diego County
5419,03/30/2020,03/24/2020,03/30/2020,"Soapy Joe's, Inc.",Santee,San Diego County,269.0,Layoff Temporary,San Diego County
5420,03/22/2020,03/19/2020,03/30/2020,"OSF International, Inc. dba The Old SpaghettiFactory",San Diego,San Diego County,93.0,Layoff Temporary,San Diego County
5421,03/20/2020,03/14/2020,03/30/2020,Embassy Suites by Hilton San Diego BayDowntown,San Diego,San Diego County,81.0,Layoff Temporary,San Diego County
5422,03/20/2020,03/16/2020,03/30/2020,"SD6M Group, LLC dba Barleymash",San Diego,San Diego County,141.0,Layoff Temporary,San Diego County
5423,03/23/2020,03/17/2020,03/30/2020,Boulevard Restaurant,San Francisco,San Francisco County,125.0,Layoff Temporary,San Francisco County
5424,03/20/2020,03/20/2020,03/30/2020,Quality Suites Downtown San Luis Obispo,San Luis Obispo,San Luis Obispo County,26.0,Layoff Temporary,San Luis Obispo County
5425,03/20/2020,03/28/2020,03/30/2020,"The Ritz-Carlton Bacara, Santa Barbara",Santa Barbara,Santa Barbara County,86.0,Layoff Temporary,Santa Barbara County
5426,06/23/2020,03/30/3030,03/30/2020,Belmond El Encanto,Santa Barbara,Santa Barbara County,307.0,Layoff Temporary,Santa Barbara County
5427,03/23/2020,03/23/2020,03/30/2020,Associated Services,San Jose,Santa Clara County,54.0,Layoff Temporary,Santa Clara County
5428,03/20/2020,03/18/2020,03/30/2020,"Piercey North, Inc. dba Piercey Toyota",Milpitas,Santa Clara County,68.0,Layoff Temporary,Santa Clara County
5429,03/20/2020,03/20/2020,03/30/2020,"HPT Motors, LLC dba Santa Cruz Toyota",Capitola,Santa Cruz County,22.0,Layoff Temporary,Santa Cruz County
5430,03/20/2020,03/20/2020,03/30/2020,Flamingo Resort & Spa,Santa Rosa,Sonoma County,50.0,Layoff Temporary,Sonoma County
5431,03/23/2020,03/20/2020,03/30/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC dba Napa Valley Grille",Los Angeles,Los Angeles County,95.0,Layoff Unknown at thistime,Los Angeles County
5432,03/23/2020,03/20/2020,03/30/2020,"Tavistock Restaurants Upscale GroupHoldings, LLC dba: Caf&eacute; del Rey",Marina Del Rey,Los Angeles County,70.0,Layoff Temporary,Los Angeles County
5433,03/30/2020,04/06/2020,03/30/2020,Honeywell,La Palma,Orange County,64.0,Closure Temporary,Orange County
5434,03/23/2020,03/09/2020,03/30/2020,Sheraton Operating Corporation dba The St.Regis San Francisco,San Francisco,San Francisco County,330.0,Layoff Temporary,San Francisco County
5435,03/25/2020,04/01/2020,03/30/2020,Conservation Society of California &ndash;Oakland Zoo,Oakland,Alameda County,121.0,Closure Temporary,Alameda County
5436,03/30/2020,03/31/2020,03/30/2020,Hotel Casa Del Mar,Santa Monica,Los Angeles County,250.0,Layoff Temporary,Los Angeles County
5437,03/20/2020,03/13/2020,03/30/2020,"MR. C MANAGER, LLC",Los Angeles,Los Angeles County,103.0,Layoff Temporary,Los Angeles County
5438,03/23/2020,03/19/2020,03/30/2020,MIDWAY RENT A CAR,Los Angeles,Los Angeles County,104.0,Layoff Unknown at thistime,Los Angeles County
5439,03/21/2020,03/21/2020,03/30/2020,"The Ritz-Carlton, Lake Tahoe",Truckee,Nevada County,235.0,Layoff Temporary,Nevada County
5440,03/23/2020,03/23/2020,03/30/2020,Premier Print Source. Inc,Huntington Beach,Orange County,11.0,Layoff Unknown at thistime,Orange County
5441,03/30/2020,03/27/2020,03/30/2020,"California Closets Retail, Inc",Huntington Beach,Orange County,23.0,Layoff Temporary,Orange County
5442,03/23/2020,03/23/2020,03/30/2020,"Rancho Mirage OSF, LLC dba The OldSpaghetti Factory",Rancho Mirage,Riverside County,50.0,Layoff Temporary,Riverside County
5443,03/23/2020,03/20/2020,03/30/2020,Remington Hotels,Palm Springs,Riverside County,172.0,Layoff Temporary,Riverside County
5444,03/30/2020,03/30/2020,03/30/2020,RiverLake Family Dental,Sacramento,Sacramento County,1.0,Layoff Unknown at thistime,Sacramento County
5445,03/30/2020,03/30/2020,03/30/2020,"LAZ Parking California, LLC",San Diego,San Diego County,943.0,Layoff Temporary,San Diego County
5446,03/20/2020,03/17/2020,03/30/2020,Old Town Family Hospitality Corporation,San Diego,San Diego County,98.0,Layoff Temporary,San Diego County
5447,03/20/2020,03/16/2020,03/30/2020,Stellar Bleu LLC,San Diego,San Diego County,161.0,Layoff Temporary,San Diego County
5448,03/23/2020,03/20/2020,03/30/2020,Sheraton Mission Valley San Diego,San Diego,San Diego County,64.0,Layoff Temporary,San Diego County
5449,03/20/2020,03/20/2020,03/30/2020,"Prime Time Athletic Club, Inc.",Burlingame,San Mateo County,103.0,Closure Temporary,San Mateo County
5450,03/30/2020,03/30/2020,03/30/2020,Capitol Toyota,San Jose,Santa Clara County,148.0,Layoff Temporary,Santa Clara County
5451,03/20/2020,03/23/2020,03/27/2020,"RGGD, Inc. dba Crystal Art Galley",Los Angeles,Los Angeles County,170.0,Layoff Permanent,Los Angeles County
5452,03/20/2020,03/14/2020,03/27/2020,Hawaiian Gardens Casino,Hawaiian Gardens,Los Angeles County,1900.0,Layoff Temporary,Los Angeles County
5453,03/19/2020,03/19/2020,03/27/2020,Forty Five Ten Napa,Yountville,Napa County,3.0,Closure Unknown at thistime,Napa County
5454,03/19/2020,03/16/2020,03/27/2020,DOUBLETREE SUITES BY HILTON ANAHEIMRESORT - CONVENTION CENTER,Anaheim,Orange County,125.0,Layoff Temporary,Orange County
5455,03/17/2020,03/18/2020,03/27/2020,Transportation Charter Services,Orange,Orange County,95.0,Layoff Permanent,Orange County
5456,03/20/2020,03/20/2020,03/27/2020,"Westminster Automotive Group, Inc. dbaHonda World",Westminster,Orange County,37.0,Layoff Temporary,Orange County
5457,03/19/2020,03/27/2020,03/27/2020,"The Original Mels Diners, Inc and the OriginalMels Development Co., LLC. DBA The OriginalMels",Sacramento,Sacramento County,35.0,Layoff Temporary,Sacramento County
5458,03/20/2020,03/20/2020,03/27/2020,"Punch Bowl San Diego, LLC",San Diego,San Diego County,100.0,Layoff Permanent,San Diego County
5459,03/20/2020,03/22/2020,03/27/2020,Manchester Grand Hyatt,San Diego,San Diego County,688.0,Layoff Temporary,San Diego County
5460,03/20/2020,03/18/2020,03/27/2020,The Little Chihuahua,San Francisco,San Francisco County,9.0,Layoff Permanent,San Francisco County
5461,03/20/2020,03/17/2020,03/27/2020,SPIN San Francisco LLC,San Francisco,San Francisco County,57.0,Closure Temporary,San Francisco County
5462,03/20/2020,03/20/2020,03/27/2020,Taj Campton Place,San Francisco,San Francisco County,50.0,Layoff Temporary,San Francisco County
5463,03/18/2020,03/13/2020,03/27/2020,"RHP, Inc. dba Got Light",San Francisco,San Francisco County,111.0,Layoff Temporary,San Francisco County
5464,03/20/2020,03/18/2020,03/27/2020,Pismo Beach Athletic Club,Pismo Beach,San Luis Obispo County,60.0,Layoff Temporary,San Luis Obispo County
5465,03/19/2020,03/17/2020,03/27/2020,Rosewood Sand Hill,Menlo Park,San Mateo County,401.0,Closure Temporary,San Mateo County
5466,03/20/2020,03/20/2020,03/27/2020,"HPS Motors, LLC dba Santa Cruz Subaru",Capitola,Santa Cruz County,8.0,Layoff Temporary,Santa Cruz County
5467,03/18/2020,03/18/2020,03/27/2020,1440 Multiversity,Scotts Valley,Santa Cruz County,149.0,Layoff Permanent,Santa Cruz County
5468,03/20/2020,03/19/2020,03/27/2020,Fairmont Sonoma Mission Inn & Spa,Sonoma,Sonoma County,300.0,Layoff Temporary,Sonoma County
5469,03/20/2020,03/24/2020,03/27/2020,PRO-PT Physical Therapy,Visalia,Tulare County,54.0,Layoff Temporary,Tulare County
5470,03/20/2020,03/16/2020,03/27/2020,"Claremont Hotel Properties, LLC",Berkeley,Alameda County,514.0,Layoff Temporary,Alameda County
5471,03/20/2020,03/19/2020,03/27/2020,Arl City Center Management LP-Luxe CityCenter Hotel,Los Angeles,Los Angeles County,63.0,Layoff Temporary,Los Angeles County
5472,03/20/2020,03/20/2020,03/27/2020,"Compass Group USA, Inc - - Eurest Diningoperations at Paramount Pictures",Los Angeles,Los Angeles County,58.0,Layoff Temporary,Los Angeles County
5473,03/17/2020,03/17/2020,03/27/2020,Crystal Casino,Compton,Los Angeles County,295.0,Layoff Temporary,Los Angeles County
5474,03/19/2020,03/19/2020,03/27/2020,Sheraton Gateway Los Angeles Hotel,Los Angeles,Los Angeles County,306.0,Layoff Temporary,Los Angeles County
5475,03/20/2020,03/19/2020,03/27/2020,Hyatt Regency Sacramento,Sacramento,Sacramento County,344.0,Layoff Temporary,Sacramento County
5476,03/19/2020,03/19/2020,03/27/2020,Levy Premium Foodservice Limited Partnership,Santa Clara,Santa Clara County,613.0,Closure Temporary,Santa Clara County
5477,03/20/2020,03/20/2020,03/27/2020,Hyatt Regency Sonoma Wine,Santa Rosa,Sonoma County,54.0,Layoff Unknown at thistime,Sonoma County
5478,03/19/2020,03/19/2020,03/27/2020,Catch Of LA Operating Company LLC,West Hollywood,Los Angeles County,284.0,Layoff Temporary,Los Angeles County
5479,03/19/2020,03/18/2020,03/27/2020,"Paradise-Long Beach, LLC",Long Beach,Los Angeles County,11.0,Layoff Temporary,Los Angeles County
5480,03/20/2020,03/18/2020,03/27/2020,Cavallo Point,Sausalito,Marin County,300.0,Layoff Temporary,Marin County
5481,03/18/2020,03/17/2020,03/27/2020,Hyatt House-Anaheim Resort-ConventionCenter,Anaheim,Orange County,103.0,Layoff Temporary,Orange County
5482,03/20/2020,03/20/2020,03/27/2020,Torre Nissan,La Quinta,Riverside County,20.0,Layoff Permanent,Riverside County
5483,03/23/2020,03/20/2020,03/27/2020,"Piercy Fontana, LLC DBA: Rock Honda",Fontana,San Bernardino County,87.0,Layoff Unknown at thistime,San Bernardino County
5484,03/18/2020,03/18/2020,03/27/2020,"AEIEB INC, BLAKER EWC INC, CJJ EASEINC, EWC EAST BAY INC, DBA EUROPEANWAX CENTER",Coronado,San Diego County,74.0,Layoff Temporary,San Diego County
5485,03/18/2020,03/21/2020,03/27/2020,Courtyard San Diego Liberty Station,San Diego,San Diego County,74.0,Layoff Temporary,San Diego County
5486,03/20/2020,03/20/2020,03/27/2020,Mountain Meadow Mushroom Farms Inc.,Escondido,San Diego County,74.0,Layoff Permanent,San Diego County
5487,03/20/2020,03/27/2020,03/27/2020,Coronado Island Mariott Resort & Spa,Coronado,San Diego County,256.0,Layoff Temporary,San Diego County
5488,03/20/2020,03/18/2020,03/27/2020,The Little Chihuahua,San Francisco,San Francisco County,11.0,Closure Permanent,San Francisco County
5489,03/18/2020,03/18/2020,03/27/2020,Residence Inn/Springhill San Jose Airport,San Jose,Santa Clara County,56.0,Layoff Temporary,Santa Clara County
5490,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen Walnut Creek restaurant,Walnut Creek,Contra Costa County,129.0,Closure Temporary,Contra Costa County
5491,03/26/2020,03/23/2020,03/26/2020,Pomona Valley Moning Co,Pomona,Los Angeles County,83.0,Closure Unknown at thistime,Los Angeles County
5492,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen Pasadena,Pasadena,Los Angeles County,110.0,Closure Temporary,Los Angeles County
5493,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen El Segundo,El Segundo,Los Angeles County,95.0,Closure Temporary,Los Angeles County
5494,03/19/2020,03/20/2020,03/26/2020,"Chateau Holdings, LTD",Los Angeles,Los Angeles County,242.0,Layoff Permanent,Los Angeles County
5495,03/26/2020,03/23/2020,03/26/2020,Orange County Mining Co,Santa Ana,Orange County,79.0,Layoff Temporary,Orange County
5496,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen Newport Beach restaurant,Newport Beach,Orange County,129.0,Closure Temporary,Orange County
5497,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen UTC,San Diego,San Diego County,89.0,Closure Temporary,San Diego County
5498,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen Fashion Valley,San Diego,San Diego County,134.0,Closure Temporary,San Diego County
5499,03/19/2020,03/19/2020,03/26/2020,Karl Strauss Brewing Company,San Diego,San Diego County,247.0,Layoff Permanent,San Diego County
5500,03/19/2020,03/19/2020,03/26/2020,"MG Restaurants, Inc.",San Francisco,San Francisco County,196.0,Closure Temporary,San Francisco County
5501,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen Palo Alto,Palo Alto,Santa Clara County,155.0,Closure Temporary,Santa Clara County
5502,03/22/2020,03/27/2020,03/26/2020,"The Original Mels Diners, Inc and the OriginalMels Development Co., LLC",Fairfield,Solano County,15.0,Layoff Temporary,Solano County
5503,03/25/2020,03/25/2020,03/26/2020,"Greyhound Lines, Inc",Los Angeles,Los Angeles County,100.0,Layoff Permanent,Los Angeles County
5504,03/17/2020,03/17/2020,03/26/2020,"The Sire Bar & Grill, LLC",Riverside,Riverside County,20.0,Closure Temporary,Riverside County
5505,03/26/2020,03/26/2020,03/26/2020,Regional Medical Center,San Jose,Santa Clara County,81.0,Layoff Unknown at thistime,Santa Clara County
5506,03/26/2020,03/16/2020,03/26/2020,Livermore 13 Cinema (#349-1033-1),Livermore,Alameda County,47.0,Layoff Unknown at thistime,Alameda County
5507,03/26/2020,03/23/2020,03/26/2020,Almansor Court Inc,Alhambra,Los Angeles County,96.0,Layoff Temporary,Los Angeles County
5508,03/25/2020,03/15/2020,03/26/2020,"Downtown Entertainment Group, Inc. dbaTakami Restaurant and Elevate Lounge",Los Angeles,Los Angeles County,81.0,Closure Unknown at thistime,Los Angeles County
5509,03/26/2020,03/25/2020,03/26/2020,Quiet Cannon Montebello Inc,Montebello,Los Angeles County,160.0,Layoff Temporary,Los Angeles County
5510,03/26/2020,03/20/2020,03/26/2020,Hotel Amarano Hollywood Burbank,Burbank,Los Angeles County,63.0,Layoff Temporary,Los Angeles County
5511,03/26/2020,03/21/2020,03/26/2020,EDITION Management LLC dba The WestHollywood EDITION,West Hollywood,Los Angeles County,348.0,Layoff Temporary,Los Angeles County
5512,03/25/2020,03/28/2020,03/26/2020,True Food Kitchen Santa Monica,Santa Monica,Los Angeles County,116.0,Closure Temporary,Los Angeles County
5513,03/26/2020,03/21/2020,03/26/2020,"Marriott International, Inc dba Santa ClaraMarriott",Laytonville,Mendocino County,336.0,Layoff Temporary,Mendocino County
5514,03/23/2020,03/28/2020,03/26/2020,"Sheraton Operating Corporation dba The USGrant, A Luxury Collection Hotel",San Diego,San Diego County,271.0,Layoff Temporary,San Diego County
5515,03/26/2020,03/20/2020,03/26/2020,"Brecht Enterprises, Inc",Escondido,San Diego County,46.0,Layoff Temporary,San Diego County
