,Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean
2890,04/13/2020,04/08/2020,05/11/2020,"XPO Logistics Supply Chain, Inc. dba XPO",Redlands,San Bernardino County,148.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
2891,04/29/2020,04/03/2020,05/11/2020,"La Jolla Beach & Tennis Club Partners, L.P.",La Jolla,San Diego County,420.0,Layoff Temporary,San Diego County,2020,layoff temporary
2892,03/31/2020,04/01/2020,05/11/2020,Bob Baker Auto Group Inc.,Carlsbad,San Diego County,141.0,Layoff Temporary,San Diego County,2020,layoff temporary
2893,03/31/2020,03/31/2020,05/11/2020,ASM Global,Stockton,San Joaquin County,469.0,Layoff Temporary,San Joaquin County,2020,layoff temporary
2894,03/25/2020,03/25/2020,05/11/2020,BRANDVIA,San Jose,Santa Clara County,58.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
2895,05/01/2020,03/12/2020,05/11/2020,Santa Cruz Seaside Company,Santa Cruz,Santa Cruz County,1097.0,Layoff Temporary,Santa Cruz County,2020,layoff temporary
2896,04/03/2020,04/05/2020,05/11/2020,"Ross Stores, Inc.",West Sacramento,Yolo County,51.0,Layoff Temporary,Yolo County,2020,layoff temporary
2897,04/13/2020,03/27/2020,05/11/2020,Bon Appetit - Prospect Catering & KingswellCafe,Los Angeles,Los Angeles County,9.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2898,04/23/2020,05/01/2020,05/11/2020,"Southern Glazer's Wine and Spirits, LLC",Cerritos,Los Angeles County,213.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2899,04/23/2020,05/01/2020,05/11/2020,"Sourthern Glazers Wine and Spirits, LLC",Riverside,Riverside County,20.0,Layoff Temporary,Riverside County,2020,layoff temporary
2900,04/23/2020,05/01/2020,05/11/2020,"Southern Glaziers Wine and Spirits, LLC",Rohnert Park,Sonoma County,11.0,Layoff Temporary,Sonoma County,2020,layoff temporary
2901,04/23/2020,05/01/2020,05/11/2020,"Southern Glazers Wine and Spirits, LLC",Oxnard,Ventura County,21.0,Layoff Temporary,Ventura County,2020,layoff temporary
2902,04/29/2020,05/03/2020,05/11/2020,"Parsec, Inc.",Los Angeles,Los Angeles County,40.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2903,05/01/2020,03/27/2020,05/11/2020,AccuQuest Hearing Aid Center-A HearingLifeComapny,Burbank,Los Angeles County,2.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2904,05/01/2020,03/27/2020,05/11/2020,AccuQuest Hearing Aide Center - A HearingLife Company,Arcadia,Los Angeles County,2.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2905,03/26/2020,03/18/2020,05/11/2020,Rosa Mexicano LA Live,Los Angeles,Los Angeles County,90.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
2906,04/24/2020,04/27/2020,05/11/2020,Howmet Aerospace,Fontana,San Bernardino County,10.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
2907,04/24/2020,04/10/2020,05/11/2020,Howmet Aerospace,Fontana,San Bernardino County,11.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
2908,05/01/2020,03/27/2020,05/11/2020,AccQuest Hearing Aid Center,Carlsbad,San Diego County,2.0,Layoff Temporary,San Diego County,2020,layoff temporary
2909,04/30/2020,04/30/2020,05/11/2020,"Neutron Holdings, Inc. DBA Lime",Redwood City,San Mateo County,4.0,Layoff Permanent,San Mateo County,2020,layoff permanent
2910,05/01/2020,03/27/2020,05/11/2020,AccuQuest Hearing Aid Center-A Hearing LifeCompany,Campbell,Santa Clara County,2.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
2911,04/20/2020,03/18/2020,05/11/2020,Finish Line Macy's,Santa Rosa,Sonoma County,8.0,Closure Temporary,Sonoma County,2020,closure temporary
2912,04/30/2020,06/30/2020,05/09/2020,Mechanics Bank,Hercules,Contra Costa County,110.0,Layoff Permanent,Contra Costa County,2020,layoff permanent
2913,04/30/2020,05/13/2020,05/09/2020,Adventist Health Delano,Delano,Kern County,13.0,Layoff Temporary,Kern County,2020,layoff temporary
2914,04/28/2020,05/01/2020,05/09/2020,Live Nation Merchandise Division,Beverly Hills,Los Angeles County,16.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2915,04/28/2020,03/19/2020,05/09/2020,"Carey Limousine L.A., Inc.",Culver City,Los Angeles County,87.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2916,04/30/2020,03/17/2020,05/09/2020,"Legends Attractions, LLC at OUE Skyspace,Suite 1500",Los Angeles,Los Angeles County,104.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2917,04/30/2020,03/26/2020,05/09/2020,Wheels Financial Group LLC,Van Nuys,Los Angeles County,56.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2918,03/31/2020,03/31/2020,05/09/2020,"Picture Head Holdings, LLC",Los Angeles,Los Angeles County,56.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2919,03/31/2020,03/31/2020,05/09/2020,NOARUS TGG DBA Toyota Place,Garden Grove,Orange County,22.0,Layoff Permanent,Orange County,2020,layoff permanent
2920,03/31/2020,03/31/2020,05/09/2020,"NOARUS TGG, DBA Toyota Place",Garden Grove,Orange County,63.0,Layoff Temporary,Orange County,2020,layoff temporary
2921,04/30/2020,05/11/2020,05/09/2020,"Adams Rite Aerospace, Inc.",Fullerton,Orange County,180.0,Layoff Temporary,Orange County,2020,layoff temporary
2922,04/30/2020,04/23/2020,05/09/2020,Regency Theatres,Moreno Valley,Riverside County,33.0,Layoff Temporary,Riverside County,2020,layoff temporary
2923,04/30/2020,05/04/2020,05/09/2020,"McCrometer, Inc",Hemet,Riverside County,160.0,Layoff Temporary,Riverside County,2020,layoff temporary
2924,05/01/2020,04/20/2020,05/09/2020,TriWest Healthcare Alliance,Rancho Cordova,Sacramento County,202.0,Layoff Temporary,Sacramento County,2020,layoff temporary
2925,04/29/2020,05/13/2020,05/09/2020,Sunroad Bcv Auto Inc (dba BMW of El Cajon),El Cajon,San Diego County,2.0,Layoff Permanent,San Diego County,2020,layoff permanent
2926,04/29/2020,05/13/2020,05/09/2020,"Sunroad KM Chevrolet, LLC  dba Kearny MesaChevrolet",San Diego,San Diego County,6.0,Layoff Permanent,San Diego County,2020,layoff permanent
2927,03/31/2020,03/31/2020,05/09/2020,Callaway Golf Company and Sales Company,Carlsbad,San Diego County,56.0,Layoff Temporary,San Diego County,2020,layoff temporary
2928,03/31/2020,03/31/2020,05/09/2020,ASM Global,Stockton,San Joaquin County,469.0,Layoff Temporary,San Joaquin County,2020,layoff temporary
2929,04/27/2020,03/16/2020,05/09/2020,Regal Cinemas,Fairfield,Solano County,52.0,Layoff Temporary,Solano County,2020,layoff temporary
2930,04/28/2020,04/03/2020,05/09/2020,"Radford Studio Center, Inc.",Studio City,Los Angeles County,46.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2931,05/01/2020,03/30/2020,05/09/2020,Stonebrae Partners LLC,Hayward,Alameda County,43.0,Layoff Temporary,Alameda County,2020,layoff temporary
2932,05/01/2020,03/27/2020,05/09/2020,ViacomCBS Inc.,Studio City,Los Angeles County,7.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2933,04/20/2020,03/22/2020,05/09/2020,Tacocita Restaurant,Pasadena,Los Angeles County,14.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2934,04/13/2020,03/17/2020,05/09/2020,"Gus's BBQ 2, Inc.",Claremont,Los Angeles County,63.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2935,04/13/2020,04/02/2020,05/09/2020,"Gus's BBQ, Inc.",South Pasadena,Los Angeles County,68.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2936,03/20/2020,03/20/2020,05/09/2020,"Maxfield Enterprises, Inc.",West Hollywood,Los Angeles County,29.0,Layoff Unknown at thistime,Los Angeles County,2020,layoff type unknown
2937,03/20/2020,03/20/2020,05/09/2020,"Maxfield Enterprises, Inc. DBA Chrome Hearts",Los Angeles,Los Angeles County,8.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2938,04/03/2020,03/31/2020,05/09/2020,Osher Marin Jewish Community Center,San Rafael,Marin County,226.0,Layoff Temporary,Marin County,2020,layoff temporary
2939,04/30/2020,04/30/2020,05/09/2020,Mee Memorial Hospital,King City,Monterey County,55.0,Layoff Temporary,Monterey County,2020,layoff temporary
2940,03/20/2020,03/31/2020,05/09/2020,YMCA Child Care,Aliso Viejo,Orange County,837.0,Closure Temporary,Orange County,2020,closure temporary
2941,04/27/2020,04/20/2020,05/09/2020,Paradies Lagardere - Travel Retail- Taste Inc.,Sacramento,Sacramento County,14.0,Layoff Temporary,Sacramento County,2020,layoff temporary
2942,04/30/2020,07/03/2020,05/09/2020,Woodmack Products Inc,Rancho Cordova,Sacramento County,48.0,Layoff Permanent,Sacramento County,2020,layoff permanent
2943,04/27/2020,04/10/2020,05/09/2020,Howmet Aerospace,Rancho Cucamonga,San Bernardino County,11.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
2944,04/27/2020,04/27/2020,05/09/2020,Howmet Aerospace,Rancho Cucamonga,San Bernardino County,124.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
2945,03/31/2020,03/31/2020,05/09/2020,First Transit,San Diego,San Diego County,127.0,Layoff Temporary,San Diego County,2020,layoff temporary
2946,05/01/2020,03/12/2020,05/09/2020,GSW Arena LLC-Chase Center,San Francisco,San Francisco County,1720.0,Layoff Temporary,San Francisco County,2020,layoff temporary
2947,05/01/2020,05/01/2020,05/09/2020,Spatz Labs,Oxnard,Ventura County,2.0,Layoff Temporary,Ventura County,2020,layoff temporary
2948,04/29/2020,04/29/2020,05/08/2020,"Fresno Plumbing & Heating, Inc.",Fresno,Fresno County,70.0,Layoff Temporary,Fresno County,2020,layoff temporary
2949,04/22/2020,05/05/2020,05/08/2020,Adventist Health Reedley,Reedley,Fresno County,45.0,Layoff Temporary,Fresno County,2020,layoff temporary
2950,04/22/2020,05/05/2020,05/08/2020,Adventist Health Hanford,Hanford,Kings County,21.0,Layoff Temporary,Kings County,2020,layoff temporary
2951,03/26/2020,04/01/2020,05/08/2020,Fitness International,Long Beach,Los Angeles County,157.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2952,04/22/2020,04/13/2020,05/08/2020,Hard Rock Cafe Los Angeles,Los Angeles,Los Angeles County,188.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2953,04/24/2020,04/24/2020,05/08/2020,"Rainbow Angling Lake Village CommunityAssociation, Inc.",Azusa,Los Angeles County,5.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2954,04/29/2020,03/16/2020,05/08/2020,Toluca Lake Tennis and Fitness Club,Los Angeles,Los Angeles County,76.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2955,04/29/2020,04/29/2020,05/08/2020,"Fresno Plumbing & Heating, Inc. dba CoastalPlumbing",Salinas,Monterey County,22.0,Layoff Temporary,Monterey County,2020,layoff temporary
2956,04/29/2020,06/28/2020,05/08/2020,DRiV Inc.,Moreno Valley,Riverside County,44.0,Closure Permanent,Riverside County,2020,closure permanent
2957,04/29/2020,05/04/2020,05/08/2020,"C.R. England, Inc.",Colton,San Bernardino County,97.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
2958,04/22/2020,04/13/2020,05/08/2020,Hard Rock Cafe San Diego,San Diego,San Diego County,6.0,Layoff Temporary,San Diego County,2020,layoff temporary
2959,04/10/2020,03/18/2020,05/08/2020,"Hornblower Yachts, LLC - San Diego",San Diego,San Diego County,143.0,Layoff Temporary,San Diego County,2020,layoff temporary
2960,04/09/2020,03/17/2020,05/08/2020,Oxford Hotels & Resort LLC - San FranciscoCA,San Francisco,San Francisco County,87.0,Layoff Temporary,San Francisco County,2020,layoff temporary
2961,04/10/2020,03/12/2020,05/08/2020,"Hornblower Yachts, LLC - San Fransisco",San Francisco,San Francisco County,15.0,Layoff Temporary,San Francisco County,2020,layoff temporary
2962,04/22/2020,04/13/2020,05/08/2020,Hard Rock Cafe San Francisco,San Francisco,San Francisco County,133.0,Layoff Temporary,San Francisco County,2020,layoff temporary
2963,04/30/2020,06/29/2020,05/08/2020,Corning Research and DevelopmentCorporation,Santa Barbara,Santa Barbara County,51.0,Layoff Permanent,Santa Barbara County,2020,layoff permanent
2964,04/22/2020,03/31/2020,05/08/2020,"Harrel Hospitality Group, California, Inc dbaSanta Ynez Valley Marriott",Buellton,Santa Barbara County,75.0,Layoff Permanent,Santa Barbara County,2020,layoff permanent
2965,04/14/2020,04/14/2020,05/08/2020,View Inc,Milpitas,Santa Clara County,72.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
2966,04/14/2020,04/14/2020,05/08/2020,"View, Inc.",Milpitas,Santa Clara County,72.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
2967,04/30/2020,04/30/2020,05/08/2020,Marcus & Millichap,Palo Alto,Santa Clara County,7.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
2968,04/14/2020,06/08/2020,05/08/2020,Adventist Health + Rideout,Yuba City,Sutter County,1.0,Layoff Permanent,Sutter County,2020,layoff permanent
2969,04/22/2020,05/05/2020,05/08/2020,Adventist Health Tulare,Tulare,Tulare County,2.0,Layoff Temporary,Tulare County,2020,layoff temporary
2970,03/26/2020,04/01/2020,05/08/2020,Fitness International LLC,Newbury Park,Ventura County,116.0,Layoff Temporary,Ventura County,2020,layoff temporary
2971,04/22/2020,05/06/2020,05/08/2020,Young's Market Company,Tustin,Orange County,37.0,Layoff Temporary,Orange County,2020,layoff temporary
2972,04/30/2020,06/30/2020,05/08/2020,"Child, Family & Community Services Inc.",Newark,Alameda County,135.0,Closure Permanent,Alameda County,2020,closure permanent
2973,04/17/2020,04/10/2020,05/08/2020,Redfin Corporation,San Francisco,San Francisco County,107.0,Layoff Temporary,San Francisco County,2020,layoff temporary
2974,03/23/2020,03/25/2020,05/05/2020,El Monte RV,Santa Fe Springs,Los Angeles County,34.0,Closure Permanent,Los Angeles County,2020,closure permanent
2975,04/23/2020,04/26/2020,05/05/2020,Weber Metals Inc. an OTTO FUCHS Company,Paramount,Los Angeles County,181.0,Layoff Unknown at thistime,Los Angeles County,2020,layoff type unknown
2976,04/23/2020,04/22/2020,05/05/2020,JetStream Ground Services Inc.,Los Angeles,Los Angeles County,176.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
2977,04/28/2020,05/04/2020,05/05/2020,Precision Dynamics Corporation,Valencia,Los Angeles County,112.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2978,04/28/2020,04/30/2020,05/05/2020,"Sodexo Inc., dba United Clubs Los AngelesInternational Airport",Los Angeles,Los Angeles County,67.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
2979,04/28/2020,03/20/2020,05/05/2020,"P.T. Automotive, LLC dba Penske Toyota ofDowney",Downey,Los Angeles County,113.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2980,04/28/2020,03/25/2020,05/05/2020,"UAG Cerritos I, LLC dba Penske Chevrolet ofCerritos",Cerritos,Los Angeles County,51.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2981,04/28/2020,03/27/2020,05/05/2020,Paramount Pictures Corporation,Los Angeles,Los Angeles County,320.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2982,04/22/2020,03/27/2020,05/05/2020,Raincross Hospitality Corporation,Riverside,Riverside County,85.0,Closure Temporary,Riverside County,2020,closure temporary
2983,04/27/2020,04/13/2020,05/05/2020,CEP America-California,Sacramento,Sacramento County,62.0,Layoff Temporary,Sacramento County,2020,layoff temporary
2984,04/23/2020,06/22/2020,05/05/2020,"LERETA, LLC",Rancho Cucamonga,San Bernardino County,62.0,Layoff Permanent,San Bernardino County,2020,layoff permanent
2985,04/28/2020,03/20/2020,05/05/2020,"Ontario Automotive, LLC d/b/a Penske HondaOntario",Ontario,San Bernardino County,93.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
2986,04/28/2020,03/20/2020,05/05/2020,"PHCV, LLC dba Penske Honda Chula Vista",Chula Vista,San Diego County,69.0,Layoff Temporary,San Diego County,2020,layoff temporary
2987,04/28/2020,03/26/2020,05/05/2020,"P.F. Automotive, LLC dba Penske Ford",La Mesa,San Diego County,179.0,Layoff Temporary,San Diego County,2020,layoff temporary
2988,04/23/2020,04/23/2020,05/05/2020,"Altman Specialty Plants, LLC - FallbrookFacility",Fallbrook,San Diego County,46.0,Layoff Permanent,San Diego County,2020,layoff permanent
2989,04/28/2020,03/19/2020,05/05/2020,"Carey Dispatch Services, Inc.",South San Francisco,San Mateo County,14.0,Layoff Temporary,San Mateo County,2020,layoff temporary
2990,04/28/2020,03/19/2020,05/05/2020,"Carey Limousine S.F., Inc",South San Francisco,San Mateo County,81.0,Layoff Temporary,San Mateo County,2020,layoff temporary
2991,04/06/2020,03/20/2020,05/05/2020,MacArthur Park Corporation dba MacArthurPark Restaurant,Palo Alto,Santa Clara County,40.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
2992,04/02/2020,04/02/2020,05/05/2020,La Mesa RV,West Sacramento,Yolo County,29.0,Layoff Temporary,Yolo County,2020,layoff temporary
2993,04/28/2020,04/30/2020,05/05/2020,"Sodexo, Inc. dba United/Polaris Club SanFrancisco International Airport",San Francisco,San Francisco County,298.0,Layoff Permanent,San Francisco County,2020,layoff permanent
2994,04/29/2020,04/30/2020,05/05/2020,Global Spectrum dba Santa Clara ConventionCenter,Santa Clara,Santa Clara County,12.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
2995,04/16/2020,04/16/2020,05/05/2020,Diablo Country Club,Diablo,Contra Costa County,92.0,Layoff Temporary,Contra Costa County,2020,layoff temporary
2996,04/20/2020,04/12/2020,05/05/2020,J D Sports,Glendale,Los Angeles County,20.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
2997,04/20/2020,04/12/2020,05/05/2020,Finish Line Inc,Oxnard,Ventura County,11.0,Layoff Temporary,Ventura County,2020,layoff temporary
2998,04/17/2020,03/25/2020,05/04/2020,Acura of Fremont,Fremont,Alameda County,37.0,Layoff Permanent,Alameda County,2020,layoff permanent
2999,04/28/2020,06/29/2020,05/04/2020,Public Health Institute (CANCELLED)**,Oakland,Alameda County,84.0,Layoff Temporary,Alameda County,2020,layoff temporary
3000,04/23/2020,03/20/2020,05/04/2020,AMC Century City 15,Los Angeles,Los Angeles County,46.0,Closure Temporary,Los Angeles County,2020,closure temporary
3001,04/23/2020,03/20/2020,05/04/2020,AMC Citywalk Stadium 19,Universal City,Los Angeles County,67.0,Closure Temporary,Los Angeles County,2020,closure temporary
3002,04/23/2020,05/05/2020,05/04/2020,Adventist Health Glendale,Glendale,Los Angeles County,22.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3003,03/31/2020,03/31/2020,05/04/2020,Airport Marina Honda,Los Angeles,Los Angeles County,47.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3004,03/31/2020,03/31/2020,05/04/2020,"Westside Investments, Inc. DBA Marina del reyToyota",Marina Del Rey,Los Angeles County,45.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3005,04/22/2020,04/20/2020,05/04/2020,Redwood Trust Inc,Mill Valley,Marin County,64.0,Layoff Permanent,Marin County,2020,layoff permanent
3006,04/23/2020,03/20/2020,05/04/2020,AMC Fullerton 20,Fullerton,Orange County,124.0,Closure Temporary,Orange County,2020,closure temporary
3007,04/22/2020,04/30/2020,05/04/2020,"Safran Cabin Galleys US, Inc",Huntington Beach,Orange County,130.0,Layoff Permanent,Orange County,2020,layoff permanent
3008,04/22/2020,03/16/2020,05/04/2020,"Autism Spectrum Interventions, Inc",Fullerton,Orange County,226.0,Layoff Temporary,Orange County,2020,layoff temporary
3009,04/27/2020,04/13/2020,05/04/2020,Learning Solutions Inc.,Sacramento,Sacramento County,81.0,Layoff Permanent,Sacramento County,2020,layoff permanent
3010,04/27/2020,04/24/2020,05/04/2020,"Ajinomoto Foods North America, Inc.",San Diego,San Diego County,342.0,Closure Temporary,San Diego County,2020,closure temporary
3011,04/23/2020,03/20/2020,05/04/2020,AMC Palm Promenade 24,San Diego,San Diego County,55.0,Closure Temporary,San Diego County,2020,closure temporary
3012,04/08/2020,03/20/2020,05/04/2020,California Retina Associates,Chula Vista,San Diego County,36.0,Layoff Temporary,San Diego County,2020,layoff temporary
3013,04/28/2020,05/05/2020,05/04/2020,TripAdvisor LLC,San Francisco,San Francisco County,40.0,Layoff Permanent,San Francisco County,2020,layoff permanent
3014,04/28/2020,05/01/2020,05/04/2020,"OpenTable, Inc.",San Francisco,San Francisco County,30.0,Layoff Permanent,San Francisco County,2020,layoff permanent
3015,03/26/2020,03/16/2020,05/04/2020,Rosa Mexicano,San Francisco,San Francisco County,76.0,Closure Temporary,San Francisco County,2020,closure temporary
3016,04/28/2020,05/30/2020,05/04/2020,Snow Factory Sacramento,Stockton,San Joaquin County,4.0,Closure Permanent,San Joaquin County,2020,closure permanent
3017,03/26/2020,04/01/2020,05/04/2020,"Fitness International, LLC",San Jose,Santa Clara County,170.0,Layoff Temporary,Santa Clara County,2020,layoff temporary
3018,04/15/2020,06/05/2020,05/04/2020,NortonLifeLock Inc.,Mountain View,Santa Clara County,15.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
3019,04/23/2020,03/20/2020,05/04/2020,AMC Mercado 20,Santa Clara,Santa Clara County,32.0,Closure Temporary,Santa Clara County,2020,closure temporary
3020,04/28/2020,04/28/2020,05/04/2020,"FireEye, Inc.",Milpitas,Santa Clara County,44.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
3021,04/27/2020,04/27/2020,05/04/2020,Automation Anywhere,San Jose,Santa Clara County,72.0,Layoff Permanent,Santa Clara County,2020,layoff permanent
3022,04/02/2020,03/17/2020,05/04/2020,Goodwill Central Coast,Capitola,Santa Cruz County,145.0,Layoff Temporary,Santa Cruz County,2020,layoff temporary
3023,04/28/2020,04/25/2020,05/04/2020,Marmalade Caf&eacute; LLC,Westlake Village,Ventura County,45.0,Layoff Temporary,Ventura County,2020,layoff temporary
3024,04/22/2020,04/28/2020,05/04/2020,Driven Performance Brands Inc,West Sacramento,Yolo County,103.0,Layoff Permanent,Yolo County,2020,layoff permanent
3025,04/28/2020,04/28/2020,05/04/2020,ASM Global dba Los Angeles ConventionCenter,Los Angeles,Los Angeles County,90.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3026,04/22/2020,03/17/2020,05/04/2020,Performance Team LLC,Santa Fe Springs,Los Angeles County,429.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3027,04/24/2020,04/27/2020,05/04/2020,Howmet Aerospace,Fontana,San Bernardino County,178.0,Layoff Temporary,San Bernardino County,2020,layoff temporary
3028,04/24/2020,04/14/2020,05/04/2020,"The Hertz Corporation, dba Hertz",San Jose,Santa Clara County,76.0,Layoff Unknown at thistime,Santa Clara County,2020,layoff type unknown
3029,04/30/2020,04/30/2020,05/04/2020,"PLI Holdings, Inc., dba PLI Card MarketingSolutions (&ldquo;PLI&rdquo;)",La Puente,Los Angeles County,170.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3030,04/20/2020,03/23/2020,05/04/2020,"Lighting Technologies International, LLC",Baldwin Park,Los Angeles County,162.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3031,04/20/2020,04/12/2020,05/04/2020,Finish Line Inc.,Montebello,Los Angeles County,63.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3032,03/17/2020,03/20/2020,05/04/2020,"BEST-VIP Chauffeured Worldwide, Corp.",Santa Ana,Orange County,206.0,Layoff Temporary,Orange County,2020,layoff temporary
3033,04/20/2020,04/12/2020,05/04/2020,Finish Line,Fairfield,Solano County,7.0,Layoff Temporary,Solano County,2020,layoff temporary
3034,04/21/2020,03/27/2020,05/02/2020,Hotel Managers Group (dba DoubleTree Hotel),Newark,Alameda County,127.0,Layoff Temporary,Alameda County,2020,layoff temporary
3035,04/24/2020,04/18/2020,05/02/2020,Fry's Electronics,Hanford,Kings County,15.0,Layoff Temporary,Kings County,2020,layoff temporary
3036,03/23/2020,03/20/2020,05/02/2020,Soto & Sanchez Investments Inc.,Gardena,Los Angeles County,6.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3037,04/17/2020,03/25/2020,05/02/2020,Scott Robinson Pontiac Inc,Torrance,Los Angeles County,89.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3038,04/20/2020,04/20/2020,05/02/2020,Carlton Forge Works,Paramount,Los Angeles County,85.0,Layoff Permanent,Los Angeles County,2020,layoff permanent
3039,04/24/2020,04/24/2020,05/02/2020,"Waddington North America, Inc.",City of Industry,Los Angeles County,59.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3040,04/27/2020,04/26/2020,05/02/2020,Foot locker - Beverly Center,Los Angeles,Los Angeles County,29.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3041,04/27/2020,04/26/2020,05/02/2020,Foot Locker - Highland Center,Los Angeles,Los Angeles County,79.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3042,04/27/2020,05/01/2020,05/02/2020,"Insomniac Holdings, LLC",Beverly Hills,Los Angeles County,91.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3043,04/15/2020,04/09/2020,05/02/2020,"Bedding Acquisition, LLC",Pico Rivera,Los Angeles County,113.0,Layoff Unknown at thistime,Los Angeles County,2020,layoff type unknown
3044,04/15/2020,04/09/2020,05/02/2020,Pacific Coast Feather Cushion LLC,Pico Rivera,Los Angeles County,20.0,Layoff Unknown at thistime,Los Angeles County,2020,layoff type unknown
3045,03/31/2020,03/31/2020,05/02/2020,"NGP Motors, Inc. dba Sunrise Ford of NorthHollywood",North Hollywood,Los Angeles County,86.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3046,03/31/2020,03/31/2020,05/02/2020,Airport Marina Ford,Los Angeles,Los Angeles County,38.0,Layoff Temporary,Los Angeles County,2020,layoff temporary
3047,04/07/2020,04/10/2020,05/02/2020,"Brasstech, Inc.",Santa Ana,Orange County,122.0,Layoff Temporary,Orange County,2020,layoff temporary
3048,04/07/2020,04/10/2020,05/02/2020,"Brasstech, Inc.",Santa Ana,Orange County,173.0,Layoff Temporary,Orange County,2020,layoff temporary
3049,04/27/2020,06/30/2020,05/02/2020,Meggitt (Orange County) Inc.,Irvine,Orange County,16.0,Layoff Permanent,Orange County,2020,layoff permanent
3050,04/28/2020,04/28/2020,05/02/2020,Hycore Biomedical Inc. LLC,Garden Grove,Orange County,68.0,Layoff Unknown at thistime,Orange County,2020,layoff type unknown
3051,04/24/2020,04/27/2020,05/02/2020,"Data Aire, Inc.",Orange,Orange County,59.0,Layoff Temporary,Orange County,2020,layoff temporary
3052,03/30/2020,03/31/2020,05/02/2020,La-Z-Boy Furniture Galleries,Roseville,Placer County,2.0,Layoff Temporary,Placer County,2020,layoff temporary
3053,03/30/2020,03/30/2020,05/02/2020,Ono Hawaiian BBQ,Riverside,Riverside County,13.0,Closure Temporary,Riverside County,2020,closure temporary
3054,04/21/2020,05/25/2020,05/02/2020,Collins Aerospace Interior Product,Corona,Riverside County,49.0,Layoff Temporary,Riverside County,2020,layoff temporary
3055,04/24/2020,04/23/2020,05/02/2020,American Woodmark Corporation,Riverside,Riverside County,49.0,Layoff Permanent,Riverside County,2020,layoff permanent
3056,04/27/2020,04/26/2020,05/02/2020,Champs,Sacramento,Sacramento County,47.0,Layoff Temporary,Sacramento County,2020,layoff temporary
3057,03/31/2020,03/31/2020,05/02/2020,Jaspers Corner Tap,San Francisco,San Francisco County,41.0,Layoff Temporary,San Francisco County,2020,layoff temporary
