,rowid,﻿X,Y,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT,CAPFUND_AMNT_PREV_YR,VCHR_AMNT,VCHR_AMNT_PREV_YR,ROSS_AMNT,FSS_AMNT,SPENDING_PER_MONTH,SPENDING_PER_MONTH_PREV_YR,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,DPVACT,DPVNOST,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PZRC,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,UGLG_KEY,LAST_UPDT_DTTM,ANNL_EXPNS_AMNT,ANNL_EXPNS_AMNT_PREV_YR,Unnamed: 109,GEO_ID,NAME,Estimate Total,Margin of Error,50 Percent or More,Margin of Error for 50 percent or more,Rent Burden Percent,COUNTY FIPS
42,2246,-115.51963400000001,32.980703000000005,2246,CA143,Imperial Valley Housing Authority,7603517000,7603449712.0,aroark@ivha.org,7603517000.0,,kmann@ivha.org,Standard Performer,MEDIUM HIGH (300-999),1726,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,511,511,511,509,1641,2150,96.11,2,2237,2179,100.0,1743328,1743328,1355537,1355537,7527071,7449552,0,0,456,465,2077,18.4,7.26,99.27,12096,6,Imperial,25.0,10400.0,1.0,1013.0,,,Imperial,25.0,90260.0,Brawley,8058.0,Brawley city,C1,,9999.0,,20940.0,"El Centro, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0651,414.0,Y,,1402 D St,,Brawley,CA,92227.0,2117.0,,92227.0,2.0,5.0,92227211702.0,S,,,,0.0,,,,,100% Overall probable correctness,32.980703000000005,-115.51963400000001,S,,R,U,** Street-Level Rooftop **,06025,608058.0,6025010400.0,60250104001.0,608058.0,2020/08/24 16,57,41+00,11908058,0500000US06025,"Imperial County, California",18340,924,4904,547,26.73936750272628,06025
43,2253,-122.610299,38.910495000000004,2253,CA144,Lake County Housing Commission,7079953744,7079942642.0,lakesection8@dss.co.lake.ca.us,7079954200.0,7079954253.0,lakesection8@dss.co.lake.ca.us,,,239,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,204,204,85.35,0,239,255,100.0,0,0,0,0,1522781,1530648,0,0,807,799,132,18.9,29.72,98.82,11412,6,Lake,33.0,1200.0,3.0,3020.0,,,Lake,33.0,91775.0,Lower Lake CCD,44350.0,Lower Lake CDP,U1,,9999.0,,17340.0,"Clearlake, CA Micropolitan Statistical Area",99999.0,,0.0,1.0,0605,2134.0,S,,16170 Main St,,Lower Lake,CA,95457.0,7603.0,,95457.0,70.0,7.0,95457760370.0,S,,,,2.0,,,A,,80% Overall probable correctness,38.910495000000004,-122.610299,S,,R,U,** Street-Level Rooftop **,06033,644350.0,6033001200.0,60330012003.0,6033.0,2020/08/24 16,57,41+00,1974566,0500000US06033,"Lake County, California",8809,596,2311,299,26.234532864116243,06033
44,2272,-123.210477,39.164069,2272,CA084,MENDOCINO COUNTY,7074635462,7074634188.0,crabtret@cdchousing.org,7074635462.0,7074634188.0,CrabtreT@cdchousing.org,Standard Performer,VERY SMALL (0-49),1224,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",9/30,Combined,0,0,0,0,915,915,74.75,0,1224,906,99.02,31159,31159,0,0,7269427,6836750,0,0,718,695,491,22.15,21.61,98.57,11594,6,Mendocino,45.0,11500.0,2.0,2015.0,,,Mendocino,45.0,93490.0,Ukiah,81134.0,Ukiah city,C1,,9999.0,,46380.0,"Ukiah, CA Micropolitan Statistical Area",99999.0,,0.0,1.0,0602,3840.0,Y,,1076 N State St,,Ukiah,CA,95482.0,3414.0,,95482.0,76.0,7.0,95482341476.0,S,,,,0.0,,,,,100% Overall probable correctness,39.164069,-123.210477,S,,R,U,** Street-Level Rooftop **,06045,681134.0,6045011500.0,60450115002.0,681134.0,2020/08/24 16,57,41+00,7447822,0500000US06045,"Mendocino County, California",13917,617,4000,411,28.741826543076815,06045
45,2273,-124.178172,40.779849,2273,CA086,COUNTY OF HUMBOLDT HSG AUTH,7074434583,7074434762.0,cherylc@eureka-humboldt-hsg.org,7074434583.0,7074434762.0,cherylr@eureka-humboldt-hsg.org,,,1317,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Section 8,0,0,0,0,856,856,65.0,0,1317,889,100.0,0,0,0,0,4827482,5636969,0,0,619,590,385,27.06,22.68,98.09,11566,6,Humboldt,23.0,300.0,3.0,3002.0,,,Humboldt,23.0,90930.0,Eureka,23042.0,Eureka city (part),C1,,9999.0,,21700.0,"Eureka-Arcata, CA Micropolitan Statistical Area",99999.0,,0.0,1.0,0602,1248.0,Y,,735 W Everding St,,Eureka,CA,95503.0,5007.0,,95503.0,35.0,8.0,95503500735.0,S,,,,0.0,,,,,100% Overall probable correctness,40.779849,-124.178172,S,,R,U,** Street-Level Rooftop **,06023,623042.0,6023000300.0,60230003003.0,623042.0,2020/08/24 16,57,41+00,6162343,0500000US06023,"Humboldt County, California",23414,897,7140,632,30.494575894763816,06023
46,2274,-124.178172,40.779849,2274,CA025,City of Eureka Housing Authority,7074434583,7074434762.0,cherylc@eureka-humboldt-hsg.org,7074434583.0,7074434762.0,cherylr@eureka-humboldt-hsg.org,Standard Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),12/31,Low-Rent,198,196,198,191,0,191,97.45,5,196,190,99.47,305042,305042,568918,568918,0,0,0,0,381,385,239,8.41,14.68,93.16,16222,6,Humboldt,23.0,300.0,3.0,3002.0,,,Humboldt,23.0,90930.0,Eureka,23042.0,Eureka city (part),C1,,9999.0,,21700.0,"Eureka-Arcata, CA Micropolitan Statistical Area",99999.0,,0.0,1.0,0602,1248.0,Y,,735 W Everding St,,Eureka,CA,95503.0,5007.0,,95503.0,35.0,8.0,95503500735.0,S,,,,0.0,,,,,100% Overall probable correctness,40.779849,-124.178172,S,,R,U,** Street-Level Rooftop **,06023,623042.0,6023000300.0,60230003003.0,623042.0,2020/08/24 16,57,41+00,873943,0500000US06023,"Humboldt County, California",23414,897,7140,632,30.494575894763816,06023
47,2275,-124.197244,41.7518,2275,CA061,CRESCENT CITY HSG AUTH,7074649216,7074642692.0,,7074649216.0,7074652692.0,mmiller@crescentcity.org,,,619,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,566,566,91.43,0,619,569,100.0,0,0,0,0,3275232,3087109,0,0,542,502,535,11.88,17.36,97.89,11864,6,Del Norte,15.0,101.0,1.0,1077.0,,,Del Norte,15.0,90620.0,Crescent City,17022.0,Crescent City city,C1,,9999.0,,18860.0,"Crescent City, CA Micropolitan Statistical Area",99999.0,,0.0,1.0,0602,870.0,Y,,235 H St,,Crescent City,CA,95531.0,4322.0,,95531.0,35.0,8.0,95531432235.0,S,,,,0.0,,,,,100% Overall probable correctness,41.7518,-124.197244,S,,R,U,** Street-Level Rooftop **,06015,617022.0,6015000101.0,60150001011.0,617022.0,2020/08/24 16,57,41+00,3538887,0500000US06015,"Del Norte County, California",3684,414,912,195,24.7557003257329,06015
48,2309,-122.25958100000001,38.101321,2309,CA055,HOUSING AUTHORITY OF THE CITY OF VALLEJO,7076484507,7076485249.0,latanya.terrones@cityofvallejo.net,7076484408.0,,judy.shepard-hall@cityofvallejo.net,,,2348,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,1748,1748,74.45,0,2348,1637,93.65,0,0,0,0,23254523,22759788,0,0,944,937,1387,13.43,16.24,98.11,14064,6,Solano,95.0,250900.0,2.0,2004.0,,,Solano,95.0,93530.0,Vallejo,81666.0,Vallejo city (part),C1,,8720.0,"Vallejo-Fairfield-Napa, CA PMSA",46700.0,"Vallejo, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0605,3876.0,Y,,200 Georgia St,,Vallejo,CA,94590.0,5930.0,,94590.0,0.0,6.0,94590593000.0,S,,,,0.0,,,,,100% Overall probable correctness,38.101321,-122.25958100000001,S,,R,U,** Street-Level Rooftop **,06095,681666.0,6095250900.0,60952509002.0,681666.0,2020/08/24 16,57,41+00,20196710,0500000US06095,"Solano County, California",58647,1070,15133,885,25.803536412774736,06095
49,2310,-122.26668000000001,37.804769,2310,CA003,Oakland Housing Authority,5108741500,5108741674.0,executiveoffice@oakha.org,5108741516.0,5108741674.0,Pwells@oakha.org,Standard Performer,"LARGE (1,000-4,999)",13682,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",6/30,Combined,2122,2118,1606,1407,11777,13183,87.12,30,15133,13363,100.0,9663428,9663428,10824566,10824566,244046258,244591921,0,0,1526,1484,8775,19.92,12.57,99.15,13841,6,Alameda,1.0,402900.0,1.0,1029.0,,,Alameda,1.0,92230.0,Oakland,53000.0,Oakland city,C1,,5775.0,"Oakland, CA PMSA",41860.0,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0613,2508.0,Y,,1619 Harrison St,,Oakland,CA,94612.0,3307.0,,94612.0,19.0,5.0,94612330719.0,S,,,,0.0,,,,,100% Overall probable correctness,37.804769,-122.26668000000001,S,,R,U,** Street-Level Rooftop **,06001,653000.0,6001402900.0,60014029001.0,653000.0,2020/08/24 16,57,41+00,228685342,0500000US06001,"Alameda County, California",267736,2179,62990,1462,23.526907102518898,06001
50,2311,-122.272101,37.871463,2311,CA058,BERKELEY HOUSING AUTHORITY,5109815470,5109815480.0,wwilkins@ci.berkeley.ca.us,5109815485.0,5107040581.0,rgonzales-levine@cityofberkeley.info,Standard Performer,,2015,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,1546,1546,76.73,0,2015,1491,96.44,0,0,0,0,35803769,34361642,0,0,1641,1648,649,28.33,17.54,99.26,12837,6,Alameda,1.0,422900.0,2.0,2005.0,,,Alameda,1.0,90200.0,Berkeley,6000.0,Berkeley city,C1,,5775.0,"Oakland, CA PMSA",41860.0,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0613,324.0,Y,,1936 University Ave Ste 150,,Berkeley,CA,94704.0,1003.0,,94704.0,25.0,5.0,94704100325.0,H,150,Ste,,0.0,,,,,100% Overall probable correctness,37.871463,-122.272101,S,,R,U,** Street-Level Rooftop **,06001,606000.0,6001422900.0,60014229002.0,606000.0,2020/08/24 16,57,41+00,30937463,0500000US06001,"Alameda County, California",267736,2179,62990,1462,23.526907102518898,06001
51,2312,-122.34602,37.936099,2312,CA010,Housing Authority of the City of Richmond,5106211303,5102375230.0,NBeacham@rhaca.org,5106211303.0,5102375230.0,NBeacham@rhaca.org,Substandard Financial,MEDIUM HIGH (300-999),0,VERY SMALL (0-49),MEDIUM HIGH (300-999),6/30,Low-Rent,559,558,559,339,0,339,82.89,65,409,272,80.23,1609241,1609241,1038543,1038543,0,24581485,0,0,651,636,141,20.99,15.23,99.26,11916,6,Contra Costa,13.0,374000.0,3.0,3014.0,,,Contra Costa,13.0,93620.0,West Contra Costa,60620.0,Richmond city (part),C1,,5775.0,"Oakland, CA PMSA",41860.0,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0611,3000.0,Y,,330 24th St,,Richmond,CA,94804.0,1725.0,,94804.0,30.0,7.0,94804172530.0,S,,,,0.0,,,,,100% Overall probable correctness,37.936099,-122.34602,S,,R,U,** Street-Level Rooftop **,06013,660620.0,6013374000.0,60133740003.0,660620.0,2020/08/24 16,57,41+00,2647799,0500000US06013,"Contra Costa County, California",134749,2097,34047,1389,25.266977862544433,06013
52,2313,-122.539189,38.005265,2313,CA052,HOUSING AUTHORITY OF COUNTY OF MARIN,4154912525,4154793305.0,KCarroll@marinhousing.org,4154912530.0,4154793305.0,LJordan@marinhousing.org,Standard Performer,MEDIUM HIGH (300-999),2265,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,496,493,496,479,2081,2560,92.82,12,2758,2560,100.0,3670821,3670821,1186193,1186193,39535149,43204226,0,0,1764,1697,1049,28.18,18.78,99.96,13038,6,Marin,41.0,106001.0,2.0,2015.0,,,Marin,41.0,92880.0,San Rafael,68364.0,San Rafael city (part),C1,,7360.0,"San Francisco, CA PMSA",41860.0,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0602,3324.0,Y,,4020 Civic Center Dr,,San Rafael,CA,94903.0,4173.0,,94903.0,20.0,8.0,94903417320.0,S,,,,0.0,,,,,100% Overall probable correctness,38.005265,-122.539189,S,,R,U,** Street-Level Rooftop **,06041,668364.0,6041106001.0,60411060012.0,668364.0,2020/08/24 16,57,41+00,52001472,0500000US06041,"Marin County, California",38058,924,9943,700,26.125913080035733,06041
53,2331,-119.182548,34.19833,2331,CA031,Housing Authority of the City of Oxnard,8053858094,8053857969.0,emilio.ramirez@oxnard.org,8053858094.0,8053857969.0,emilio.ramirez@oxnard.org,High Performer,MEDIUM HIGH (300-999),1840,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,666,666,666,488,1693,2181,92.41,18,2360,2167,99.36,1047880,1047880,2165525,2165525,20799735,18588606,0,0,1017,927,1754,19.81,8.71,98.98,18132,6,Ventura,111.0,8700.0,3.0,3048.0,,,Ventura,111.0,92310.0,Oxnard,54652.0,Oxnard city (part),C1,,8735.0,"Ventura, CA PMSA",37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0626,2622.0,Y,,435 S D St,,Oxnard,CA,93030.0,5918.0,,93030.0,35.0,4.0,93030591835.0,S,,,,0.0,,,,,100% Overall probable correctness,34.19833,-119.182548,S,,R,U,** Street-Level Rooftop **,06111,654652.0,6111008700.0,61110087003.0,654652.0,2020/08/24 16,57,41+00,23455945,0500000US06111,"Ventura County, California",99672,1663,26642,1318,26.72967332851754,06111
54,2332,-121.96465900000001,36.979819,2332,CA072,SANTA CRUZ COUNTY HSG AUTH,8314549455,8314693712.0,housing@hacosantacruz.org,8314549455.0,,housing@hacosantacruz.org,High Performer,MEDIUM LOW (100-299),5099,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",6/30,Combined,234,234,234,227,4653,4880,92.22,0,5292,5136,100.0,568006,568006,621773,621773,79165031,65387071,0,0,1579,1443,4149,16.28,12.08,99.2,15574,6,Santa Cruz,87.0,121700.0,1.0,1001.0,,,Santa Cruz,87.0,92900.0,Santa Cruz,11040.0,Capitola city,C1,,7485.0,"Santa Cruz-Watsonville, CA PMSA",42100.0,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0620,552.0,Y,,2160 41st Ave,,Capitola,CA,95010.0,2009.0,,95010.0,60.0,8.0,95010200960.0,S,,,,0.0,,,,,100% Overall probable correctness,36.979819,-121.96465900000001,S,,R,U,** Street-Level Rooftop **,06087,611040.0,6087121700.0,60871217001.0,611040.0,2020/08/24 16,57,41+00,81145458,0500000US06087,"Santa Cruz County, California",38883,1111,12210,767,31.401898001697397,06087
55,2333,-121.902851,37.335878,2333,CA056,HOUSING AUTHORITY OF THE CITY OF SAN JOSE,4082758770,,federalprograms@scchousingauthority.org,4089932903.0,,Katherine.Harasz@scchousingauthority.org,,,6581,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",6/30,Section 8,0,0,0,0,5868,5868,89.6,0,6549,5899,100.0,0,0,0,0,140058590,134585631,0,0,1856,1785,3124,29.67,9.35,99.14,13692,6,Santa Clara,85.0,500300.0,1.0,1064.0,,,Santa Clara,85.0,92830.0,San Jose,68000.0,San Jose city (part),C1,,7400.0,"San Jose, CA PMSA",41940.0,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0619,3258.0,Y,,505 W Julian St,,San Jose,CA,95110.0,2338.0,,95110.0,5.0,3.0,95110233805.0,S,,,,0.0,,,,,100% Overall probable correctness,37.335878,-121.902851,S,,R,U,** Street-Level Rooftop **,06085,668000.0,6085500300.0,60855003001.0,668000.0,2020/08/24 16,57,41+00,125457589,0500000US06085,"Santa Clara County, California",274867,2527,59812,1578,21.760342274627366,06085
56,2334,-121.902851,37.335878,2334,CA059,Santa Clara County Housing Authority,4082758770,,federalprograms@scchousingauthority.org,4089932903.0,,Katherine.Harasz@scchousingauthority.org,Substandard Physical,VERY SMALL (0-49),11977,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",6/30,Combined,4,4,4,4,10561,10565,88.49,0,11939,10706,100.0,10473,10473,659953,659953,251839489,245445941,0,0,1862,1803,5825,29.28,10.21,99.06,14043,6,Santa Clara,85.0,500300.0,1.0,1064.0,,,Santa Clara,85.0,92830.0,San Jose,68000.0,San Jose city (part),C1,,7400.0,"San Jose, CA PMSA",41940.0,"San Jose-Sunnyvale-Santa Clara, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0619,3258.0,Y,,505 W Julian St,,San Jose,CA,95110.0,2338.0,,95110.0,5.0,3.0,95110233805.0,S,,,,0.0,,,,,100% Overall probable correctness,37.335878,-121.902851,S,,R,U,** Street-Level Rooftop **,06085,668000.0,6085500300.0,60855003001.0,668000.0,2020/08/24 16,57,41+00,220381853,0500000US06085,"Santa Clara County, California",274867,2527,59812,1578,21.760342274627366,06085
57,2335,-121.339529,37.983487,2335,CA024,Housing Auth. of the County of San Joaquin,2094605069,2094605169.0,pragsdale@hacsj.org,2094605069.0,2094605169.0,pragsdale@hacsj.org,High Performer,MEDIUM HIGH (300-999),5188,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",9/30,Combined,987,982,986,957,4359,5316,86.18,23,6169,5357,100.0,4695393,4695393,3364544,3364544,35635383,35186197,0,0,791,729,5992,11.62,16.09,98.1,13520,6,San Joaquin,77.0,3113.0,4.0,4007.0,,,San Joaquin,77.0,93240.0,Stockton,75000.0,Stockton city (part),C1,,8120.0,"Stockton-Lodi, CA MSA",44700.0,"Stockton, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0609,3624.0,D,,2575 Grand Canal Blvd,,Stockton,CA,95207.0,8260.0,,95207.0,99.0,3.0,95207826099.0,H,1SUD,,,0.0,,,N,,100% Overall probable correctness,37.983487,-121.339529,S,,R,U,** Street-Level Rooftop **,06077,675000.0,6077003113.0,60770031134.0,675000.0,2020/08/24 16,57,41+00,45717426,0500000US06077,"San Joaquin County, California",100630,1634,26182,907,26.01808605783564,06077
58,2336,-120.50469,37.293227,2336,CA023,County of Merced Housing Authority,2093864139,2097220106.0,rosav@merced-pha.com,2093864108.0,2097220106.0,rosav@merced-pha.com,High Performer,MEDIUM HIGH (300-999),2848,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",9/30,Combined,421,421,421,411,2465,2876,87.98,10,3269,2922,100.0,1319252,1319252,1162401,1162401,17499106,16762581,0,0,670,603,4445,7.77,8.98,98.02,13207,6,Merced,47.0,1503.0,1.0,1014.0,,,Merced,47.0,91960.0,Merced,46898.0,Merced city (part),C1,,4940.0,"Merced, CA MSA",32900.0,"Merced, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0616,2250.0,Y,,405 U St,,Merced,CA,95341.0,6548.0,,95341.0,5.0,0.0,95341654805.0,S,,,,0.0,,,,,100% Overall probable correctness,37.293227,-120.50469,S,,R,U,** Street-Level Rooftop **,06047,646898.0,6047001503.0,60470015031.0,646898.0,2020/08/24 16,57,41+00,20132614,0500000US06047,"Merced County, California",38228,911,8676,706,22.69540650831851,06047
59,2350,-119.195233,34.149926,2350,CA032,Housing Authority of the City of Port Hueneme,8059866522,8059866562.0,gbasua@cityofporthueneme.org,8059866501.0,,bconners@ci.port-hueneme.ca.us,High Performer,SMALL (50-99),279,MEDIUM LOW (100-299),MEDIUM HIGH (300-999),6/30,Combined,90,90,90,89,257,346,93.77,1,369,350,100.0,189222,189222,157895,157895,3529788,3467859,0,0,895,875,346,14.85,8.73,96.0,19155,6,Ventura,111.0,4400.0,2.0,2006.0,,,Ventura,111.0,92310.0,Oxnard,58296.0,Port Hueneme city,C1,,8735.0,"Ventura, CA PMSA",37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0626,2874.0,Y,,250 N Ventura Rd,,Port Hueneme,CA,93041.0,3016.0,,93041.0,50.0,8.0,93041301650.0,S,,,,0.0,,,,,100% Overall probable correctness,34.149926,-119.195233,S,,R,U,** Street-Level Rooftop **,06111,658296.0,6111004400.0,61110044002.0,658296.0,2020/08/24 16,57,41+00,3474415,0500000US06111,"Ventura County, California",99672,1663,26642,1318,26.72967332851754,06111
60,2351,-119.091926,34.336048999999996,2351,CA075,Housing Authority of the City of Santa Paula,8055253339,8055253887.0,,8055253339.0,8055253887.0,spharmj@aol.com,,,577,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,529,529,91.68,0,577,526,99.43,0,0,0,0,5127317,5007781,0,0,939,900,377,23.15,9.61,100.0,16734,6,Ventura,111.0,800.0,3.0,3016.0,,,Ventura,111.0,92930.0,Santa Paula,70042.0,Santa Paula city,C1,,8735.0,"Ventura, CA PMSA",37100.0,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0626,3390.0,Y,,15500 W Telegraph Rd Ste B11,,Santa Paula,CA,93060.0,3050.0,,93060.0,21.0,1.0,93060305021.0,H,B11,Ste,,0.0,,,,,100% Overall probable correctness,34.336048999999996,-119.091926,S,,R,U,** Street-Level Rooftop **,06111,670042.0,6111000800.0,61110008003.0,670042.0,2020/08/24 16,57,41+00,5861187,0500000US06111,"Ventura County, California",99672,1663,26642,1318,26.72967332851754,06111
61,2352,-119.695002,34.424248999999996,2352,CA076,Housing Authority of the City of Santa Barbara,8059651071,8055647041.0,rfredericks@hacsb.org,8058971051.0,8055647041.0,rfredericks@hacsb.org,Standard Performer,,2782,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3/31,Section 8,0,0,0,0,2482,2482,89.21,0,2782,2653,100.0,0,0,0,0,29900414,32402830,0,0,1292,1255,1281,30.3,12.65,99.77,15056,6,Santa Barbara,83.0,900.0,1.0,1006.0,,,Santa Barbara,83.0,92890.0,Santa Barbara,69070.0,Santa Barbara city,C1,,7480.0,"Santa Barbara-Santa Maria-Lompoc, CA MSA",42200.0,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0624,3348.0,Y,,808 Laguna St,,Santa Barbara,CA,93101.0,1510.0,,93101.0,8.0,1.0,93101151008.0,S,,,,0.0,,,,,100% Overall probable correctness,34.424248999999996,-119.695002,S,,R,U,** Street-Level Rooftop **,06083,669070.0,6083000900.0,60830009001.0,669070.0,2020/08/24 16,57,41+00,37114007,0500000US06083,"Santa Barbara County, California",69322,1124,19467,898,28.08199417212429,06083
62,2353,-119.646227,36.331995,2353,CA053,KINGS COUNTY HOUSING AUTH,5595822806,5595836964.0,sjackson-bobo@hakc.com,5595822806.0,5595836964.0,sjackson-bobo@hakc.com,Standard Performer,MEDIUM LOW (100-299),708,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Combined,268,268,268,258,554,812,83.2,9,976,841,100.0,751337,751337,777217,777217,4059518,4073082,0,0,627,627,1072,8.45,11.8,99.05,13182,6,Kings,31.0,900.0,6.0,6021.0,,,Kings,31.0,91220.0,Hanford,31960.0,Hanford city,C1,,9999.0,,25260.0,"Hanford-Corcoran, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0621,1566.0,Y,,680 N Douty St,,Hanford,CA,93230.0,3913.0,,93230.0,80.0,9.0,93230391380.0,S,,,,0.0,,,,,100% Overall probable correctness,36.331995,-119.646227,S,,R,U,** Street-Level Rooftop **,06031,631960.0,6031000900.0,60310009006.0,631960.0,2020/08/24 16,57,41+00,6101925,0500000US06031,"Kings County, California",20621,763,4321,459,20.95436690752146,06031
63,2354,-119.348001,36.324414000000004,2354,CA030,Tulare County Housing Authority,5596273700,5597330169.0,info@hatc.net,5596273700.0,5597330169.0,ken@hatc.net,,MEDIUM HIGH (300-999),2958,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,710,710,710,666,2749,3415,93.1,43,3668,3436,100.0,1596860,1596860,1846234,1846234,22299078,20422736,0,0,441,396,5533,8.05,8.01,94.09,22215,6,Tulare,107.0,2008.0,2.0,2003.0,,,Tulare,107.0,93560.0,Visalia,82954.0,Visalia city (part),C1,,8780.0,"Visalia-Tulare-Porterville, CA MSA",47300.0,"Visalia, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0622,3918.0,Y,,5140 W Cypress Ave,,Visalia,CA,93277.0,8303.0,,93277.0,40.0,4.0,93277830340.0,S,,,,0.0,,,,,100% Overall probable correctness,36.324414000000004,-119.348001,S,,R,U,** Street-Level Rooftop **,06107,682954.0,6107002008.0,61070020082.0,682954.0,2020/08/24 16,57,41+00,16726660,0500000US06107,"Tulare County, California",58792,1283,15107,955,25.695672880664034,06107
64,2355,-119.33074599999999,35.59467,2355,CA046,City of Wasco Housing Authority,6616318500,6616319500.0,dcampbell@kernha.org,6616318500.0,,spelz@kernha.org,Standard Performer,VERY SMALL (0-49),0,VERY SMALL (0-49),VERY SMALL (0-49),6/30,Low-Rent,25,25,25,0,0,0,0.0,0,0,0,-4.0,106887,106887,54407,54407,0,0,0,0,-4,-4,-4,-4.0,-4.0,-4.0,-4,6,Kern,29.0,4402.0,1.0,1021.0,,,Kern,29.0,93570.0,Wasco,83542.0,Wasco city (part),C1,,680.0,"Bakersfield, CA MSA",12540.0,"Bakersfield, CA Metropolitan Statistical Area",99999.0,,1.0,0.0,0621,3954.0,D,,750 H St,,Wasco,CA,93280.0,2065.0,,93280.0,99.0,7.0,93280206599.0,H,1SUD,,,0.0,,,N,,100% Overall probable correctness,35.59467,-119.33074599999999,S,,R,U,** Street-Level Rooftop **,06029,683542.0,6029004402.0,60290044021.0,683542.0,2020/08/24 16,57,41+00,-4,0500000US06029,"Kern County, California",112518,2100,29065,1213,25.83142252795108,06029
