rowid,﻿X,Y,OBJECTID,PARTICIPANT_CODE,FORMAL_PARTICIPANT_NAME,HA_PHN_NUM,HA_FAX_NUM,HA_EMAIL_ADDR_TEXT,EXEC_DIR_PHONE,EXEC_DIR_FAX,EXEC_DIR_EMAIL,PHAS_DESIGNATION,HA_LOW_RENT_SIZE_CATEGORY,SECTION8_UNITS_CNT,HA_SECTION_8_SIZE_CATEGORY,HA_COMBINED_SIZE_CATEGORY,HA_FYE,HA_PROGRAM_TYPE,TOTAL_UNITS,TOTAL_DWELLING_UNITS,ACC_UNITS,PH_OCCUPIED,SECTION8_OCCUPIED,TOTAL_OCCUPIED,PCT_OCCUPIED,REGULAR_VACANT,PHA_TOTAL_UNITS,NUMBER_REPORTED,PCT_REPORTED,OPFUND_AMNT,OPFUND_AMNT_PREV_YR,CAPFUND_AMNT,CAPFUND_AMNT_PREV_YR,VCHR_AMNT,VCHR_AMNT_PREV_YR,ROSS_AMNT,FSS_AMNT,SPENDING_PER_MONTH,SPENDING_PER_MONTH_PREV_YR,CHLDRN_MBR_CNT,ELDLY_PRCNT,PCT_DISABLED_LT62_ALL,PCT_LT80_MEDIAN,MEDIAN_INC_AMNT,STATE2KX,CNTY_NM2KX,CNTY2KX,TRACT2KX,BG2KX,BLOCK2KX,DPVACT,DPVNOST,CURCNTY_NM,CURCNTY,CURCOSUB,CURCOSUB_NM,PLACE2KX,PLACE_NM2KX,PLACE_CC2KX,PLACE_INC2KX,MSA,MSA_NM,CBSA,CBSA_NM,NECTA,NECTA_NM,METRO,MICRO,FCD_FIPS91,HLC,DPV,DPVRC,STD_ADDR,URB_OUT,STD_CITY,STD_ST,STD_ZIP5,STD_ZIP9,ZIP_CLASS,ZCTA2KX,DPBC,DPBC_CKSUM,STD_ZIP11,ADDR_TYPE,APT_NO,APT_TYPE,C1PGRC,C1PPRB,C1PDRC,C1PSRC,C1PARC,C1PZRC,MSGUSPS,LAT,LON,RC2KX,STM2KX,LVL2KX,UR,MSG2KX,COUNTY_LEVEL,PLACE_LEVEL,TRACT_LEVEL,BLKGRP_LEVEL,UGLG_KEY,LAST_UPDT_DTTM,ANNL_EXPNS_AMNT,ANNL_EXPNS_AMNT_PREV_YR,
2296,-95.343332,29.736033,2296,TX441,Harris County Housing Authority,7135782100,7136694594,horace.allison@hchatexas.org,7135782100,7136694594,horace.allison@hchatexas.org,,,4681,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3/31,Section 8,0,0,0,0,4743,4743,100,0,4683,5304,100,0,0,0,0,41526182,40600614,0,0,928,878,6668,8.83,13.74,98.7,11843,48,Harris,201,310300,3,3015,,,Harris,201,91835,Houston,35000,Houston city (part),C1,,3360,"Houston, TX PMSA",26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",99999,,1,0,4818,2514,D,,1933 Hussion St,,Houston,TX,77003,5670,,77003,99,7,77003567099,H,1SUD,,,0,,,N,,100% Overall probable correctness,29.736033,-95.343332,S,,R,U,** Street-Level Rooftop **,48201,4835000,48201310300,482013103003,4835000,2020/08/24 16,57,41+00,47457900
2297,-95.484813,29.739875,2297,TX005,Houston Housing Authority,7132600500,7132600812,president@housingforhouston.com,7132600605,,mthiele@housingforhouston.com,Standard Performer,"LARGE (1,000-4,999)",18083,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",12/31,Combined,3823,3820,3276,3073,17682,20756,98.59,109,21053,21054,100,15387892,15387892,7653744,7653744,130013512,144495471,0,0,787,785,24511,9.6,15.48,99.23,10522,48,Harris,201,431302,1,1004,,,Harris,201,91835,Houston,35000,Houston city (part),C1,,3360,"Houston, TX PMSA",26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",99999,,1,0,4807,2514,D,,2640 Fountain View Dr,,Houston,TX,77057,7630,,77057,99,0,77057763099,H,1SUD,,,1,,N,N,,90% Overall probable correctness,29.739875,-95.484813,S,,R,U,** Street-Level Rooftop **,48201,4835000,48201431302,482014313021,4835000,2020/08/24 16,57,41+00,195002356
2298,-95.464439,30.323347,2298,TX560,Housing Authority of Montgomery County,9365394984,9365394758,dp_mcha@consolidated.net,9365394984,9365394758,dp_mcha@consolidated.net,,,387,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),6/30,Section 8,0,0,0,0,348,348,89.92,0,387,371,100,0,0,0,0,2532428,2764469,0,0,744,714,376,12.9,17.58,99.19,12252,48,Montgomery,339,693500,4,4002,,,Montgomery,339,93655,Southeast Montgomery,16432,Conroe city (part),C1,,3360,"Houston, TX PMSA",26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",99999,,1,0,4808,1158,Y,,1500 N Frazier St,,Conroe,TX,77301,1818,,77301,0,4,77301181800,S,,,,2,,N,A,,80% Overall probable correctness,30.323347,-95.464439,S,,R,U,** Street-Level Rooftop **,48339,4816432,48339693500,483396935004,4816432,2020/08/24 16,57,41+00,2904537
2299,-95.542534,30.73175,2299,TX406,Housing Authority of the City of Huntsville,9362940277,9362949813,dewanaharding@yahoo.com,9362940277,9362949813,dewanaharding@yahoo.com,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,100,100,100,93,0,93,93,2,100,93,100,141784,141784,210701,210701,0,0,0,0,316,303,151,9.27,14.29,95.7,13080,48,Walker,471,790600,1,1012,,,Walker,471,91860,Huntsville,35528,Huntsville city (part),C1,,9999,,26660,"Huntsville, TX Micropolitan Statistical Area",99999,,0,1,4808,2562,Y,,299 Martin Luther King Dr Apt 1,,Huntsville,TX,77320,4844,,77320,1,0,77320484401,H,1,Apt,,2,,N,,,80% Overall probable correctness,30.73175,-95.542534,S,,R,U,** Street-Level Rooftop **,48471,4835528,48471790600,484717906001,4835528,2020/08/24 16,57,41+00,352479
2300,-95.081471,30.335261,2300,TX198,Housing Authority of Cleveland,2815931159,2815932677,clevelandhousingauthority@yahoo.com,2815931159,2815932677,clevelandhousingauthority@yahoo.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),3/31,Low-Rent,70,70,70,70,0,70,100,0,70,70,100,241429,241429,121546,121546,0,0,0,0,432,432,71,12.65,15.06,98.57,11694,48,Liberty,291,700300,1,1073,,,Liberty,291,90755,Cleveland,15436,Cleveland city (part),C1,,3360,"Houston, TX PMSA",26420,"Houston-The Woodlands-Sugar Land, TX Metropolitan Statistical Area",99999,,1,0,4836,1062,Y,,801 S Franklin Ave,,Cleveland,TX,77327,5307,,77327,1,8,77327530701,S,,,,0,,,,,100% Overall probable correctness,30.335261,-95.081471,S,,R,U,** Street-Level Rooftop **,48291,4815436,48291700300,482917003001,4815436,2020/08/24 16,57,41+00,362975
2301,-95.572889,30.733942,2301,TX461,Housing Authority of Walker County,9362913306,9362912396,mbharrelson@sbcglobal.net,9362913306,9362912396,mbharrelson@sbcglobal.net,,,251,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Section 8,0,0,0,0,243,243,96.81,0,251,237,97.53,0,0,0,0,1070447,1048619,0,0,397,398,193,21.38,15.12,99.16,11592,48,Walker,471,790500,2,2034,,,Walker,471,91860,Huntsville,35528,Huntsville city (part),C1,,9999,,26660,"Huntsville, TX Micropolitan Statistical Area",99999,,0,1,4808,2562,Y,,340 Highway 75 N,,Huntsville,TX,77320,3176,,77320,40,0,77320317640,S,,,,3,,,A,,70% Overall probable correctness,30.733942,-95.572889,9,S,4,U,**  Centroid Lat/Long   **,48471,4835528,48471790500,484717905002,4835528,2020/08/24 16,57,41+00,1193246
2302,-96.092391,32.146028,2302,TX237,Housing Authority of Trinidad,9037782584,9037784197,trinidadpha@gmail.com,9037782584,9037784197,trinidadpha@gmail.com,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),3/31,Low-Rent,54,54,54,51,0,51,94.45,3,54,51,100,164504,164504,91607,91607,0,0,0,0,418,410,23,30.34,21.35,98.04,12619,48,Henderson,213,950902,1,1055,,,Henderson,213,90652,Cedar Creek Lake,73652,Trinidad city,C1,,1920,"Dallas, TX PMSA",11980,"Athens, TX Micropolitan Statistical Area",99999,,0,1,4805,5448,Y,,144 Park St,,Trinidad,TX,75163,6033,,75163,44,8,75163603344,S,,,,0,,,,,100% Overall probable correctness,32.146028,-96.092391,S,,R,R,** Street-Level Rooftop **,48213,4873652,48213950902,482139509021,4873652,2020/08/24 16,57,41+00,256111
2303,-96.855444,32.39396,2303,TX015,Housing Authority of Waxahachie,9729375730,9729371530,waxaha@sbcglobal.net,9729375730,9729371530,waxaha@sbcglobal.net,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,104,104,104,96,0,96,92.31,5,104,95,98.96,321799,321799,180205,180205,0,0,0,0,436,436,98,10.26,16.24,98.95,13746,48,Ellis,139,060500,2,2002,,,Ellis,139,94090,Waxahachie,76816,Waxahachie city (part),C1,,1920,"Dallas, TX PMSA",19100,"Dallas-Fort Worth-Arlington, TX Metropolitan Statistical Area",99999,,1,0,4806,5646,D,,208 Patrick St,,Waxahachie,TX,75165,2953,,75165,99,9,75165295399,H,1SUD,,,0,,,N,,100% Overall probable correctness,32.39396,-96.855444,S,,R,U,** Street-Level Rooftop **,48139,4876816,48139060500,481390605002,4876816,2020/08/24 16,57,41+00,502016
2304,-96.0061,32.715995,2304,TX217,Housing Authority of Wills Point,9038732152,9038733280,wpha914@sbcglobal.net,9038732152,9038733280,wpha914@sbcglobal.net,Standard Performer,SMALL (50-99),40,VERY SMALL (0-49),SMALL (50-99),3/31,Combined,57,57,57,55,26,81,83.5,2,97,80,98.77,118932,118932,103337,103337,259181,233946,0,0,359,363,53,14.19,25.16,100,10431,48,Van Zandt,467,950500,2,2013,,,Van Zandt,467,94225,Wills Point,79564,Wills Point city (part),C1,,9999,,99999,,99999,,0,0,4805,5850,Y,,914 N 3rd St,,Wills Point,TX,75169,1610,,75169,14,9,75169161014,S,,,,0,,,,,100% Overall probable correctness,32.715995,-96.0061,S,,R,U,** Street-Level Rooftop **,48467,4879564,48467950500,484679505002,4879564,2020/08/24 16,57,41+00,370309
2305,-97.505221,28.985197,2305,TX312,Yorktown Housing Authority,3615643132,3615642757,yhatx@sbcglobal.net,3615643132,3615642757,yhatx@sbcglobal.net,High Performer,SMALL (50-99),0,VERY SMALL (0-49),SMALL (50-99),9/30,Low-Rent,52,52,52,50,0,50,96.15,1,52,50,100,75043,75043,108100,108100,0,0,0,0,305,305,13,53.33,5.33,98,14976,48,Dewitt,123,970500,3,3020,,,Dewitt,123,94305,Yorktown,80584,Yorktown city,C1,,9999,,99999,,99999,,0,0,4834,5994,D,,406 N Eckhardt St,,Yorktown,TX,78164,3509,,78164,99,9,78164350999,H,1SUD,,,0,,,N,,100% Overall probable correctness,28.985197,-97.505221,S,,R,R,** Street-Level Rooftop **,48123,4880584,48123970500,481239705003,4880584,2020/08/24 16,57,41+00,183143
2306,-98.466113,29.424889,2306,TX452,Bexar County Housing Authority,2102250071,2102256976,,2102312005,2102256976,tammye.trevino@habctx.org,Standard Performer,VERY SMALL (0-49),2129,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Combined,29,29,29,0,1739,1739,81.68,0,2129,1748,100,94346,94346,62493,62493,13990972,12229671,0,0,686,674,2221,9.54,16.67,99.6,12048,48,Bexar,029,191900,3,3002,,,Bexar,29,93407,San Antonio Central,65000,San Antonio city (part),C1,,7240,"San Antonio, TX MSA",41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",99999,,1,0,4835,4758,Y,,1954 E Houston St Rm 104,,San Antonio,TX,78202,2952,,78202,29,2,78202295229,H,104,Rm,,0,,,,,100% Overall probable correctness,29.424889,-98.466113,S,,R,U,** Street-Level Rooftop **,48029,4865000,48029191900,480291919003,4865000,2020/08/24 16,57,41+00,15167167
2307,-98.498638,29.415412,2307,TX006,San Antonio Housing Authority,2104776000,2104776043,david_nisivoccia@saha.org,2104776053,2104776029,david_nisivoccia@saha.org,,"EXTRA LARGE (5,000+)",14079,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",6/30,Combined,7829,7811,6058,5529,12787,18316,91.55,369,20006,19046,100,24725695,24725695,12929611,12929611,107622094,104858570,0,0,621,603,23699,10.29,17.58,97.72,9636,48,Bexar,029,192100,1,1022,,,Bexar,29,93407,San Antonio Central,65000,San Antonio city (part),C1,,7240,"San Antonio, TX MSA",41700,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",99999,,1,0,4835,4758,Y,,818 S Flores St,,San Antonio,TX,78204,1430,,78204,18,2,78204143018,S,,,,0,,,,,100% Overall probable correctness,29.415412,-98.498638,S,,R,U,** Street-Level Rooftop **,48029,4865000,48029192100,480291921001,4865000,2020/08/24 16,57,41+00,136967768
2308,-98.163465,26.195173,2308,TX447,San Juan Housing Authority,9567813130,9567872034,sjha700@rgv.twcbc.com,9567813130,9567872034,sjha700@rgv.twcbc.com,,,151,MEDIUM LOW (100-299),MEDIUM LOW (100-299),12/31,Section 8,0,0,0,0,117,117,77.48,0,151,117,100,0,0,0,0,416390,495334,0,0,379,380,65,30.77,13.12,100,9648,48,Hidalgo,215,021804,2,2021,,,Hidalgo,215,92340,McAllen-Pharr,65516,San Juan city,C1,,4880,"McAllen-Edinburg-Mission, TX MSA",32580,"McAllen-Edinburg-Mission, TX Metropolitan Statistical Area",99999,,1,0,4834,4806,D,,700 Maldonado Cir,,San Juan,TX,78589,2241,,78589,99,6,78589224199,H,1SUD,,,1,,N,N,,90% Overall probable correctness,26.195173,-98.163465,S,,R,U,** Street-Level Rooftop **,48215,4865516,48215021804,482150218042,4865516,2020/08/24 16,57,41+00,542143
2309,-122.259581,38.101321,2309,CA055,HOUSING AUTHORITY OF THE CITY OF VALLEJO,7076484507,7076485249,latanya.terrones@cityofvallejo.net,7076484408,,judy.shepard-hall@cityofvallejo.net,,,2348,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,1748,1748,74.45,0,2348,1637,93.65,0,0,0,0,23254523,22759788,0,0,944,937,1387,13.43,16.24,98.11,14064,06,Solano,095,250900,2,2004,,,Solano,95,93530,Vallejo,81666,Vallejo city (part),C1,,8720,"Vallejo-Fairfield-Napa, CA PMSA",46700,"Vallejo, CA Metropolitan Statistical Area",99999,,1,0,0605,3876,Y,,200 Georgia St,,Vallejo,CA,94590,5930,,94590,0,6,94590593000,S,,,,0,,,,,100% Overall probable correctness,38.101321,-122.259581,S,,R,U,** Street-Level Rooftop **,6095,681666,06095250900,060952509002,0681666,2020/08/24 16,57,41+00,20196710
2310,-122.26668,37.804769,2310,CA003,Oakland Housing Authority,5108741500,5108741674,executiveoffice@oakha.org,5108741516,5108741674,Pwells@oakha.org,Standard Performer,"LARGE (1,000-4,999)",13682,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",6/30,Combined,2122,2118,1606,1407,11777,13183,87.12,30,15133,13363,100,9663428,9663428,10824566,10824566,244046258,244591921,0,0,1526,1484,8775,19.92,12.57,99.15,13841,06,Alameda,001,402900,1,1029,,,Alameda,1,92230,Oakland,53000,Oakland city,C1,,5775,"Oakland, CA PMSA",41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",99999,,1,0,0613,2508,Y,,1619 Harrison St,,Oakland,CA,94612,3307,,94612,19,5,94612330719,S,,,,0,,,,,100% Overall probable correctness,37.804769,-122.26668,S,,R,U,** Street-Level Rooftop **,6001,653000,06001402900,060014029001,0653000,2020/08/24 16,57,41+00,228685342
2311,-122.272101,37.871463,2311,CA058,BERKELEY HOUSING AUTHORITY,5109815470,5109815480,wwilkins@ci.berkeley.ca.us,5109815485,5107040581,rgonzales-levine@cityofberkeley.info,Standard Performer,,2015,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",6/30,Section 8,0,0,0,0,1546,1546,76.73,0,2015,1491,96.44,0,0,0,0,35803769,34361642,0,0,1641,1648,649,28.33,17.54,99.26,12837,06,Alameda,001,422900,2,2005,,,Alameda,1,90200,Berkeley,06000,Berkeley city,C1,,5775,"Oakland, CA PMSA",41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",99999,,1,0,0613,0324,Y,,1936 University Ave Ste 150,,Berkeley,CA,94704,1003,,94704,25,5,94704100325,H,150,Ste,,0,,,,,100% Overall probable correctness,37.871463,-122.272101,S,,R,U,** Street-Level Rooftop **,6001,606000,06001422900,060014229002,0606000,2020/08/24 16,57,41+00,30937463
2312,-122.34602,37.936099,2312,CA010,Housing Authority of the City of Richmond,5106211303,5102375230,NBeacham@rhaca.org,5106211303,5102375230,NBeacham@rhaca.org,Substandard Financial,MEDIUM HIGH (300-999),0,VERY SMALL (0-49),MEDIUM HIGH (300-999),6/30,Low-Rent,559,558,559,339,0,339,82.89,65,409,272,80.23,1609241,1609241,1038543,1038543,0,24581485,0,0,651,636,141,20.99,15.23,99.26,11916,06,Contra Costa,013,374000,3,3014,,,Contra Costa,13,93620,West Contra Costa,60620,Richmond city (part),C1,,5775,"Oakland, CA PMSA",41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",99999,,1,0,0611,3000,Y,,330 24th St,,Richmond,CA,94804,1725,,94804,30,7,94804172530,S,,,,0,,,,,100% Overall probable correctness,37.936099,-122.34602,S,,R,U,** Street-Level Rooftop **,6013,660620,06013374000,060133740003,0660620,2020/08/24 16,57,41+00,2647799
2313,-122.539189,38.005265,2313,CA052,HOUSING AUTHORITY OF COUNTY OF MARIN,4154912525,4154793305,KCarroll@marinhousing.org,4154912530,4154793305,LJordan@marinhousing.org,Standard Performer,MEDIUM HIGH (300-999),2265,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",12/31,Combined,496,493,496,479,2081,2560,92.82,12,2758,2560,100,3670821,3670821,1186193,1186193,39535149,43204226,0,0,1764,1697,1049,28.18,18.78,99.96,13038,06,Marin,041,106001,2,2015,,,Marin,41,92880,San Rafael,68364,San Rafael city (part),C1,,7360,"San Francisco, CA PMSA",41860,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",99999,,1,0,0602,3324,Y,,4020 Civic Center Dr,,San Rafael,CA,94903,4173,,94903,20,8,94903417320,S,,,,0,,,,,100% Overall probable correctness,38.005265,-122.539189,S,,R,U,** Street-Level Rooftop **,6041,668364,06041106001,060411060012,0668364,2020/08/24 16,57,41+00,52001472
2314,-80.740427,28.355037,2314,FL019,HOUSING AUTHORITY OF THE CITY OF COCOA,3216368535,3216324729,hhernandez@haccfl.com,3216368535,,hhernandez@haccfl.com,Substandard Financial,VERY SMALL (0-49),160,MEDIUM LOW (100-299),MEDIUM LOW (100-299),6/30,Combined,0,0,0,0,135,135,84.37,0,160,139,100,653191,653191,468302,468302,1260984,1134435,0,0,868,833,125,10.34,23.2,99.28,10176,12,Brevard,009,062600,1,1005,,,Brevard,9,90624,Cocoa-Rockledge,13150,Cocoa city,C1,,4900,"Melbourne-Titusville-Palm Bay, FL MSA",37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",99999,,1,0,1208,0516,Y,,828 Stone St,,Cocoa,FL,32922,7157,,32922,28,2,32922715728,S,,,,0,,,,,100% Overall probable correctness,28.355037,-80.740427,S,,R,U,** Street-Level Rooftop **,12009,1213150,12009062600,120090626001,1213150,2020/08/24 16,57,41+00,2489518
2315,-80.62778,28.1299,2315,FL020,HOUSING AUTHORITY OF BREVARD COUNTY,3217751575,3217751549,mwilcox@habc.us,3217751578,3217751551,mbean@habc.us,Troubled Performer,MEDIUM HIGH (300-999),2059,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",3/31,Combined,417,413,417,393,1810,2203,89.23,17,2469,2191,99.45,1569380,1569380,1317984,1317984,15403221,15439158,0,0,745,712,2692,9.53,18.7,99,11700,12,Brevard,009,064202,3,3062,,,Brevard,9,92106,Melbourne,43975,Melbourne city (part),C1,,4900,"Melbourne-Titusville-Palm Bay, FL MSA",37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",99999,,1,0,1208,1926,Y,,1401 Guava Ave,,Melbourne,FL,32935,6582,,32935,1,6,32935658201,S,,,,0,,,,,100% Overall probable correctness,28.1299,-80.62778,S,,R,U,** Street-Level Rooftop **,12009,1243975,12009064202,120090642023,1243975,2020/08/24 16,57,41+00,18012777
2316,-80.598617,28.137144,2316,FL056,MELBOURNE HOUSING AUTHORITY,3217751575,3217751551,mbean@habc.us,3217751578,3217751551,mbean@habc.us,Substandard Financial,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),3/31,Low-Rent,150,148,150,147,0,147,99.32,0,148,147,100,606681,606681,336379,336379,0,0,0,0,535,542,198,6.35,11.68,95.92,16788,12,Brevard,009,066301,1,1026,,,Brevard,9,91573,Indialantic-Melbourne Beach,43975,Melbourne city (part),C1,,4900,"Melbourne-Titusville-Palm Bay, FL MSA",37340,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",99999,,1,0,1208,1926,D,,4000 N Riverside Dr,,Indian Harbour Beach,FL,32937,4842,,32937,99,0,32937484299,H,1SUD,,,0,,,N,,100% Overall probable correctness,28.137144,-80.598617,S,,R,U,** Street-Level Rooftop **,12009,1243975,12009066301,120090663011,1243975,2020/08/24 16,57,41+00,943060
2317,-80.403184,27.646899,2317,FL132,INDIAN RIVER CO BD OF CO COMM,7722264360,7722264370,rmiller@ircgov.com,7722264360,7722264370,rmiller@ircgov.com,,,391,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Section 8,0,0,0,0,376,376,96.17,0,391,380,100,0,0,0,0,2105604,2048128,0,0,576,533,295,25.4,14.23,99.47,13760,12,Indian River,061,050200,2,2000,,,Indian River,61,93510,Vero Beach,74150,Vero Beach city,C1,,9999,,42680,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",99999,,1,0,1208,3132,M,,1800 27th St,,Vero Beach,FL,32960,3069,,32960,,,,S,,,M,,,N,A,M,Multiple Match,27.646899,-80.403184,S,,R,U,** Street-Level Rooftop **,12061,1274150,12061050200,120610502002,1274150,2020/08/24 16,57,41+00,2367564
2318,-80.148934,26.052351,2318,FL116,DANIA BEACH HOUSING AUTHORITY,9549209662,9549209677,acastro@daniabeachhousing.org,9549209662,9549209677,acastro@daniabeachhousing.org,High Performer,VERY SMALL (0-49),621,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Combined,0,0,0,0,495,495,79.71,0,621,497,100,149282,149282,85447,85447,5696353,5261367,0,0,1124,1071,560,14.43,13.74,99.8,12200,12,Broward,011,080500,2,2004,,,Broward,11,91508,Hollywood,16335,Dania Beach city,C1,,2680,"Fort Lauderdale, FL PMSA",33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",99999,,1,0,1223,,Y,,715 W Dania Beach Blvd,,Dania Beach,FL,33004,3227,,33004,15,0,33004322715,S,,,,0,,,,,100% Overall probable correctness,26.052351,-80.148934,S,,R,U,** Street-Level Rooftop **,12011,1216335,12011080500,120110805002,1216335,2020/08/24 16,57,41+00,5976846
2319,-80.28009,25.827407,2319,FL066,HIALEAH HOUSING AUTHORITY,3058889744,3058878738,jponce@hialeahhousing.org,7862573514,,jponce@hialeahhousing.org,High Performer,"LARGE (1,000-4,999)",5093,"EXTRA LARGE (5,000+)","EXTRA LARGE (5,000+)",12/31,Combined,1117,1117,1117,1105,4878,5983,96.35,6,6210,6029,100,2342810,2342810,2078779,2078779,39294208,44739077,0,0,838,768,1704,53.13,11.09,99.5,9636,12,Miami-Dade,086,001605,2,2002,,,Miami-Dade,86,91482,Hialeah,30000,Hialeah city (part),C1,,5000,"Miami, FL PMSA",33100,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",99999,,1,0,1225,1236,Y,,75 E 6th St,,Hialeah,FL,33010,4845,,33010,75,0,33010484575,S,,,,0,,,,,100% Overall probable correctness,25.827407,-80.28009,S,,R,U,** Street-Level Rooftop **,12086,1230000,12086001605,120860016052,1230000,2020/08/24 16,57,41+00,53998971
2320,-94.939819,30.715564,2320,TX352,Housing Authority of Livingston,9363275100,9363273021,housing@livingston.net,9363277800,9363273021,housing@livingston.net,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),9/30,Low-Rent,110,110,110,108,0,108,98.18,0,110,108,100,300112,300112,211976,211976,0,0,0,0,395,388,89,14.42,21.15,100,9636,48,Polk,373,210302,4,4021,,,Polk,373,92226,Livingston-Onalaska,43132,Livingston town,C1,,9999,,99999,,99999,,0,0,4836,3198,Y,,1011 N Pine Ave,,Livingston,TX,77351,2648,,77351,11,5,77351264811,S,,,,0,,,,,100% Overall probable correctness,30.715564,-94.939819,S,,R,U,** Street-Level Rooftop **,48373,4843132,48373210302,483732103024,4843132,2020/08/24 16,57,41+00,512088
2321,-116.243847,43.595222,2321,ID021,Ada County Housing Authority,2083454907,2083454909,housing@bcacha.org,2083454907,2083454909,dwatson@bcacha.org,High Performer,VERY SMALL (0-49),788,MEDIUM HIGH (300-999),MEDIUM HIGH (300-999),9/30,Combined,10,10,10,10,716,726,90.98,0,798,723,99.59,2596,2596,24240,24240,4616341,4393365,0,0,595,548,610,15.77,22.73,99.45,11436,16,Ada,001,001400,4,4011,,,Ada,1,90345,Boise City,08830,Boise City city (part),C1,,1080,"Boise City, ID MSA",14260,"Boise City, ID Metropolitan Statistical Area",99999,,1,0,1601,,Y,,1001 S Orchard St,,Boise,ID,83705,1932,,83705,1,1,83705193201,S,,,,0,,,,,100% Overall probable correctness,43.595222,-116.243847,S,,R,U,** Street-Level Rooftop **,16001,1608830,16001001400,160010014004,1608830,2020/08/24 16,57,41+00,4533728
2322,-111.892121,40.975062,2322,UT009,Davis Community Housing Authority,8014512587,8014516484,dcha@xmission.com,8019399200,8014516484,dcha@xmission.com,Standard Performer,MEDIUM LOW (100-299),1036,"LARGE (1,000-4,999)","LARGE (1,000-4,999)",9/30,Combined,158,158,158,152,865,1017,85.18,6,1194,998,98.13,335054,335054,328575,328575,7055811,6740626,0,0,610,568,889,12.53,21.99,99.7,12311,49,Davis,011,126204,3,3007,,,Davis,11,93182,South Davis,24740,Farmington city (part),C1,,7160,"Salt Lake City-Ogden, UT MSA",36260,"Ogden-Clearfield, UT Metropolitan Statistical Area",99999,,1,0,4902,0318,S,,352 S 200 W,,Farmington,UT,84025,2423,,84025,99,2,84025242399,H,,,,1,,,A,,90% Overall probable correctness,40.975062,-111.892121,S,,R,U,** Street-Level Rooftop **,49011,4924740,49011126204,490111262043,4924740,2020/08/24 16,57,41+00,6962702
2323,-104.440786,36.905579,2323,NM008,Housing Authority of the City of Raton,5754458021,5754458044,terrylbaca@yahoo.com,5754458021,5754458044,terrylbaca@yahoo.com,High Performer,MEDIUM LOW (100-299),0,VERY SMALL (0-49),MEDIUM LOW (100-299),6/30,Low-Rent,178,178,178,158,0,158,88.76,17,178,155,98.1,496974,496974,410557,410557,0,0,0,0,479,479,120,21.97,8.6,92.9,11375,35,Colfax,007,950600,3,3031,,,Colfax,7,92520,Raton,62060,Raton city,C1,,9999,,99999,,99999,,0,0,3503,0474,Y,,309 Parsons Ave,,Raton,NM,87740,3844,,87740,9,6,87740384409,S,,,,0,,,,,100% Overall probable correctness,36.905579,-104.440786,S,,R,U,** Street-Level Rooftop **,35007,3562060,35007950600,350079506003,3562060,2020/08/24 16,57,41+00,907534
