Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,County Orig,Year,Layoff/Closure clean,Population,City 2,Company_harmonizer_cleaned,Company_harmonizer_score,Company_harmonizer_id,Company_harmonizer_standardized
03/28/2020,03/27/2020,04/16/2020,"HOSOPO, CORPORATION DBA SUNGEVITY",Tracy,San Joaquin County,25.0,Layoff Unknown at thistime,San Joaquin County,2020.0,layoff type uncategorized,762148.0,tracy,HOSOPO CORPORATION SUNGEVITY,34.43478260864575,1860.0,"HOSOPO, CORPORATION DBA SUNGEVITY"
03/20/2020,03/25/2020,04/03/2020,"HOSPITALITY TEAM MEMBERS, INC",Vista,San Diego County,85.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,vista,HOSPITALITY TEAM MEMBERS,34.1449275361824,1861.0,"HOSPITALITY TEAM MEMBERS, INC"
03/28/2020,03/29/2020,04/11/2020,HOTEL KABUKI,San Francisco,San Francisco County,93.0,Layoff Temporary,San Francisco County,2020.0,layoff temporary,881549.0,san francisco,HOTEL KABUKI,36.95999999995072,1862.0,HOTEL KABUKI
06/18/2020,07/06/2020,06/30/2020,HOWMET Aerospace,Fontana,San Bernardino County,75.0,Layoff Temporary,San Bernardino County,2020.0,layoff temporary,2180085.0,fontana,HOWMET AEROSPACE,27.99999999995556,1863.0,HOWMET Aerospace
03/27/2020,03/31/2020,04/15/2020,HPH's San Jose Airport Lounges,San Jose,Santa Clara County,66.0,Layoff Temporary,Santa Clara County,2020.0,layoff temporary,1927852.0,san jose,HPHS SAN JOSE AIRPORT LOUNGES,33.31343283577117,1864.0,HPH's San Jose Airport Lounges
03/20/2020,03/20/2020,03/27/2020,"HPS Motors, LLC dba Santa Cruz Subaru",Capitola,Santa Cruz County,8.0,Layoff Temporary,Santa Cruz County,2020.0,layoff temporary,273213.0,capitola,HPS MOTORS SANTA CRUZ SUBARU,38.4303797467868,1865.0,"HPS Motors, LLC dba Santa Cruz Subaru"
03/20/2020,03/20/2020,03/30/2020,"HPT Motors, LLC dba Santa Cruz Toyota",Capitola,Santa Cruz County,22.0,Layoff Temporary,Santa Cruz County,2020.0,layoff temporary,273213.0,capitola,HPT MOTORS SANTA CRUZ TOYOTA,81.42331288338563,1866.0,"HPT Motors, LLC dba Santa Cruz Toyota"
04/02/2020,04/07/2020,04/20/2020,HRLY Retail LLC,Camarillo,Ventura County,12.0,Layoff Temporary,Ventura County,2020.0,layoff temporary,846006.0,camarillo,HRLY RETAIL,33.479452054748656,1867.0,HRLY Retail LLC
09/15/2020,11/15/2020,09/16/2020,HSS Inc.,San Diego,San Diego County,88.0,Layoff Permanent,San Diego County,2020.0,layoff permanent,3338330.0,san diego,HSS,17.948717948671923,1868.0,HSS Inc.
09/02/2020,09/11/2020,09/11/2020,HV Global Management Corp,Carmel,Monterey County,109.0,Layoff Temporary,Monterey County,2020.0,layoff temporary,434061.0,carmel,HV,30.76923076918343,1869.0,HV Global Management Corp
09/02/2020,10/08/2020,09/11/2020,HV Global Management Corp.,Carmel,Monterey County,94.0,Layoff Permanent,Monterey County,2020.0,layoff permanent,434061.0,carmel,HV,99.99999999995,1869.0,HV Global Management Corp
03/24/2020,03/24/2020,04/07/2020,HYATT REGENCY HUNTINGTON BEACHRESORT AND SPA,Huntington Beach,Orange County,587.0,Layoff Temporary,Orange County,2020.0,layoff temporary,3175692.0,huntington beach,HYATT REGENCY HUNTINGTON BEACHRESORT SPA,26.539682539640413,1871.0,HYATT REGENCY HUNTINGTON BEACHRESORT AND SPA
03/31/2020,04/01/2020,04/16/2020,Hacienda Golf Club,La Habra Heights,Orange County,68.0,Closure Temporary,Orange County,2020.0,closure temporary,3175692.0,la habra heights,HACIENDA GOLF CLUB,26.71428571423801,1872.0,Hacienda Golf Club
03/27/2020,03/27/2020,04/09/2020,"Hacor, Inc",Los Angeles,Los Angeles County,105.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,los angeles,HACOR,31.515151515103764,1873.0,"Hacor, Inc"
03/24/2020,03/24/2020,05/28/2020,Haddad Bashirtash Group,Bakersfield,Kern County,186.0,Layoff Temporary,Kern County,2020.0,layoff temporary,900202.0,bakersfield,HADDAD BASHIRTASH,22.499999999953125,1874.0,Haddad Bashirtash Group
03/24/2020,03/24/2020,05/28/2020,Haddad Bashirtash Group,Bakersfield,Kern County,187.0,Layoff Temporary,Kern County,2020.0,layoff temporary,900202.0,bakersfield,HADDAD BASHIRTASH,99.99999999995,1874.0,Haddad Bashirtash Group
07/24/2020,07/28/2020,07/30/2020,Hakkasan Holdings LLC dba Hakkasan Group,San Diego,San Diego County,36.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,san diego,HAKKASAN HOLDINGS HAKKASAN,43.2359550561312,1875.0,Hakkasan Holdings LLC dba Hakkasan Group
03/16/2020,03/16/2020,03/17/2020,"Hakkasan Holdings, LLC",San Francisco,San Francisco County,106.0,Layoff Temporary,San Francisco County,2020.0,layoff temporary,881549.0,san francisco,HAKKASAN HOLDINGS,86.26436781604237,1875.0,Hakkasan Holdings LLC dba Hakkasan Group
03/16/2020,03/16/2020,09/27/2020,"Hakkasan Holdings, LLC",San Francisco,San Francisco County,109.0,Closure Permanent,San Francisco County,2020.0,closure permanent,881549.0,san francisco,HAKKASAN HOLDINGS,99.99999999995,1875.0,Hakkasan Holdings LLC dba Hakkasan Group
08/30/2019,10/29/2019,09/05/2019,"Hakkasan Holdings, LLC dba Hakkasan Group",San Diego,San Diego County,43.0,Closure Permanent,San Diego County,2019.0,closure permanent,3338330.0,san diego,HAKKASAN HOLDINGS HAKKASAN,88.26815642453171,1875.0,Hakkasan Holdings LLC dba Hakkasan Group
03/19/2020,03/13/2020,03/24/2020,"Hakkasan Holdings, LLC, dba Hakkasan Group",San Diego,San Diego County,4.0,Closure Temporary,San Diego County,2020.0,closure temporary,3338330.0,san diego,HAKKASAN HOLDINGS HAKKASAN,98.989898989849,1875.0,Hakkasan Holdings LLC dba Hakkasan Group
05/27/2020,04/06/2020,06/06/2020,Halliburton,Bakersfield,Kern County,6.0,Layoff Permanent,Kern County,2020.0,layoff permanent,900202.0,bakersfield,HALLIBURTON,30.857142857093876,1876.0,Halliburton
05/27/2020,04/06/2020,06/06/2020,Halliburton,Bakersfield,Kern County,31.0,Layoff Temporary,Kern County,2020.0,layoff temporary,900202.0,bakersfield,HALLIBURTON,99.99999999995,1876.0,Halliburton
12/02/2019,12/02/2019,12/05/2019,"Halliburton Energy Services, Inc. (HESI)",Bakersfield,Kern County,72.0,Layoff Permanent,Kern County,2019.0,layoff permanent,900202.0,bakersfield,HALLIBURTON ENERGY SERVICES HESI,67.54966887412746,1877.0,"Halliburton Energy Services, Inc. (HESI)"
04/06/2020,04/06/2020,04/20/2020,Hampton Inn & Suites Palmdale,Palmdale,Los Angeles County,13.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,palmdale,HAMPTON INN SUITES PALMDALE,81.47239263798683,1879.0,Hampton Inn & Suites Palmdale
04/13/2020,03/24/2020,04/29/2020,Hampton Inns Employer LLC dba HamptonInns and Suites by Hilton-RohnertPark/Sonoma County,Rohnert Park,Sonoma County,9.0,Layoff Temporary,Sonoma County,2020.0,layoff temporary,494336.0,rohnert park,HAMPTON INNS EMPLOYER HAMPTONINNS SUITES HILTONROHNERTPARKSONOMA COUNTY,53.46788990820782,1880.0,Hampton Inns Employer LLC dba HamptonInns and Suites by Hilton-RohnertPark/Sonoma County
10/09/2020,10/09/2020,10/16/2020,"Hamrock, Inc.",Santa Fe Springs,Los Angeles County,80.0,Layoff Permanent,Los Angeles County,2020.0,layoff permanent,10039107.0,santa fe springs,HAMROCK,23.478260869531194,1881.0,"Hamrock, Inc."
04/14/2020,04/16/2020,04/25/2020,Handlery Hotel San Diego,San Diego,San Diego County,114.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,san diego,HANDLERY HOTEL SAN DIEGO,28.280701754336352,1882.0,Handlery Hotel San Diego
04/02/2020,04/04/2020,04/16/2020,"Handlery Hotels Inc, dba Handlery UnionSquare Hotel",San Francisco,San Francisco County,91.0,Closure Temporary,San Francisco County,2020.0,closure temporary,881549.0,san francisco,HANDLERY HOTELS HANDLERY UNIONSQUARE HOTEL,65.62121212116243,1883.0,"Handlery Hotels Inc, dba Handlery UnionSquare Hotel"
01/27/2020,03/27/2020,01/27/2020,"Hanger, Inc.",San Diego,San Diego County,6.0,Closure Permanent,San Diego County,2020.0,closure permanent,3338330.0,san diego,HANGER,29.577464788690733,1884.0,"Hanger, Inc."
04/17/2020,03/30/2020,06/10/2020,Hansel Auto Group,Santa Rosa,Sonoma County,310.0,Layoff Temporary,Sonoma County,2020.0,layoff temporary,494336.0,santa rosa,HANSEL AUTO,44.3595505617479,1885.0,Hansel Auto Group
08/07/2019,10/11/2019,08/15/2019,Haralambos Beverage Co.,Redlands,San Bernardino County,53.0,Layoff Permanent,San Bernardino County,2019.0,layoff permanent,2180085.0,redlands,HARALAMBOS BEVERAGE,33.97058823524416,1886.0,Haralambos Beverage Co.
07/01/2019,08/30/2019,07/26/2019,"Harbill, Inc. DBA Crest Chevrolet",San Bernardino,San Bernardino County,98.0,Closure Permanent,San Bernardino County,2019.0,closure permanent,2180085.0,san bernardino,HARBILL CREST CHEVROLET,40.4819277107946,1887.0,"Harbill, Inc. DBA Crest Chevrolet"
06/10/2020,06/09/2020,06/30/2020,"Harbor Bay Club, Inc",Alameda,Alameda County,80.0,Layoff Temporary,Alameda County,2020.0,layoff temporary,1671329.0,alameda,HARBOR BAY CLUB,42.52873563213503,1888.0,"Harbor Bay Club, Inc"
05/13/2020,05/13/2020,06/05/2020,"Harbor Distributing , LLC dba Golden Brands",Ceres,Stanislaus County,15.0,Layoff Permanent,Stanislaus County,2020.0,layoff permanent,550660.0,ceres,HARBOR DISTRIBUTING GOLDEN BRANDS,45.4945054944555,1889.0,"Harbor Distributing , LLC dba Golden Brands"
04/22/2019,06/22/2019,04/23/2019,Harbor Freight Tools,Camarillo,Ventura County,51.0,Closure Permanent,Ventura County,2019.0,closure permanent,846006.0,camarillo,HARBOR FREIGHT TOOLS,44.94623655909145,1890.0,Harbor Freight Tools
11/08/2019,01/07/2020,11/15/2019,"Hard Rock Cafe International (USA), Inc.",Universal City,Los Angeles County,136.0,Closure Permanent,Los Angeles County,2019.0,closure permanent,10039107.0,universal city,HARD ROCK CAFE,40.121951219463256,1891.0,"Hard Rock Cafe International (USA), Inc."
04/22/2020,04/13/2020,05/08/2020,Hard Rock Cafe Los Angeles,Los Angeles,Los Angeles County,188.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,los angeles,HARD ROCK CAFE LOS ANGELES,67.40740740735747,1892.0,Hard Rock Cafe Los Angeles
04/22/2020,04/13/2020,05/08/2020,Hard Rock Cafe San Diego,San Diego,San Diego County,6.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,san diego,HARD ROCK CAFE SAN DIEGO,62.614173228297155,1893.0,Hard Rock Cafe San Diego
04/22/2020,04/13/2020,05/08/2020,Hard Rock Cafe San Francisco,San Francisco,San Francisco County,133.0,Layoff Temporary,San Francisco County,2020.0,layoff temporary,881549.0,san francisco,HARD ROCK CAFE SAN FRANCISCO,79.98749999995002,1894.0,Hard Rock Cafe San Francisco
04/09/2020,04/10/2020,04/22/2020,Hard Rock Hotel San Diego,San Diego,San Diego County,457.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,san diego,HARD ROCK HOTEL SAN DIEGO,63.7499999999502,1895.0,Hard Rock Hotel San Diego
04/23/2020,04/23/2020,07/27/2020,Hardin Automotive dba Hardin Buick Pontiac GMC,Anaheim,Orange County,58.0,Closure Temporary,Orange County,2020.0,closure temporary,3175692.0,anaheim,HARDIN AUTOMOTIVE HARDIN BUICK PONTIAC GMC,43.034482758571215,1896.0,Hardin Automotive dba Hardin Buick Pontiac GMC
03/31/2020,03/31/2020,04/14/2020,Hardin Automotive dba Hardin Buick PontiacGMC,Anaheim,Orange County,57.0,Closure Temporary,Orange County,2020.0,closure temporary,3175692.0,anaheim,HARDIN AUTOMOTIVE HARDIN BUICK PONTIACGMC,94.90526315784479,1896.0,Hardin Automotive dba Hardin Buick Pontiac GMC
03/31/2020,03/31/2020,04/14/2020,Hardin Automotive dba Hardin Honda,Anaheim,Orange County,112.0,Closure Temporary,Orange County,2020.0,closure temporary,3175692.0,anaheim,HARDIN AUTOMOTIVE HARDIN HONDA,81.8902439023891,1897.0,Hardin Automotive dba Hardin Honda
03/31/2020,03/31/2020,04/14/2020,"Hardin Irvine Automotive, Inc. dba Kia of Irvine",Irvine,Orange County,67.0,Closure Temporary,Orange County,2020.0,closure temporary,3175692.0,irvine,HARDIN IRVINE AUTOMOTIVE KIA IRVINE,48.49523809519191,1899.0,"Hardin Irvine Automotive, Inc. dba Kia of Irvine"
03/17/2020,03/17/2020,04/11/2020,Harkins Theaters,Chino Hills,San Bernardino County,256.0,Closure Temporary,San Bernardino County,2020.0,closure temporary,2180085.0,chino hills,HARKINS THEATERS,36.373333333284826,1900.0,Harkins Theaters
03/27/2020,03/17/2020,04/11/2020,Harkins Theatres DBA Moreno Valley 16,Moreno Valley,Riverside County,99.0,Closure Temporary,Riverside County,2020.0,closure temporary,2470546.0,moreno valley,HARKINS THEATRES MORENO VALLEY 16,73.98709677414583,1901.0,Harkins Theatres DBA Moreno Valley 16
03/27/2020,03/17/2020,04/11/2020,Harkins Theatres dba Cerritos 16,Cerritos,Los Angeles County,137.0,Closure Temporary,Los Angeles County,2020.0,closure temporary,10039107.0,cerritos,HARKINS THEATRES CERRITOS 16,63.93749999995006,1902.0,Harkins Theatres dba Cerritos 16
03/27/2020,03/17/2020,05/19/2020,Harkins Theatres-Mountain Grove 16 Theatre,Redlands,San Bernardino County,127.0,Layoff Temporary,San Bernardino County,2020.0,layoff temporary,2180085.0,redlands,HARKINS THEATRESMOUNTAIN GROVE 16 THEATRE,64.9846153845654,1903.0,Harkins Theatres-Mountain Grove 16 Theatre
03/23/2020,03/23/2020,04/01/2020,Harold A. Steuber Enterprises dba AssociatedServices,San Leandro,Alameda County,103.0,Layoff Temporary,Alameda County,2020.0,layoff temporary,1671329.0,san leandro,HAROLD STEUBER ASSOCIATEDSERVICES,35.49295774642888,1904.0,Harold A. Steuber Enterprises dba AssociatedServices
04/22/2020,03/31/2020,05/08/2020,"Harrel Hospitality Group, California, Inc dbaSanta Ynez Valley Marriott",Buellton,Santa Barbara County,75.0,Layoff Permanent,Santa Barbara County,2020.0,layoff permanent,446499.0,buellton,HARREL HOSPITALITY CALIFORNIA DBASANTA YNEZ VALLEY MARRIOTT,33.97058823524416,1905.0,"Harrell Hospitality Group, California, Inc. DBASanta Ynez Valley Marriott"
03/30/2020,03/31/2020,04/21/2020,"Harrell Hospitality Group, California, Inc. DBASanta Ynez Valley Marriott",Buellton,Santa Barbara County,104.0,Layoff Permanent,Santa Barbara County,2020.0,layoff permanent,446499.0,buellton,HARRELL HOSPITALITY CALIFORNIA DBASANTA YNEZ VALLEY MARRIOTT,95.90624999995005,1905.0,"Harrell Hospitality Group, California, Inc. DBASanta Ynez Valley Marriott"
04/10/2020,03/26/2020,04/24/2020,"Harrell Hospitality Group, California, Inc. dbaBiltmore Hotel & Suites Santa Clara",Santa Clara,Santa Clara County,40.0,Layoff Temporary,Santa Clara County,2020.0,layoff temporary,1927852.0,santa clara,HARRELL HOSPITALITY CALIFORNIA DBABILTMORE HOTEL SUITES SANTA CLARA,68.40875912403766,1906.0,"Harrell Hospitality Group, California, Inc. dbaBiltmore Hotel & Suites Santa Clara"
04/10/2020,03/26/2020,04/24/2020,"Harrell Hospitality Group, California, Inc. dbaBiltmore Hotel and Suite Santa Clara",Santa Clara,Santa Clara County,48.0,Layoff Permanent,Santa Clara County,2020.0,layoff permanent,1927852.0,santa clara,HARRELL HOSPITALITY CALIFORNIA DBABILTMORE HOTEL SUITE SANTA CLARA,97.47692307687308,1906.0,"Harrell Hospitality Group, California, Inc. dbaBiltmore Hotel & Suites Santa Clara"
04/08/2020,03/17/2020,04/10/2020,"Harrison Drywall, Inc",San Francisco,San Francisco County,81.0,Layoff Temporary,San Francisco County,2020.0,layoff temporary,881549.0,san francisco,HARRISON DRYWALL,36.155844155797205,1907.0,"Harrison Drywall, Inc"
11/01/2019,12/31/2019,11/06/2019,"Harte Hanks Direct Marketing/Fullerton, LLC",Fullerton,Orange County,28.0,Closure Permanent,Orange County,2019.0,closure permanent,3175692.0,fullerton,HARTE HANKS DIRECT MARKETINGFULLERTON,39.89999999995013,1908.0,"Harte Hanks Direct Marketing/Fullerton, LLC"
11/16/2020,11/23/2020,11/19/2020,Hartwell Corporation,Placentia,San Bernardino County,173.0,Layoff Temporary,San Bernardino County,2020.0,layoff temporary,2180085.0,placentia,HARTWELL CORPORATION,41.78571428566454,1909.0,Hartwell Corporation
11/16/2020,11/23/2020,11/19/2020,Hartwell Corporation,Rancho Cucamonga,San Bernardino County,50.0,Layoff Temporary,San Bernardino County,2020.0,layoff temporary,2180085.0,rancho cucamonga,HARTWELL CORPORATION,99.99999999995,1909.0,Hartwell Corporation
06/18/2020,06/29/2020,06/25/2020,Hartwell Corporation,Rancho Cucamonga,San Bernardino County,57.0,Layoff Temporary,San Bernardino County,2020.0,layoff temporary,2180085.0,rancho cucamonga,HARTWELL CORPORATION,99.99999999995,1909.0,Hartwell Corporation
03/27/2020,04/06/2020,05/19/2020,Hartwell Corporation,Rancho Cucamonga,San Bernardino County,66.0,Layoff Temporary,San Bernardino County,2020.0,layoff temporary,2180085.0,rancho cucamonga,HARTWELL CORPORATION,99.99999999995,1909.0,Hartwell Corporation
04/20/2020,04/25/2020,04/30/2020,Harvest Christian Fellowship,Riverside,Riverside County,159.0,Closure Temporary,Riverside County,2020.0,closure temporary,2470546.0,riverside,HARVEST CHRISTIAN FELLOWSHIP,45.65217391299385,1910.0,Harvest Christian Fellowship
04/16/2020,03/18/2020,06/01/2020,"Harvey & Madding Inc, dba Dublin Honda",Dublin,Alameda County,76.0,Layoff Temporary,Alameda County,2020.0,layoff temporary,1671329.0,dublin,HARVEY MADDING DUBLIN HONDA,30.426229508146843,1911.0,"Harvey & Madding Inc, dba Dublin Honda"
08/19/2020,08/17/2020,08/21/2020,Harvey Mudd College,Claremont,Los Angeles County,71.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,claremont,HARVEY MUDD COLLEGE,54.836363636313784,1912.0,Harvey Mudd College
07/29/2020,10/01/2020,08/04/2020,Hawaiian Airlines - Los Angeles International Airport,Los Angeles,Los Angeles County,70.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,los angeles,HAWAIIAN AIRLINES LOS ANGELES AIRPORT,32.51515151510225,1913.0,Hawaiian Airlines - Los Angeles International Airport
07/29/2020,10/01/2020,08/04/2020,Hawaiian Airlines - Norman Y. Mineta San Jose International Airport,San Jose,Santa Clara County,1.0,Layoff Temporary,Santa Clara County,2020.0,layoff temporary,1927852.0,san jose,HAWAIIAN AIRLINES NORMAN Y MINETA SAN JOSE AIRPORT,62.984126984076994,1914.0,Hawaiian Airlines - Norman Y. Mineta San Jose International Airport
07/29/2020,10/01/2020,08/04/2020,Hawaiian Airlines - Oakland International Airport,Concord,Contra Costa County,5.0,Layoff Temporary,Contra Costa County,2020.0,layoff temporary,1153526.0,concord,HAWAIIAN AIRLINES OAKLAND AIRPORT,67.19999999995022,1915.0,Hawaiian Airlines - Oakland International Airport
07/29/2020,10/01/2020,08/04/2020,Hawaiian Airlines - Sacramento International Airport,Sacramento,Sacramento County,2.0,Layoff Temporary,Sacramento County,2020.0,layoff temporary,1552058.0,sacramento,HAWAIIAN AIRLINES SACRAMENTO AIRPORT,84.98823529406766,1916.0,Hawaiian Airlines - Sacramento International Airport
07/29/2020,10/01/2020,08/04/2020,Hawaiian Airlines - San Diego International Airport,San Diego,San Diego County,2.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,san diego,HAWAIIAN AIRLINES SAN DIEGO AIRPORT,84.89411764700891,1917.0,Hawaiian Airlines - San Francisco International Airport
07/29/2020,10/01/2020,08/04/2020,Hawaiian Airlines - San Francisco International Airport,San Francisco,San Francisco County,4.0,Layoff Temporary,San Francisco County,2020.0,layoff temporary,881549.0,san francisco,HAWAIIAN AIRLINES SAN FRANCISCO AIRPORT,85.99999999995,1917.0,Hawaiian Airlines - San Francisco International Airport
12/01/2020,11/30/2020,12/21/2020,Hawaiian Gardens Casino,Hawaiian Gardens,Los Angeles County,141.0,Layoff Permanent,Los Angeles County,2020.0,layoff permanent,10039107.0,hawaiian gardens,HAWAIIAN GARDENS CASINO,59.58333333328368,1918.0,Hawaiian Gardens Casino
03/20/2020,03/14/2020,03/27/2020,Hawaiian Gardens Casino,Hawaiian Gardens,Los Angeles County,1900.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,hawaiian gardens,HAWAIIAN GARDENS CASINO,99.99999999995,1918.0,Hawaiian Gardens Casino
05/29/2020,05/31/2020,11/04/2020,Hawaiian Gardens Casino,Hawaiian Gardens,Los Angeles County,1185.0,Layoff Permanent,Los Angeles County,2020.0,layoff permanent,10039107.0,hawaiian gardens,HAWAIIAN GARDENS CASINO,99.99999999995,1918.0,Hawaiian Gardens Casino
03/19/2020,03/23/2020,04/06/2020,"Hawaiian Host Candies of L.A., Inc.",Gardena,Los Angeles County,57.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,gardena,HAWAIIAN HOST CANDIES,99.99999999995,1919.0,Hawaiian Host Candies of L.A. Inc.
12/07/2020,12/07/2020,12/22/2020,Hayes Mansion,San Jose,Santa Clara County,25.0,Layoff Temporary,Santa Clara County,2020.0,layoff temporary,1927852.0,san jose,HAYES MANSION,43.35632183903063,1920.0,Hayes Mansion
03/23/2020,03/23/2020,05/19/2020,Hayes Mansion,San Jose,Santa Clara County,24.0,Layoff Temporary,Santa Clara County,2020.0,layoff temporary,1927852.0,san jose,HAYES MANSION,99.99999999995,1920.0,Hayes Mansion
05/23/2019,07/22/2019,05/24/2019,Hayward Industries,Pomona,Los Angeles County,168.0,Closure Temporary,Los Angeles,2019.0,closure temporary,10039107.0,pomona,HAYWARD INDUSTRIES,45.4945054944555,1921.0,Hayward Industries
04/30/2020,10/01/2020,08/10/2020,"Hayward Industries, Inc.",Pomona,Los Angeles County,211.0,Closure Permanent,Los Angeles County,2020.0,closure permanent,10039107.0,pomona,HAYWARD INDUSTRIES,99.99999999995,1921.0,Hayward Industries
12/03/2019,02/03/2020,12/05/2019,"Hayward Industries, Inc.",Pomona,Los Angeles County,253.0,Closure Permanent,Los Angeles County,2019.0,closure permanent,10039107.0,pomona,HAYWARD INDUSTRIES,99.99999999995,1921.0,Hayward Industries
04/07/2020,04/07/2020,05/29/2020,"Hayward Nissan Corp., dba Hayward Nissan",Hayward,Alameda County,38.0,Layoff Temporary,Alameda County,2020.0,layoff temporary,1671329.0,hayward,HAYWARD NISSAN HAYWARD NISSAN,50.4950495049005,1922.0,"Hayward Nissan Corp., dba Hayward Nissan"
05/01/2020,03/27/2020,05/12/2020,HearingLife Aide Center,Greenbrae,Marin County,1.0,Layoff Temporary,Marin County,2020.0,layoff temporary,258826.0,greenbrae,HEARINGLIFE AIDE,37.33333333328356,1923.0,HearingLife Aide Center
05/01/2020,03/27/2020,05/12/2020,HearingLife Hearing Aid Center,Sonoma,Sonoma County,2.0,Layoff Temporary,Sonoma County,2020.0,layoff temporary,494336.0,sonoma,HEARINGLIFE HEARING AID,80.98765432093765,1924.0,HearingLife Hearing Aide Center
05/01/2020,03/27/2020,05/12/2020,HearingLife Hearing Aide Center,Lodi,San Joaquin County,3.0,Layoff Temporary,San Joaquin County,2020.0,layoff temporary,762148.0,lodi,HEARINGLIFE HEARING AIDE,97.4974358973859,1924.0,HearingLife Hearing Aide Center
04/02/2020,03/31/2020,04/17/2020,"Heath Ceramics, Ltd",San Francisco,San Francisco County,35.0,Layoff Permanent,San Francisco County,2020.0,layoff permanent,881549.0,san francisco,HEATH CERAMICS,36.99999999995,1925.0,"Heath Ceramics, Ltd"
04/06/2020,04/04/2020,05/19/2020,Heavenly Ski Resort,South Lake Tahoe,El Dorado County,137.0,Layoff Temporary,El Dorado County,2020.0,layoff temporary,192843.0,south lake tahoe,HEAVENLY SKI RESORT,33.1343283581595,1926.0,Heavenly Ski Resort
04/06/2020,04/04/2020,08/17/2020,Heavenly Ski Resort,South Lake Tahoe,El Dorado County,138.0,Layoff Temporary,El Dorado County,2020.0,layoff temporary,192843.0,south lake tahoe,HEAVENLY SKI RESORT,99.99999999995,1926.0,Heavenly Ski Resort
04/01/2020,03/16/2020,04/24/2020,"Hecho En Mexico, LLC",Newport Beach,Orange County,10.0,Layoff Temporary,Orange County,2020.0,layoff temporary,3175692.0,newport beach,HECHO EN MEXICO,35.945205479402816,1927.0,"Hecho En Mexico, LLC"
03/19/2020,03/20/2020,04/24/2020,Heights Christian Schools,Chino Hills,San Bernardino County,38.0,Layoff Temporary,San Bernardino County,2020.0,layoff temporary,2180085.0,chino hills,HEIGHTS CHRISTIAN SCHOOLS,37.33333333328356,1928.0,Heights Christian Schools
03/31/2020,03/31/2020,05/26/2020,Hemet Fitness LLC,Hemet,Riverside County,1.0,Layoff Temporary,Riverside County,2020.0,layoff temporary,2470546.0,hemet,HEMET FITNESS,38.897435897386025,1929.0,Hemet Fitness LLC
05/29/2020,06/12/2020,06/10/2020,Henry Mayo Newhall Memorial Hospital,Valencia,Los Angeles County,99.0,Layoff Permanent,Los Angeles County,2020.0,layoff permanent,10039107.0,valencia,HENRY MAYO NEWHALL MEMORIAL HOSPITAL,26.26415094334667,1930.0,Henry Mayo Newhall Memorial Hospital
03/20/2020,03/16/2020,04/13/2020,Herb & Sea,Encinitas,San Diego County,82.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,encinitas,HERB SEA,39.02439024385485,1931.0,Herb & Sea
03/27/2020,03/18/2020,04/14/2020,Hersha Hospitality Management LP -Courtyard Los Angeles Westide,Culver City,Los Angeles County,106.0,Layoff Temporary,Los Angeles County,2020.0,layoff temporary,10039107.0,culver city,HERSHA HOSPITALITY COURTYARD LOS ANGELES WESTIDE,27.54098360651223,1932.0,Hersha Hospitality Management LP -Courtyard Los Angeles Westide
03/27/2020,03/18/2020,04/09/2020,Hersha Hospitality Management LP dbaCourtyard San Diego Downtown,San Diego,San Diego County,96.0,Layoff Temporary,San Diego County,2020.0,layoff temporary,3338330.0,san diego,HERSHA HOSPITALITY DBACOURTYARD SAN DIEGO DOWNTOWN,68.47826086951561,1933.0,Hersha Hospitality Management LP dbaCourtyard San Diego Downtown
06/18/2020,08/17/2020,07/03/2020,Hertz Corporation,San Jose,Santa Clara County,115.0,Layoff Permanent,Santa Clara County,2020.0,layoff permanent,1927852.0,san jose,HERTZ CORPORATION,40.77108433730027,1934.0,Hertz Corporation
04/21/2020,04/23/2020,08/27/2020,Hexcel,Dublin,Alameda County,25.0,Layoff Permanent,Alameda County,2020.0,layoff permanent,1671329.0,dublin,HEXCEL,22.43999999995512,1935.0,Hexcel
04/03/2020,04/06/2020,04/17/2020,Hexcel Corporation,Dublin,Alameda County,50.0,Layoff Temporary,Alameda County,2020.0,layoff temporary,1671329.0,dublin,HEXCEL CORPORATION,66.66666666662223,1936.0,Hexcel Corporation
04/21/2020,04/06/2020,05/01/2020,Hexel Corporation,Dublin,Alameda County,48.0,Layoff Permanent,Alameda County,2020.0,layoff permanent,1671329.0,dublin,HEXEL CORPORATION,95.47643979052592,1936.0,Hexcel Corporation
