Notice Date,Effective Date,Received Date,Company,City,County,Employees,Layoff/Closure,company standardization first pass,Corporate Affiliation,DBA Name,County Orig,Year,Layoff/Closure clean,Population,City 2
03/24/2020,03/24/2020,05/18/2020,"DAV, Inc. dba Valley HI Honda",Victorville,San Bernardino County,28.0,Layoff Temporary,DAV INC DBA VALLEY HI HONDA,DAV INC,VALLEY HI HONDA,San Bernardino County,2020,layoff temporary,2180085.0,victorville
03/24/2020,03/24/2020,05/18/2020,"Victorville Nissan, Inc. dba Valley HI Nissan",Victorville,San Bernardino County,17.0,Layoff Temporary,VICTORVILLE NISSAN INC DBA VALLEY HI NISSAN,VICTORVILLE NISSAN INC,VALLEY HI NISSAN,San Bernardino County,2020,layoff temporary,2180085.0,victorville
03/27/2020,03/27/2020,05/18/2020,Bear Springs Hotel,Highland,San Bernardino County,81.0,Layoff Temporary,BEAR SPRINGS HOTEL,BEAR SPRINGS HOTEL,BEAR SPRINGS HOTEL,San Bernardino County,2020,layoff temporary,2180085.0,highland
03/24/2020,03/18/2020,05/18/2020,"Fortune Builders, Inc.,",San Diego,San Diego County,154.0,Layoff Unknown at thistime,FORTUNE BUILDERS INC,FORTUNE BUILDERS INC,FORTUNE BUILDERS INC,San Diego County,2020,layoff type uncategorized,3338330.0,san diego
05/01/2020,05/01/2020,05/18/2020,Altman Specialty Plants,San Marcos,San Diego County,99.0,Layoff Permanent,ALTMAN SPECIALTY PLANTS,ALTMAN SPECIALTY PLANTS,ALTMAN SPECIALTY PLANTS,San Diego County,2020,layoff permanent,3338330.0,san marcos
05/01/2020,05/04/2020,05/18/2020,"Fish Market Restaurant, Inc.",Solana Beach,San Diego County,339.0,Layoff Temporary,FISH MARKET RESTAURANTS INC,FISH MARKET RESTAURANTS INC,FISH MARKET RESTAURANTS INC,San Diego County,2020,layoff temporary,3338330.0,solana beach
05/01/2020,05/18/2020,05/18/2020,Gemological Institute of America,Carlsbad,San Diego County,566.0,Layoff Temporary,GEMOLOGICAL INSTITUTE OF AMERICA,GEMOLOGICAL INSTITUTE OF AMERICA,GEMOLOGICAL INSTITUTE OF AMERICA,San Diego County,2020,layoff temporary,3338330.0,carlsbad
05/04/2020,04/24/2020,05/18/2020,Javier's UTC LLC,San Diego,San Diego County,133.0,Layoff Temporary,JAVIERS UTC LLC,JAVIERS LLC,JAVIERS UTC LLC,San Diego County,2020,layoff temporary,3338330.0,san diego
04/29/2020,05/13/2020,05/18/2020,Pacific Honda,San Diego,San Diego County,6.0,Layoff Permanent,PACIFIC HONDA,PACIFIC HONDA,PACIFIC HONDA,San Diego County,2020,layoff permanent,3338330.0,san diego
04/29/2020,05/13/2020,05/18/2020,San Diego Chrysler Dodge Jeep,San Diego,San Diego County,8.0,Layoff Permanent,SAN DIEGO CHRYSLER DODGE JEEP,SAN DIEGO CHRYSLER DODGE JEEP,SAN DIEGO CHRYSLER DODGE JEEP,San Diego County,2020,layoff permanent,3338330.0,san diego
04/29/2020,05/13/2020,05/18/2020,Sunroad Auto,San Diego,San Diego County,1.0,Layoff Permanent,SUNROAD AUTO,SUNROAD AUTO,SUNROAD AUTO,San Diego County,2020,layoff permanent,3338330.0,san diego
04/29/2020,05/13/2020,05/18/2020,Sunroad Auto LLC - Kearny Mesa Ford,San Diego,San Diego County,20.0,Layoff Permanent,SUNROAD AUTO LLC  KEARNY MESA FORD,SUNROAD AUTO,SUNROAD AUTO LLC  KEARNY MESA FORD,San Diego County,2020,layoff permanent,3338330.0,san diego
04/29/2020,05/13/2020,05/18/2020,Sunroad Cv Auto Inc,Chula Vista,San Diego County,9.0,Layoff Permanent,SUNROAD CV AUTO INC,SUNROAD AUTO,SUNROAD CV AUTO INC,San Diego County,2020,layoff permanent,3338330.0,chula vista
04/08/2020,03/31/2020,05/18/2020,"Gosch Auto Group, Inc.",Escondido,San Diego County,48.0,Layoff Temporary,GOSCH AUTO GROUP INC,GOSCH AUTO GROUP INC,GOSCH AUTO GROUP INC,San Diego County,2020,layoff temporary,3338330.0,escondido
03/11/2020,03/11/2020,05/18/2020,Hilton San Francisco Airport Bayfront,Burlingame,San Mateo County,110.0,Layoff Unknown at thistime,HILTON SAN FRANCISCO AIRPORT BAYFRONT,HILTON,HILTON SAN FRANCISCO AIRPORT BAYFRONT,San Mateo County,2020,layoff type uncategorized,766573.0,burlingame
05/01/2020,05/04/2020,05/18/2020,Farallon Fisheries,South San Francisco,San Mateo County,7.0,Layoff Temporary,FARALLON FISHERIES,FARALLON FISHERIES,FARALLON FISHERIES,San Mateo County,2020,layoff temporary,766573.0,south san francisco
03/25/2020,03/25/2020,05/18/2020,P. F. Chang's China Bistro,San Jose,Santa Clara County,100.0,Layoff Temporary,PF CHANGS CHINA BISTRO,PF CHANGS CHINA BISTRO,PF CHANGS CHINA BISTRO,Santa Clara County,2020,layoff temporary,1927852.0,san jose
05/01/2020,05/04/2020,05/18/2020,The Fish Market,San Jose,Santa Clara County,75.0,Layoff Temporary,THE FISH MARKET,THE FISH MARKET,THE FISH MARKET,Santa Clara County,2020,layoff temporary,1927852.0,san jose
05/01/2020,05/04/2020,05/18/2020,"Fish Market Restaurants, Inc. Inc.",Palo Alto,Santa Clara County,243.0,Layoff Temporary,FISH MARKET RESTAURANTS INC,FISH MARKET RESTAURANTS INC,FISH MARKET RESTAURANTS INC,Santa Clara County,2020,layoff temporary,1927852.0,palo alto
03/31/2020,03/20/2020,05/18/2020,"Jim's Formal Wear, LLC",Visalia,Tulare County,52.0,Layoff Temporary,JIMS FORMAL WEAR LLC,JIMS FORMAL WEAR LLC,JIMS FORMAL WEAR LLC,Tulare County,2020,layoff temporary,466195.0,visalia
03/23/2020,03/29/2020,05/18/2020,SSA Group - Los Angeles Zoo,Los Angeles,Los Angeles County,158.0,Layoff Temporary,SSA GROUP  LOS ANGELES ZOO,SSA GROUP LLC,SSA GROUP  LOS ANGELES ZOO,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
04/30/2020,05/04/2020,05/18/2020,DURHAM SCHOOL SERVICES,San Bernardino,San Bernardino County,409.0,Layoff Temporary,DURHAM SCHOOL SERVICES,DURHAM SCHOOL SERVICES,DURHAM SCHOOL SERVICES,San Bernardino County,2020,layoff temporary,2180085.0,san bernardino
03/19/2020,03/24/2020,05/18/2020,Omni La Costa Resort & Spa,Carlsbad,San Diego County,760.0,Closure Temporary,OMNI LA COSTA RESORT  SPA,OMNI,OMNI LA COSTA RESORT  SPA,San Diego County,2020,closure temporary,3338330.0,carlsbad
03/23/2020,03/29/2020,05/18/2020,"SSA Group, LLC",San Francisco,San Francisco County,106.0,Layoff Temporary,SSA GROUP LLC,SSA GROUP LLC,SSA GROUP LLC,San Francisco County,2020,layoff temporary,881549.0,san francisco
04/02/2020,04/02/2020,05/18/2020,Gus's BBQ Restaurant,Claremont,Los Angeles County,63.0,Layoff Temporary,GUSS BBQ RESTAURANT,GUSS BBQ INC,GUSS BBQ RESTAURANT,Los Angeles County,2020,layoff temporary,10039107.0,claremont
03/27/2020,03/19/2020,05/18/2020,"Cal Cartage Warehousing and Transloading,LLC",Torrance,Los Angeles County,74.0,Layoff Temporary,CAL CARTAGE WAREHOUSING AND TRANSLOADINGLLC,CAL CARTAGE WAREHOUSING,CAL CARTAGE WAREHOUSING AND TRANSLOADINGLLC,Los Angeles County,2020,layoff temporary,10039107.0,torrance
03/26/2020,03/27/2020,05/18/2020,Robbins Brothers Inc,Azusa,Los Angeles County,39.0,Closure Temporary,ROBBINS BROTHERS INC,ROBBINS BROTHERS INC,ROBBINS BROTHERS INC,Los Angeles County,2020,closure temporary,10039107.0,azusa
03/31/2020,03/18/2020,05/18/2020,"Ace Hotel Group LLC, - Ace Hotel DTLA",Los Angeles,Los Angeles County,247.0,Layoff Temporary,ACE HOTEL GROUP LLC  ACE HOTEL DTLA,ACE HOTEL GROUP LLC  ACE HOTEL DTLA,ACE HOTEL GROUP LLC  ACE HOTEL DTLA,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
05/01/2020,05/08/2020,05/18/2020,"National Football League Enterprises, LLC",Culver City,Los Angeles County,466.0,Layoff Temporary,NATIONAL FOOTBALL LEAGUE,NATIONAL FOOTBALL LEAGUE,NATIONAL FOOTBALL LEAGUE,Los Angeles County,2020,layoff temporary,10039107.0,culver city
04/26/2020,04/26/2020,05/18/2020,"Enterprise Rent-A-Car Co of Sacramento, LLC",Roseville,Placer County,199.0,Layoff Unknown at thistime,ENTERPRISE RENTACAR CO OF SACRAMENTO LLC,ENTERPRISE RENTACAR,ENTERPRISE RENTACAR CO OF SACRAMENTO LLC,Placer County,2020,layoff type uncategorized,398329.0,roseville
03/31/2020,03/31/2020,05/18/2020,Poway Auto Group,Poway,San Diego County,35.0,Layoff Permanent,POWAY AUTO GROUP,POWAY AUTO GROUP,POWAY AUTO GROUP,San Diego County,2020,layoff permanent,3338330.0,poway
03/27/2020,03/20/2020,05/18/2020,"Gold Star Foods, Inc.",Dixon,Solano County,25.0,Layoff Temporary,GOLD STAR FOODS INC,GOLD STAR FOODS INC,GOLD STAR FOODS INC,Solano County,2020,layoff temporary,447643.0,dixon
03/27/2020,03/18/2020,05/15/2020,CPK dba California Pizza Kitchen,Playa Vista,Los Angeles County,71.0,Layoff Temporary,CPK DBA CALIFORNIA PIZZA KITCHEN,CPK,CALIFORNIA PIZZA KITCHEN,Los Angeles County,2020,layoff temporary,10039107.0,playa vista
03/26/2020,03/23/2020,05/15/2020,Pomona Valley Mining Co.,Pomona,Los Angeles County,83.0,Layoff Temporary,POMONA VALLEY MINING CO,POMONA VALLEY MINING CO,POMONA VALLEY MINING CO,Los Angeles County,2020,layoff temporary,10039107.0,pomona
03/23/2020,03/23/2020,05/15/2020,RUSNAK-ARCADIA,Arcadia,Los Angeles County,37.0,Layoff Temporary,RUSNAKARCADIA,RUSNAK,RUSNAKARCADIA,Los Angeles County,2020,layoff temporary,10039107.0,arcadia
03/23/2020,03/23/2020,05/15/2020,Ultra Pro,Commerce,Los Angeles County,76.0,Layoff Temporary,ULTRA PRO,ULTRA PRO,ULTRA PRO,Los Angeles County,2020,layoff temporary,10039107.0,commerce
03/16/2020,03/16/2020,05/15/2020,NoMad Hotel Manager LA LLC,Los Angeles,Los Angeles County,59.0,Layoff Unknown at thistime,NOMAD HOTEL MANAGER LA LLC,NOMAD HOTEL MANAGER LA LLC,NOMAD HOTEL MANAGER LA LLC,Los Angeles County,2020,layoff type uncategorized,10039107.0,los angeles
03/19/2020,03/20/2020,05/15/2020,Piazza Romana LLC dba La Piazza Restaurant,Los Angeles,Los Angeles County,95.0,Layoff Temporary,PIAZZA ROMANA LLC DBA LA PIAZZA RESTAURANT,PIAZZA ROMANA LLC,LA PIAZZA RESTAURANT,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
03/19/2020,03/20/2020,05/15/2020,Romana Promenade - Trastevere Restaurant,Santa Monica,Los Angeles County,49.0,Layoff Temporary,ROMANA PROMENADE  TRASTEVERE RESTAURANT,ROMANA PROMENADE  TRASTEVERE RESTAURANT,ROMANA PROMENADE  TRASTEVERE RESTAURANT,Los Angeles County,2020,layoff temporary,10039107.0,santa monica
03/19/2020,03/19/2020,05/15/2020,"Flying Food Group, LLC",Los Angeles,Los Angeles County,26.0,Layoff Permanent,FLYING FOOD GROUP LLC,FLYING FOOD GROUP LLC,FLYING FOOD GROUP LLC,Los Angeles County,2020,layoff permanent,10039107.0,los angeles
05/01/2020,04/17/2020,05/15/2020,Unibail Rodamco Westfield,Los Angeles,Los Angeles County,141.0,Layoff Temporary,UNIBAIL RODAMCO WESTFIELD,UNIBAIL RODAMCO WESTFIELD,UNIBAIL RODAMCO WESTFIELD,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
05/08/2020,07/08/2020,05/15/2020,"Teledyne Controls, LLC",El Segundo,Los Angeles County,175.0,Layoff Permanent,TELEDYNE CONTROLS LLC,TELEDYNE CONTROLS LLC,TELEDYNE CONTROLS LLC,Los Angeles County,2020,layoff permanent,10039107.0,el segundo
03/30/2020,04/02/2020,05/15/2020,"David's Bridal, LLC f/k/a/ David's Bridal, Inc.",Costa Mesa,Orange County,14.0,Closure Temporary,DAVIDS BRIDAL LLC FKA DAVIDS BRIDAL INC,DAVIDS BRIDAL LLC FKA DAVIDS BRIDAL INC,DAVIDS BRIDAL LLC FKA DAVIDS BRIDAL INC,Orange County,2020,closure temporary,3175692.0,costa mesa
03/18/2020,03/19/2020,05/15/2020,"PIF Restaurant Group, Inc",Lake Forest,Orange County,162.0,Layoff Permanent,PIF RESTAURANT GROUP INC,PIF RESTAURANT GROUP INC,PIF RESTAURANT GROUP INC,Orange County,2020,layoff permanent,3175692.0,lake forest
03/19/2020,03/16/2020,05/15/2020,Desert Palms Suites LP dba Desert PalmsHotel & Suites,Anaheim,Orange County,69.0,Layoff Temporary,DESERT PALMS SUITES LP DBA DESERT PALMSHOTEL  SUITES,DESERT PALMS SUITES LP,DESERT PALMSHOTEL  SUITES,Orange County,2020,layoff temporary,3175692.0,anaheim
03/26/2020,03/23/2020,05/15/2020,OCMC Inc. dba Orange County Mining Co.,Santa Ana,Orange County,79.0,Layoff Temporary,OCMC INC DBA ORANGE COUNTY MINING CO,OCMC INC,ORANGE COUNTY MINING CO,Orange County,2020,layoff temporary,3175692.0,santa ana
03/21/2020,03/18/2020,05/15/2020,"Pavilion Car Care Center, Inc.",Sacramento,Sacramento County,75.0,Closure Temporary,PAVILION CAR CARE CENTER INC,PAVILION CAR CARE CENTER INC,PAVILION CAR CARE CENTER INC,Sacramento County,2020,closure temporary,1552058.0,sacramento
03/19/2020,03/19/2020,05/15/2020,"The Brigantine, Inc.",Del Mar,San Diego County,792.0,Layoff Temporary,THE BRIGANTINE INC,THE BRIGANTINE INC,THE BRIGANTINE INC,San Diego County,2020,layoff temporary,3338330.0,del mar
03/19/2020,03/19/2020,05/15/2020,"The Brigantine, Inc.",San Diego,San Diego County,69.0,Layoff Temporary,THE BRIGANTINE INC,THE BRIGANTINE INC,THE BRIGANTINE INC,San Diego County,2020,layoff temporary,3338330.0,san diego
03/19/2020,03/19/2020,05/15/2020,"The Brigantine, Inc.",San Diego,San Diego County,32.0,Layoff Temporary,THE BRIGANTINE INC,THE BRIGANTINE INC,THE BRIGANTINE INC,San Diego County,2020,layoff temporary,3338330.0,san diego
03/19/2020,03/10/2020,05/15/2020,"The Brigantine, Inc.",Coronado,San Diego County,74.0,Layoff Temporary,THE BRIGANTINE INC,THE BRIGANTINE INC,THE BRIGANTINE INC,San Diego County,2020,layoff temporary,3338330.0,coronado
03/20/2020,03/20/2020,05/15/2020,Ocean's 11 Casino,Oceanside,San Diego County,360.0,Layoff Temporary,OCEANS 11 CASINO,OCEANS 11 CASINO,OCEANS 11 CASINO,San Diego County,2020,layoff temporary,3338330.0,oceanside
03/20/2020,03/23/2020,05/15/2020,Aviara Residential Employment Inc - FourSeasons Residence Club Aviara,Carlsbad,San Diego County,249.0,Layoff Temporary,AVIARA RESIDENTIAL EMPLOYMENT INC  FOURSEASONS RESIDENCE CLUB AVIARA,AVIARA RESIDENTIAL EMPLOYMENT INC  FOURSEASONS RESIDENCE CLUB AVIARA,AVIARA RESIDENTIAL EMPLOYMENT INC  FOURSEASONS RESIDENCE CLUB AVIARA,San Diego County,2020,layoff temporary,3338330.0,carlsbad
04/29/2020,05/13/2020,05/15/2020,Kearny Mesa Chrysler Dodge Jeep Ram,San Diego,San Diego County,4.0,Layoff Permanent,KEARNY MESA CHRYSLER DODGE JEEP RAM,KEARNY MESA CHRYSLER DODGE JEEP RAM,KEARNY MESA CHRYSLER DODGE JEEP RAM,San Diego County,2020,layoff permanent,3338330.0,san diego
03/31/2020,03/16/2020,05/15/2020,The Westin San Diego,San Diego,San Diego County,130.0,Layoff Temporary,THE WESTIN SAN DIEGO,THE WESTIN,THE WESTIN SAN DIEGO,San Diego County,2020,layoff temporary,3338330.0,san diego
03/21/2020,03/23/2020,05/15/2020,"Renoir HM, LLC dba San Francisco ProperHotel",San Francisco,San Francisco County,149.0,Layoff Unknown at thistime,RENOIR HM LLC DBA SAN FRANCISCO PROPERHOTEL,RENOIR HM LLC,SAN FRANCISCO PROPERHOTEL,San Francisco County,2020,layoff type uncategorized,881549.0,san francisco
03/19/2020,03/19/2020,05/15/2020,Pyramid San Jose Management LP,San Jose,Santa Clara County,56.0,Layoff Temporary,PYRAMID SAN JOSE MANAGEMENT LP,PYRAMID SAN JOSE MANAGEMENT LP,PYRAMID SAN JOSE MANAGEMENT LP,Santa Clara County,2020,layoff temporary,1927852.0,san jose
03/30/2020,04/02/2020,05/15/2020,"David's Bridal, LLC f/k/a David's Bridal, Inc.",San Jose,Santa Clara County,11.0,Closure Temporary,DAVIDS BRIDAL LLC FKA DAVIDS BRIDAL INC,DAVIDS BRIDAL LLC FKA DAVIDS BRIDAL INC,DAVIDS BRIDAL LLC FKA DAVIDS BRIDAL INC,Santa Clara County,2020,closure temporary,1927852.0,san jose
04/27/2020,04/27/2020,05/15/2020,"OS Restaurant Services, LLC, dba Fleming's",Palo Alto,Santa Clara County,172.0,Layoff Temporary,OS RESTAURANT SERVICES LLC DBA FLEMINGS,OS RESTAURANT SERVICES LLC,FLEMINGS,Santa Clara County,2020,layoff temporary,1927852.0,palo alto
05/04/2020,03/18/2020,05/15/2020,"Alpha Staffing, LLC",San Jose,Santa Clara County,55.0,Layoff Permanent,ALPHA STAFFING,ALPHA STAFFING,ALPHA STAFFING,Santa Clara County,2020,layoff permanent,1927852.0,san jose
04/13/2020,04/10/2020,05/15/2020,Fox Factory Inc.,Watsonville,Santa Cruz County,85.0,Layoff Temporary,FOX FACTORY INC,FOX FACTORY INC,FOX FACTORY INC,Santa Cruz County,2020,layoff temporary,273213.0,watsonville
03/25/2020,03/25/2020,05/15/2020,"Tralee, Inc. dba Antioch Auto Center",Antioch,Contra Costa County,156.0,Layoff Temporary,TRALEE INC DBA ANTIOCH AUTO CENTER,TRALEE INC,ANTIOCH AUTO CENTER,Contra Costa County,2020,layoff temporary,1153526.0,antioch
05/04/2020,03/19/2020,05/15/2020,Virgin Hotel San Francisco,San Francisco,San Francisco County,174.0,Layoff Temporary,VIRGIN HOTEL SAN FRANCISCO,VIRGIN HOTEL SAN FRANCISCO,VIRGIN HOTEL SAN FRANCISCO,San Francisco County,2020,layoff temporary,881549.0,san francisco
03/25/2020,03/25/2020,05/15/2020,"Tralee, Inc. dba Tracy Ford",Tracy,San Joaquin County,170.0,Layoff Temporary,TRALEE INC DBA TRACY FORD,TRALEE INC,TRACY FORD,San Joaquin County,2020,layoff temporary,762148.0,tracy
03/18/2020,03/20/2020,05/15/2020,Hilton Santa Clara,Santa Clara,Santa Clara County,122.0,Closure Temporary,HILTON SANTA CLARA,HILTON,HILTON SANTA CLARA,Santa Clara County,2020,closure temporary,1927852.0,santa clara
04/24/2020,03/25/2020,05/15/2020,Golden Vally Health Centers,Modesto,Stanislaus County,6.0,Layoff Temporary,GOLDEN VALLEY HEALTH CENTERS,GOLDEN VALLEY HEALTH CENTERS,GOLDEN VALLEY HEALTH CENTERS,Stanislaus County,2020,layoff temporary,550660.0,modesto
03/25/2020,03/25/2020,05/15/2020,Beltray Inc. dba All Star Ford,Pittsburg,Contra Costa County,27.0,Layoff Temporary,BELTRAY INC DBA ALL STAR FORD,BELTRAY INC,ALL STAR FORD,Contra Costa County,2020,layoff temporary,1153526.0,pittsburg
04/02/2020,04/02/2020,05/15/2020,Lorna Jane,Santa Monica,Los Angeles County,1.0,Layoff Permanent,LORNA JANE,LORNA JANE,LORNA JANE,Los Angeles County,2020,layoff permanent,10039107.0,santa monica
05/04/2020,03/20/2020,05/15/2020,Tempur Sealy,City of Industry,Los Angeles County,211.0,Layoff Temporary,TEMPUR SEALY,TEMPUR SEALY,TEMPUR SEALY,Los Angeles County,2020,layoff temporary,10039107.0,city of industry
03/20/2020,03/18/2020,05/15/2020,Longo Toyota,El Monte,Los Angeles County,124.0,Layoff Temporary,LONGO TOYOTA,LONGO TOYOTA,LONGO TOYOTA,Los Angeles County,2020,layoff temporary,10039107.0,el monte
03/20/2020,03/16/2020,05/15/2020,"Rectory Vibiana, LLC dba Redbird",Los Angeles,Los Angeles County,125.0,Layoff Temporary,RECTORY VIBIANA LLC DBA REDBIRD,RECTORY VIBIANA LLC,REDBIRD,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
03/20/2020,03/16/2020,05/15/2020,"Republique, LLC",Los Angeles,Los Angeles County,212.0,Layoff Temporary,REPUBLIQUE LLC,REPUBLIQUE LLC,REPUBLIQUE LLC,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
03/20/2020,03/16/2020,05/15/2020,"The Rose Cafe & Market, Inc.",Venice,Los Angeles County,210.0,Layoff Temporary,THE ROSE CAFE  MARKET INC,THE ROSE CAFE  MARKET INC,THE ROSE CAFE  MARKET INC,Los Angeles County,2020,layoff temporary,10039107.0,venice
03/20/2020,03/16/2020,05/15/2020,"Anaibiv, LLC",Los Angeles,Los Angeles County,5.0,Layoff Temporary,ANAIBIV LLC,ANAIBIV LLC,ANAIBIV LLC,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
03/23/2020,03/16/2020,05/15/2020,Arroyo Partners LLC dba Arroyo Chop House,Pasadena,Los Angeles County,45.0,Layoff Temporary,ARROYO PARTNERS LLC DBA ARROYO CHOP HOUSE,ARROYO PARTNERS LLC,ARROYO CHOP HOUSE,Los Angeles County,2020,layoff temporary,10039107.0,pasadena
03/20/2020,03/20/2020,05/15/2020,Lunada Bay Corporation,Anaheim,Orange County,58.0,Layoff Permanent,LUNADA BAY CORPORATION,LUNADA BAY CORPORATION,LUNADA BAY CORPORATION,Orange County,2020,layoff permanent,3175692.0,anaheim
03/20/2020,03/16/2020,05/15/2020,SodexoMAGIC at Disneyland,Anaheim,Orange County,100.0,Closure Temporary,SODEXOMAGIC AT DISNEYLAND,SODEXO,SODEXOMAGIC AT DISNEYLAND,Orange County,2020,closure temporary,3175692.0,anaheim
05/15/2020,05/01/2020,05/15/2020,"Amada America, Inc.",Brea,Orange County,34.0,Layoff Unknown at thistime,AMADA AMERICA INC,AMADA AMERICA INC,AMADA AMERICA INC,Orange County,2020,layoff type uncategorized,3175692.0,brea
03/19/2020,03/19/2020,05/15/2020,Associated Students Sacramento State,Sacramento,Sacramento County,227.0,Layoff Unknown at thistime,ASSOCIATED STUDENTS SACRAMENTO STATE,ASSOCIATED STUDENTS SACRAMENTO STATE,ASSOCIATED STUDENTS SACRAMENTO STATE,Sacramento County,2020,layoff type uncategorized,1552058.0,sacramento
03/25/2020,03/23/2020,05/15/2020,"SRZ Automotive Group, Inc dba Folsom LakeHonda",Rancho Cordova,Sacramento County,93.0,Layoff Temporary,SRZ AUTOMOTIVE GROUP INC DBA FOLSOM LAKEHONDA,SRZ AUTOMOTIVE GROUP INC,FOLSOM LAKEHONDA,Sacramento County,2020,layoff temporary,1552058.0,rancho cordova
03/20/2020,03/19/2020,05/15/2020,"Dolphin Hotel Management, LLC",San Diego,San Diego County,75.0,Layoff Temporary,DOLPHIN HOTEL MANAGEMENT LLC,DOLPHIN HOTEL MANAGEMENT LLC,DOLPHIN HOTEL MANAGEMENT LLC,San Diego County,2020,layoff temporary,3338330.0,san diego
03/20/2020,03/20/2020,05/15/2020,San Ysidro Health,Chula Vista,San Diego County,111.0,Layoff Temporary,SAN YSIDRO HEALTH,SAN YSIDRO HEALTH,SAN YSIDRO HEALTH,San Diego County,2020,layoff temporary,3338330.0,chula vista
05/06/2020,07/06/2020,05/15/2020,Airbnb,San Francisco,San Francisco County,661.0,Layoff Permanent,AIRBNB,AIRBNB,AIRBNB,San Francisco County,2020,layoff permanent,881549.0,san francisco
03/25/2020,03/23/2020,05/15/2020,"Stockton Auto Cars, Inc dba Stockton Honda",Stockton,San Joaquin County,77.0,Layoff Temporary,STOCKTON AUTO CARS INC DBA STOCKTON HONDA,STOCKTON AUTO CARS INC,STOCKTON HONDA,San Joaquin County,2020,layoff temporary,762148.0,stockton
03/25/2020,03/23/2020,05/15/2020,"Auto Town, Inc dba Toyota Town",Stockton,San Joaquin County,61.0,Layoff Temporary,AUTO TOWN INC DBA TOYOTA TOWN,AUTO TOWN INC,TOYOTA TOWN,San Joaquin County,2020,layoff temporary,762148.0,stockton
03/27/2020,03/17/2020,05/15/2020,YMCA of Silicon Valley,Santa Clara,Santa Clara County,1657.0,Layoff Unknown at thistime,YMCA OF SILICON VALLEY,YMCA,YMCA OF SILICON VALLEY,Santa Clara County,2020,layoff type uncategorized,1927852.0,santa clara
03/20/2020,03/20/2020,05/15/2020,"Renaissance Hotel MGMT CO, LLC",Sonoma,Sonoma County,172.0,Layoff Temporary,RENAISSANCE HOTEL MGMT CO LLC,RENAISSANCE HOTEL,RENAISSANCE HOTEL MGMT CO LLC,Sonoma County,2020,layoff temporary,494336.0,sonoma
04/23/2020,04/23/2020,05/14/2020,RICOH,Livermore,Alameda County,3.0,Layoff Permanent,RICOH,RICOH USA INC,RICOH,Alameda County,2020,layoff permanent,1671329.0,livermore
03/27/2020,04/27/2020,05/14/2020,Clearedge Lending,Walnut Creek,Contra Costa County,7.0,Layoff Permanent,CLEAREDGE LENDING,CLEAREDGE LENDING,CLEAREDGE LENDING,Contra Costa County,2020,layoff permanent,1153526.0,walnut creek
03/22/2020,03/22/2020,05/14/2020,MONDRIAN,West Hollywood,Los Angeles County,115.0,Layoff Temporary,MONDRIAN,MONDRIAN,MONDRIAN,Los Angeles County,2020,layoff temporary,10039107.0,west hollywood
03/24/2020,03/20/2020,05/14/2020,FSC Corporation dba Il Pastaio,Beverly Hills,Los Angeles County,148.0,Layoff Unknown at thistime,FSC CORPORATION DBA IL PASTAIO,FSC CORPORATION,IL PASTAIO,Los Angeles County,2020,layoff type uncategorized,10039107.0,beverly hills
03/12/2020,03/13/2020,05/14/2020,"Comedy Club of Los Angeles, LLC dbaHollywood Improv",Los Angeles,Los Angeles County,71.0,Layoff Temporary,COMEDY CLUB OF LOS ANGELES LLC DBAHOLLYWOOD IMPROV,COMEDY CLUB,HOLLYWOOD IMPROV,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
03/20/2020,03/29/2020,05/14/2020,Spago -  Beverly Hills,Beverly Hills,Los Angeles County,133.0,Layoff Temporary,SPAGO   BEVERLY HILLS,SPAGO   BEVERLY HILLS,SPAGO   BEVERLY HILLS,Los Angeles County,2020,layoff temporary,10039107.0,beverly hills
03/20/2020,03/17/2020,05/14/2020,"Rio Vista Development Company, LP dba TheGarland",North Hollywood,Los Angeles County,228.0,Layoff Temporary,RIO VISTA DEVELOPMENT COMPANY LP DBA THEGARLAND,RIO VISTA DEVELOPMENT COMPANY LP,THEGARLAND,Los Angeles County,2020,layoff temporary,10039107.0,north hollywood
03/20/2020,03/17/2020,05/14/2020,Sheraton Los Angeles San Gabriel,San Gabriel,Los Angeles County,106.0,Layoff Temporary,SHERATON LOS ANGELES SAN GABRIEL,SHERATON,SHERATON LOS ANGELES SAN GABRIEL,Los Angeles County,2020,layoff temporary,10039107.0,san gabriel
03/20/2020,03/16/2020,05/14/2020,"Sprout JK Coffee, LLC dba Destroyer Store",Culver City,Los Angeles County,15.0,Layoff Temporary,SPROUT JK COFFEE LLC DBA DESTROYER STORE,SPROUT LLC,DESTROYER STORE,Los Angeles County,2020,layoff temporary,10039107.0,culver city
03/20/2020,03/16/2020,05/14/2020,"Tsubaki, LLC dba Ototo",Los Angeles,Los Angeles County,18.0,Layoff Temporary,TSUBAKI LLC DBA OTOTO,TSUBAKI LLC,OTOTO,Los Angeles County,2020,layoff temporary,10039107.0,los angeles
